personID,age,gender,raceEthnicity,education,region,householdType,householdSize
837,60,Female,White,Some College/Associate's,West,SmallFamily,3
838,35,Female,Black/African American,Bachelor's,Midwest,DINKS,2
839,40,Male,White,Some College/Associate's,South,SmallFamily,4
840,45,Female,White,Bachelor's,South,DINKS,2
841,25,Female,White,Bachelor's,South,DINKS,2
842,45,Female,White,Some College/Associate's,South,DINKS,2
843,30,Female,Black/African American,High School,South,SingleParent,3
844,65,Male,Black/African American,Some College/Associate's,West,DINKS,2
845,25,Female,White,Bachelor's,Midwest,DINKS,2
846,35,Male,White,Some College/Associate's,Midwest,SingleParent,2
847,25,Male,Black/African American,Bachelor's,South,SmallFamily,4
848,70,Female,White,Some College/Associate's,Northeast,DINKS,2
849,40,Female,Black/African American,High School,West,Other,2
850,40,Male,Hispanic/Latino,High School,West,DINKS,2
851,25,Female,Hispanic/Latino,Some College/Associate's,Northeast,Single,1
852,50,Female,White,Bachelor's,Midwest,SingleParent,2
853,30,Female,White,Bachelor's,Midwest,SmallFamily,4
854,55,Male,Asian,High School,South,SingleParent,2
855,30,Male,White,Some College/Associate's,West,Single,1
856,30,Female,Hispanic/Latino,Some College/Associate's,Northeast,SmallFamily,5
857,25,Female,White,Some College/Associate's,West,Single,1
858,35,Male,Hispanic/Latino,High School,Midwest,SmallFamily,5
859,40,Male,White,High School,West,Single,1
860,25,Male,White,High School,Northeast,Single,1
861,50,Male,White,High School,South,Single,1
862,35,Female,Hispanic/Latino,High School,West,SmallFamily,4
863,40,Male,Hispanic/Latino,High School,South,SmallFamily,3
864,35,Female,White,Some College/Associate's,Midwest,Single,1
865,35,Female,White,High School,Midwest,DINKS,2
866,40,Male,Hispanic/Latino,Master's,South,Single,1
867,30,Female,White,High School,Midwest,SingleParent,2
868,30,Male,White,Some College/Associate's,West,DINKS,2
869,55,Female,White,High School,South,DINKS,2
870,60,Male,White,High School,West,SmallFamily,3
871,35,Male,White,Bachelor's,South,SmallFamily,4
872,30,Female,White,High School,West,SmallFamily,5
873,45,Male,White,Master's,West,SmallFamily,3
874,35,Female,White,Master's,Midwest,SingleParent,2
875,25,Male,White,Bachelor's,Midwest,Single,1
876,30,Female,White,Bachelor's,West,Other,2
877,45,Male,White,Bachelor's,South,SmallFamily,3
878,45,Female,Black/African American,Some College/Associate's,Northeast,DINKS,2
879,25,Female,White,Bachelor's,Midwest,DINKS,2
880,30,Female,White,High School,South,SmallFamily,4
881,30,Female,White,High School,Midwest,Single,1
882,45,Male,White,Some College/Associate's,South,Single,1
883,25,Male,White,Bachelor's,West,Roommates,3
884,25,Male,White,Master's,West,DINKS,2
885,50,Female,Black/African American,High School,West,DINKS,2
886,30,Female,White,Bachelor's,Northeast,SmallFamily,4
887,45,Female,Asian,High School,West,DINKS,2
888,30,Male,White,Some College/Associate's,South,Single,1
889,25,Male,White,Some College/Associate's,Northeast,SmallFamily,3
890,30,Female,White,Some College/Associate's,Northeast,SmallFamily,5
891,50,Female,White,High School,Midwest,Single,1
892,55,Female,White,Some College/Associate's,West,Other,2
893,55,Male,Hispanic/Latino,Bachelor's,South,Single,1
894,35,Male,White,Some College/Associate's,Midwest,SmallFamily,5
895,45,Male,Asian,Some College/Associate's,South,Single,1
896,30,Female,Black/African American,Bachelor's,South,SmallFamily,3
897,30,Male,White,Bachelor's,West,SmallFamily,5
898,55,Male,White,Some College/Associate's,South,DINKS,2
899,25,Female,White,Some College/Associate's,South,SingleParent,3
900,25,Female,White,Master's,West,Single,1
901,30,Female,White,Bachelor's,South,SmallFamily,3
902,25,Female,White,High School,South,DINKS,2
903,30,Male,White,Some College/Associate's,South,Other,4
904,40,Female,White,Bachelor's,South,SmallFamily,4
905,35,Male,Other/Multiracial,High School,Midwest,Single,1
906,55,Male,Hispanic/Latino,Ph.D,Midwest,Single,1
907,50,Female,Asian,High School,West,SingleParent,2
908,30,Male,White,Bachelor's,West,SingleParent,2
909,30,Female,White,Some College/Associate's,South,DINKS,2
910,35,Female,White,Some College/Associate's,South,SmallFamily,4
911,40,Female,White,Master's,South,SmallFamily,4
912,30,Female,White,Some College/Associate's,West,Other,3
913,45,Female,Hispanic/Latino,Some College/Associate's,Midwest,Other,3
914,35,Female,Hispanic/Latino,High School,West,Other,3
915,40,Female,White,High School,West,SingleParent,3
916,35,Female,White,High School,South,SingleParent,3
917,30,Male,White,Bachelor's,Midwest,DINKS,2
918,60,Female,White,High School,South,SmallFamily,3
919,50,Male,White,High School,Midwest,SmallFamily,5
920,25,Male,White,Some College/Associate's,West,Roommates,2
921,55,Male,White,Some College/Associate's,Midwest,DINKS,2
922,35,Female,Asian,Bachelor's,Northeast,Single,1
923,55,Male,White,High School,Northeast,DINKS,2
924,50,Male,Hispanic/Latino,High School,West,SmallFamily,3
925,35,Male,White,Master's,West,DINKS,2
926,25,Female,White,Some College/Associate's,South,Single,1
927,30,Female,White,Master's,Northeast,SmallFamily,4
928,40,Male,White,Bachelor's,West,SmallFamily,4
929,45,Female,White,Bachelor's,South,DINKS,2
930,30,Female,Black/African American,High School,West,Single,1
931,25,Female,Hispanic/Latino,Bachelor's,South,Roommates,2
932,55,Male,White,Bachelor's,West,SmallFamily,3
933,70,Male,White,Some College/Associate's,West,Single,1
934,40,Female,Asian,High School,South,SmallFamily,4
935,30,Male,White,Some College/Associate's,South,SmallFamily,5
936,30,Female,White,High School,Northeast,Single,1
937,25,Female,White,Bachelor's,Midwest,Single,1
938,60,Male,Hispanic/Latino,Some College/Associate's,Northeast,SmallFamily,4
939,25,Male,Other/Multiracial,Some College/Associate's,South,DINKS,2
940,40,Male,White,Some College/Associate's,Midwest,SmallFamily,4
941,30,Female,Black/African American,Some College/Associate's,West,SmallFamily,3
942,40,Female,Black/African American,Bachelor's,South,Single,1
943,45,Female,White,Master's,South,Other,2
944,55,Female,White,High School,South,Single,1
945,30,Female,White,Some College/Associate's,South,SmallFamily,3
946,25,Male,Asian,High School,Northeast,Single,1
947,25,Male,White,Bachelor's,South,Single,1
948,60,Female,Black/African American,Some College/Associate's,West,DINKS,2
949,55,Female,White,Master's,West,Single,1
950,40,Male,Hispanic/Latino,High School,South,SmallFamily,3
951,40,Female,White,Master's,West,Single,1
952,45,Male,White,High School,South,DINKS,2
953,30,Female,Black/African American,Bachelor's,Midwest,SmallFamily,4
954,60,Female,Black/African American,High School,South,Single,1
955,35,Male,Black/African American,Master's,West,SingleParent,2
956,35,Female,White,Some College/Associate's,Midwest,Single,1
957,40,Female,Hispanic/Latino,Bachelor's,Northeast,DINKS,2
958,25,Female,White,Bachelor's,Northeast,DINKS,2
959,30,Male,White,High School,West,SmallFamily,3
960,50,Male,White,High School,West,DINKS,2
961,25,Female,White,Master's,West,Single,1
962,40,Female,White,High School,Midwest,SingleParent,3
963,30,Male,Other/Multiracial,High School,Northeast,SmallFamily,5
964,35,Female,White,Some College/Associate's,South,Single,1
965,30,Male,Hispanic/Latino,Bachelor's,West,SmallFamily,5
966,35,Female,White,High School,Midwest,SingleParent,3
967,45,Female,White,High School,West,DINKS,2
968,30,Male,White,High School,South,Single,1
969,40,Female,Asian,Some College/Associate's,West,SmallFamily,3
970,35,Male,Black/African American,Master's,West,DINKS,2
971,45,Female,Black/African American,Ph.D,Northeast,DINKS,2
972,60,Female,Other/Multiracial,Some College/Associate's,West,SmallFamily,4
973,50,Male,White,High School,South,DINKS,2
974,30,Female,White,Master's,South,SmallFamily,3
975,25,Male,Hispanic/Latino,Bachelor's,South,Roommates,3
976,30,Female,White,High School,West,SmallFamily,4
977,40,Male,White,Master's,West,SmallFamily,4
978,25,Male,White,Bachelor's,South,Single,1
979,35,Female,White,Bachelor's,Midwest,SmallFamily,5
980,40,Male,White,Bachelor's,Midwest,SmallFamily,4
981,30,Male,White,High School,South,SmallFamily,4
982,50,Female,White,High School,South,Other,2
983,25,Female,White,Bachelor's,Northeast,Roommates,4
984,25,Male,White,High School,South,SmallFamily,3
985,50,Female,White,Some College/Associate's,Midwest,DINKS,2
986,35,Female,Hispanic/Latino,Bachelor's,West,SmallFamily,5
987,45,Female,White,Bachelor's,Midwest,Single,1
988,35,Female,White,Some College/Associate's,Midwest,DINKS,2
989,30,Male,Hispanic/Latino,Bachelor's,Midwest,SmallFamily,3
990,50,Female,White,Bachelor's,Northeast,DINKS,2
991,50,Male,White,Bachelor's,Northeast,SingleParent,2
992,45,Female,Hispanic/Latino,High School,West,Single,1
993,30,Female,White,Some College/Associate's,South,SmallFamily,5
994,40,Male,Black/African American,High School,West,SmallFamily,3
995,35,Male,Hispanic/Latino,High School,Midwest,SmallFamily,5
996,25,Male,Hispanic/Latino,Some College/Associate's,Midwest,Roommates,2
997,60,Female,White,High School,South,Other,4
998,25,Female,White,Some College/Associate's,South,Single,1
999,65,Female,White,Bachelor's,Midwest,Single,1
1000,35,Male,White,High School,South,Single,1
1001,30,Female,White,Bachelor's,West,SmallFamily,4
1002,40,Male,White,Bachelor's,Midwest,SmallFamily,4
1003,55,Male,White,High School,West,SmallFamily,3
1004,50,Female,White,Master's,South,DINKS,2
1005,50,Male,White,Some College/Associate's,South,SmallFamily,3
1006,45,Male,White,Some College/Associate's,South,SmallFamily,5
1007,45,Male,Hispanic/Latino,Bachelor's,South,DINKS,2
1008,55,Female,White,High School,West,DINKS,2
1009,30,Female,White,Bachelor's,West,Single,1
1010,35,Female,Asian,High School,South,SmallFamily,3
1011,30,Female,White,Bachelor's,South,SmallFamily,3
1012,70,Male,White,High School,South,DINKS,2
1013,60,Male,White,Some College/Associate's,Northeast,SingleParent,3
1014,25,Female,Hispanic/Latino,High School,West,Roommates,2
1015,45,Male,White,Bachelor's,Northeast,SmallFamily,3
1016,60,Male,White,Bachelor's,Northeast,DINKS,2
1017,30,Female,White,Some College/Associate's,West,SmallFamily,3
1018,40,Female,Black/African American,Some College/Associate's,Midwest,SmallFamily,3
1019,60,Male,White,Some College/Associate's,South,Single,1
1020,25,Male,White,Master's,Midwest,Single,1
1021,45,Male,Black/African American,Some College/Associate's,South,Single,1
1022,30,Female,White,Bachelor's,Northeast,DINKS,2
1023,60,Female,Black/African American,Bachelor's,South,DINKS,2
1024,65,Female,White,High School,Midwest,Other,4
1025,60,Male,Black/African American,High School,South,DINKS,2
1026,35,Male,White,Some College/Associate's,Northeast,SingleParent,2
1027,55,Female,Hispanic/Latino,Bachelor's,South,Single,1
1028,55,Male,Black/African American,High School,Midwest,Single,1
1029,30,Female,White,Bachelor's,West,SmallFamily,5
1030,55,Male,White,Bachelor's,South,SmallFamily,3
1031,25,Male,White,Some College/Associate's,Midwest,Single,1
1032,40,Female,White,Bachelor's,Northeast,DINKS,2
1033,30,Male,White,High School,South,SmallFamily,3
1034,25,Female,White,High School,Northeast,Single,1
1035,25,Female,White,Bachelor's,West,SmallFamily,4
1036,45,Male,White,High School,Midwest,DINKS,2
1037,30,Male,White,Some College/Associate's,West,Single,1
1038,50,Female,Hispanic/Latino,Bachelor's,West,SingleParent,2
1039,25,Male,White,Some College/Associate's,Northeast,Single,1
1040,30,Male,White,Master's,West,SmallFamily,4
1041,40,Male,White,Master's,West,SmallFamily,5
1042,50,Female,White,High School,South,Other,2
1043,30,Male,White,High School,South,SmallFamily,4
1044,45,Female,White,Bachelor's,Midwest,SmallFamily,3
1045,55,Female,White,Some College/Associate's,Midwest,DINKS,2
1046,40,Female,Black/African American,High School,West,SmallFamily,3
1047,30,Female,White,Bachelor's,South,SmallFamily,3
1048,25,Male,Hispanic/Latino,High School,West,Single,1
1049,55,Female,Hispanic/Latino,Bachelor's,South,SingleParent,4
1050,25,Male,Black/African American,High School,West,Single,1
1051,55,Female,Asian,High School,Northeast,SingleParent,2
1052,40,Male,White,High School,Midwest,SingleParent,4
1053,60,Male,White,Master's,South,DINKS,2
1054,50,Male,Black/African American,Bachelor's,Northeast,DINKS,2
1055,70,Male,White,Bachelor's,West,Single,1
1056,35,Male,White,Some College/Associate's,Midwest,Other,3
1057,50,Male,Hispanic/Latino,High School,South,Single,1
1058,35,Male,Hispanic/Latino,High School,Midwest,SmallFamily,3
1059,35,Female,Asian,Some College/Associate's,South,SmallFamily,4
1060,45,Male,Other/Multiracial,Some College/Associate's,West,Other,4
1061,55,Female,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4
1062,70,Female,White,High School,South,DINKS,2
1063,50,Male,Black/African American,Master's,South,Single,1
1064,35,Female,White,High School,South,SmallFamily,4
1065,35,Male,White,Master's,South,Single,1
1066,50,Female,Black/African American,High School,Midwest,SingleParent,4
1067,30,Female,White,Some College/Associate's,South,SmallFamily,3
1068,25,Female,White,Some College/Associate's,West,SmallFamily,5
1069,35,Female,White,Some College/Associate's,South,SmallFamily,5
1070,30,Male,Black/African American,Bachelor's,Northeast,SmallFamily,4
1071,30,Female,White,Some College/Associate's,Northeast,Single,1
1072,30,Female,Hispanic/Latino,Some College/Associate's,South,DINKS,2
1073,25,Female,White,Bachelor's,West,Single,1
1074,25,Female,Hispanic/Latino,Bachelor's,South,SmallFamily,5
1075,70,Male,Hispanic/Latino,Bachelor's,Northeast,Single,1
1076,35,Female,White,High School,West,SmallFamily,4
1077,35,Male,White,Some College/Associate's,South,SmallFamily,4
1078,45,Male,White,Some College/Associate's,South,DINKS,2
1079,30,Male,Asian,Some College/Associate's,South,Single,1
1080,60,Male,Hispanic/Latino,Some College/Associate's,West,DINKS,2
1081,50,Female,Asian,High School,Midwest,DINKS,2
1082,25,Female,White,High School,West,SmallFamily,4
1083,35,Male,Hispanic/Latino,High School,West,Single,1
1084,55,Male,Hispanic/Latino,High School,South,SmallFamily,3
1085,60,Male,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4
1086,35,Male,Asian,Bachelor's,South,Single,1
1087,40,Female,White,Master's,Midwest,SmallFamily,3
1088,30,Female,White,Bachelor's,South,SmallFamily,4
1089,70,Male,Hispanic/Latino,High School,West,DINKS,2
1090,30,Male,Hispanic/Latino,Master's,South,Single,1
1091,60,Female,White,Bachelor's,South,Single,1
1092,45,Male,White,Some College/Associate's,Midwest,Single,1
1093,40,Female,White,Some College/Associate's,West,SmallFamily,3
1094,40,Female,White,Master's,West,SmallFamily,3
1095,30,Male,White,Bachelor's,West,SmallFamily,3
1096,30,Male,Hispanic/Latino,Master's,West,SingleParent,4
1097,30,Male,Hispanic/Latino,High School,South,Single,1
1098,30,Female,White,High School,West,Single,1
1099,50,Female,White,Some College/Associate's,Midwest,SmallFamily,3
1100,35,Male,White,Some College/Associate's,South,DINKS,2
1101,25,Female,White,Bachelor's,West,Single,1
1102,65,Male,Hispanic/Latino,Master's,South,DINKS,2
1103,55,Male,Black/African American,High School,South,Single,1
1104,60,Male,White,High School,West,SmallFamily,4
1105,70,Female,Hispanic/Latino,Bachelor's,Northeast,Single,1
1106,30,Male,Black/African American,Bachelor's,Northeast,SmallFamily,3
1107,35,Female,Black/African American,High School,South,SingleParent,2
1108,50,Female,White,Some College/Associate's,West,Single,1
1109,45,Female,Asian,Bachelor's,West,Other,2
1110,30,Female,White,Bachelor's,South,SmallFamily,3
1111,50,Male,White,Some College/Associate's,Midwest,SingleParent,3
1112,30,Female,White,Some College/Associate's,Midwest,DINKS,2
1113,30,Female,White,Master's,Northeast,SmallFamily,4
1114,40,Male,White,Bachelor's,South,SmallFamily,3
1115,40,Female,White,Some College/Associate's,South,SmallFamily,4
1116,40,Male,White,High School,Midwest,SmallFamily,5
1117,25,Female,Black/African American,Bachelor's,Midwest,DINKS,2
1118,55,Female,Black/African American,High School,Northeast,SingleParent,2
1119,30,Male,White,High School,South,SmallFamily,3
1120,25,Female,Black/African American,Bachelor's,West,Single,1
1121,55,Male,Black/African American,High School,West,SmallFamily,4
1122,65,Female,Hispanic/Latino,Some College/Associate's,South,DINKS,2
1123,55,Female,White,High School,West,DINKS,2
1124,50,Female,Hispanic/Latino,Bachelor's,West,DINKS,2
1125,45,Female,Asian,High School,South,Other,2
1126,40,Female,Hispanic/Latino,High School,South,SmallFamily,5
1127,25,Male,White,High School,Midwest,Single,1
1128,35,Female,White,Master's,West,DINKS,2
1129,35,Female,Hispanic/Latino,Bachelor's,Northeast,Other,3
1130,30,Female,White,High School,South,SmallFamily,4
1131,50,Male,White,Bachelor's,South,SingleParent,2
1132,35,Male,White,Some College/Associate's,Northeast,DINKS,2
1133,25,Male,Black/African American,Master's,Northeast,SmallFamily,4
1134,30,Male,Black/African American,Some College/Associate's,South,SmallFamily,3
1135,45,Female,White,Bachelor's,Midwest,DINKS,2
1136,25,Female,Asian,High School,South,DINKS,2
1137,55,Male,White,High School,South,SmallFamily,5
1138,35,Male,Hispanic/Latino,Master's,South,SmallFamily,4
1139,35,Female,Hispanic/Latino,Some College/Associate's,South,SingleParent,2
1140,40,Female,Black/African American,High School,Midwest,SingleParent,3
1141,55,Male,Asian,High School,Midwest,SingleParent,2
1142,30,Male,White,Bachelor's,Northeast,SingleParent,2
1143,45,Female,Black/African American,Bachelor's,Midwest,DINKS,2
1144,40,Male,White,Some College/Associate's,West,SmallFamily,4
1145,30,Female,Hispanic/Latino,Master's,Midwest,SingleParent,3
1146,55,Female,Hispanic/Latino,High School,Northeast,DINKS,2
1147,50,Female,Hispanic/Latino,High School,Midwest,Single,1
1148,45,Female,White,Master's,Midwest,DINKS,2
1149,55,Female,Black/African American,High School,Northeast,Single,1
1150,55,Male,White,High School,South,SmallFamily,4
1151,45,Female,White,Some College/Associate's,Midwest,DINKS,2
1152,55,Male,Hispanic/Latino,Bachelor's,Northeast,DINKS,2
1153,45,Female,White,High School,Northeast,Other,2
1154,45,Female,Black/African American,Master's,South,SmallFamily,4
1155,40,Male,White,Bachelor's,West,SmallFamily,3
1156,50,Male,White,High School,Midwest,SmallFamily,4
1157,30,Male,Black/African American,Bachelor's,South,SingleParent,3
1158,55,Male,White,High School,West,SmallFamily,4
1159,55,Female,White,High School,South,DINKS,2
1160,25,Female,Hispanic/Latino,Bachelor's,South,Roommates,4
1161,55,Male,White,Master's,West,Single,1
1162,25,Male,Hispanic/Latino,High School,West,Roommates,4
1163,30,Male,White,Some College/Associate's,West,SmallFamily,5
1164,50,Male,Black/African American,Some College/Associate's,West,DINKS,2
1165,30,Male,Black/African American,Some College/Associate's,South,Single,1
1166,50,Female,Hispanic/Latino,Some College/Associate's,South,DINKS,2
1167,55,Male,White,High School,South,SmallFamily,5
1168,40,Male,Black/African American,Bachelor's,South,Other,3
1169,25,Male,Hispanic/Latino,Some College/Associate's,West,Roommates,4
1170,30,Female,Hispanic/Latino,High School,Midwest,Other,4
1171,40,Female,White,Bachelor's,South,DINKS,2
1172,70,Female,Black/African American,Bachelor's,South,Other,3
1173,45,Female,Hispanic/Latino,Some College/Associate's,Midwest,DINKS,2
1174,30,Male,White,Some College/Associate's,South,SingleParent,2
1175,45,Female,White,Bachelor's,Northeast,Single,1
1176,40,Female,Black/African American,High School,Midwest,SmallFamily,3
1177,50,Female,White,High School,South,Other,4
1178,25,Male,Asian,Bachelor's,South,Roommates,2
1179,50,Male,Hispanic/Latino,High School,West,SmallFamily,5
1180,40,Female,Hispanic/Latino,High School,South,SmallFamily,3
1181,65,Female,White,High School,South,Single,1
1182,30,Female,White,High School,South,SmallFamily,3
1183,45,Female,Asian,High School,Midwest,SmallFamily,4
1184,60,Female,White,Ph.D,West,Single,1
1185,25,Male,Hispanic/Latino,Some College/Associate's,South,Single,1
1186,60,Female,White,High School,Midwest,Single,1
1187,45,Female,White,High School,West,SmallFamily,5
1188,25,Male,White,Master's,West,Single,1
1189,30,Female,White,Bachelor's,South,SmallFamily,3
1190,45,Male,Asian,Some College/Associate's,West,DINKS,2
1191,25,Female,White,Master's,Northeast,DINKS,2
1192,40,Male,White,Some College/Associate's,South,SmallFamily,5
1193,30,Male,White,Some College/Associate's,South,SmallFamily,4
1194,45,Male,White,High School,South,DINKS,2
1195,25,Female,White,Some College/Associate's,South,DINKS,2
1196,55,Female,Black/African American,High School,South,DINKS,2
1197,65,Female,White,Some College/Associate's,Midwest,DINKS,2
1198,65,Male,White,High School,Northeast,Single,1
1199,50,Male,White,Some College/Associate's,South,DINKS,2
1200,25,Female,Other/Multiracial,High School,West,SmallFamily,3
1201,50,Female,White,High School,Midwest,DINKS,2
1202,25,Female,White,Some College/Associate's,West,SingleParent,2
1203,25,Female,Hispanic/Latino,Master's,West,Single,1
1204,30,Female,White,Some College/Associate's,South,SmallFamily,3
1205,35,Female,White,Bachelor's,West,Single,1
1206,50,Male,White,High School,West,DINKS,2
1207,45,Male,Hispanic/Latino,High School,Midwest,DINKS,2
1208,35,Male,White,High School,Midwest,SingleParent,2
1209,30,Female,Black/African American,Some College/Associate's,South,Other,2
1210,70,Male,Hispanic/Latino,High School,South,DINKS,2
1211,35,Male,White,High School,Northeast,SingleParent,2
1212,35,Female,White,Bachelor's,West,SmallFamily,3
1213,30,Male,White,High School,Northeast,Other,4
1214,50,Female,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4
1215,45,Female,White,Some College/Associate's,West,Single,1
1216,30,Female,White,Bachelor's,West,SmallFamily,4
1217,25,Female,White,Bachelor's,Northeast,DINKS,2
1218,45,Male,Other/Multiracial,High School,South,Single,1
1219,45,Female,White,High School,South,DINKS,2
1220,30,Female,Asian,Bachelor's,West,SingleParent,2
1221,65,Female,White,Bachelor's,Northeast,Other,4
1222,30,Male,White,High School,Northeast,SmallFamily,5
1223,35,Female,White,High School,Northeast,Other,3
1224,60,Male,White,Bachelor's,Northeast,SmallFamily,5
1225,35,Male,White,High School,South,Single,1
1226,45,Female,White,Some College/Associate's,South,DINKS,2
1227,35,Female,Black/African American,Some College/Associate's,South,Single,1
1228,30,Male,Black/African American,High School,South,Single,1
1229,70,Female,Hispanic/Latino,Some College/Associate's,Midwest,Single,1
1230,35,Female,White,Some College/Associate's,Northeast,SmallFamily,5
1231,55,Male,White,High School,South,SmallFamily,4
1232,30,Female,White,Some College/Associate's,West,SingleParent,3
1233,30,Female,Hispanic/Latino,Bachelor's,Northeast,SmallFamily,3
1234,25,Female,Asian,Bachelor's,West,Roommates,2
1235,45,Female,White,High School,South,DINKS,2
1236,35,Male,White,Some College/Associate's,West,SingleParent,2
1237,55,Male,White,Some College/Associate's,South,DINKS,2
1238,35,Male,White,Bachelor's,West,DINKS,2
1239,65,Male,White,Some College/Associate's,West,Other,2
1240,30,Female,Hispanic/Latino,High School,South,SmallFamily,3
1241,55,Female,Hispanic/Latino,Some College/Associate's,Northeast,DINKS,2
1242,50,Female,White,Bachelor's,West,DINKS,2
1243,50,Female,White,High School,West,SmallFamily,5
1244,55,Male,Other/Multiracial,High School,Northeast,Other,2
1245,50,Male,White,High School,South,Single,1
1246,45,Female,White,Bachelor's,South,SingleParent,4
1247,25,Female,White,High School,Midwest,Single,1
1248,25,Female,White,Bachelor's,South,Single,1
1249,60,Female,White,Bachelor's,Midwest,Single,1
1250,40,Female,Black/African American,Bachelor's,South,SmallFamily,4
1251,50,Female,White,Master's,South,Single,1
1252,35,Male,White,Master's,West,SmallFamily,3
1253,25,Male,Hispanic/Latino,High School,South,Single,1
1254,25,Female,White,Bachelor's,Midwest,Single,1
1255,45,Female,Black/African American,Some College/Associate's,Midwest,SmallFamily,4
1256,35,Female,Black/African American,Bachelor's,Northeast,DINKS,2
1257,30,Male,White,Some College/Associate's,Midwest,DINKS,2
1258,35,Male,Hispanic/Latino,Ph.D,South,DINKS,2
1259,25,Male,White,Bachelor's,Midwest,DINKS,2
1260,40,Female,Other/Multiracial,Bachelor's,Midwest,SmallFamily,3
1261,30,Male,White,High School,Midwest,Single,1
1262,50,Female,Other/Multiracial,High School,Northeast,Single,1
1263,30,Female,Hispanic/Latino,Bachelor's,West,SmallFamily,5
1264,35,Female,White,High School,West,DINKS,2
1265,25,Female,White,Bachelor's,Midwest,Roommates,4
1266,25,Male,Other/Multiracial,High School,South,SmallFamily,3
1267,35,Female,Black/African American,Bachelor's,South,SmallFamily,5
1268,35,Female,White,Some College/Associate's,West,DINKS,2
1269,40,Female,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4
1270,30,Female,White,Bachelor's,South,SingleParent,2
1271,45,Female,White,High School,South,DINKS,2
1272,55,Female,White,High School,West,SmallFamily,4
1273,50,Female,White,High School,South,SmallFamily,4
1274,25,Female,Black/African American,Bachelor's,Midwest,DINKS,2
1275,35,Male,White,Some College/Associate's,South,DINKS,2
1276,25,Female,Black/African American,Bachelor's,West,SmallFamily,3
1277,30,Female,White,Bachelor's,West,DINKS,2
1278,70,Male,White,High School,Midwest,DINKS,2
1279,25,Male,White,Some College/Associate's,South,SingleParent,3
1280,35,Male,White,High School,Northeast,SingleParent,2
1281,40,Female,White,High School,Northeast,SmallFamily,4
1282,45,Female,White,Master's,Northeast,Single,1
1283,40,Male,White,Bachelor's,Northeast,Single,1
1284,25,Male,White,Some College/Associate's,West,SmallFamily,3
1285,30,Male,White,Bachelor's,West,SingleParent,4
1286,40,Male,White,Bachelor's,Midwest,SmallFamily,4
1287,25,Male,Black/African American,Some College/Associate's,Midwest,Single,1
1288,35,Male,Black/African American,High School,Northeast,SingleParent,2
1289,25,Female,White,High School,Midwest,Roommates,2
1290,25,Male,White,Bachelor's,Northeast,Single,1
1291,35,Male,White,Master's,South,SmallFamily,3
1292,25,Female,Asian,Bachelor's,Northeast,SmallFamily,4
1293,40,Male,White,High School,Midwest,SmallFamily,3
1294,45,Female,White,High School,Midwest,Other,4
1295,50,Female,White,Bachelor's,South,Single,1
1296,30,Male,White,Bachelor's,Midwest,SmallFamily,5
1297,30,Female,White,Bachelor's,Northeast,SmallFamily,4
1298,25,Female,Hispanic/Latino,Bachelor's,South,Roommates,2
1299,45,Female,White,High School,Midwest,SingleParent,2
1300,45,Female,Hispanic/Latino,Bachelor's,West,Other,2
1301,25,Female,White,Bachelor's,Northeast,DINKS,2
1302,60,Female,White,High School,West,SmallFamily,4
1303,25,Female,Black/African American,Bachelor's,South,Single,1
1304,40,Male,White,High School,West,SmallFamily,4
1305,45,Male,Black/African American,High School,Midwest,DINKS,2
1306,55,Female,White,High School,South,SmallFamily,4
1307,45,Male,White,High School,West,Other,2
1308,50,Female,Asian,High School,Northeast,DINKS,2
1309,30,Female,White,Some College/Associate's,Northeast,Single,1
1310,50,Female,Black/African American,Some College/Associate's,South,SmallFamily,5
1311,25,Male,White,Some College/Associate's,Northeast,DINKS,2
1312,55,Male,Black/African American,High School,Midwest,Other,2
1313,40,Female,White,High School,South,DINKS,2
1314,50,Female,White,Some College/Associate's,South,Single,1
1315,35,Female,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4
1316,45,Male,Asian,High School,Northeast,Single,1
1317,40,Female,Black/African American,Bachelor's,South,DINKS,2
1318,50,Female,Black/African American,Bachelor's,South,Single,1
1319,25,Male,Black/African American,Master's,Midwest,Single,1
1320,25,Female,White,Some College/Associate's,West,Single,1
1321,30,Male,White,High School,Midwest,Other,3
1322,30,Male,White,Bachelor's,Midwest,DINKS,2
1323,55,Female,White,High School,South,DINKS,2
1324,30,Male,White,Some College/Associate's,Northeast,SingleParent,2
1325,65,Male,White,High School,South,DINKS,2
1326,30,Female,White,Bachelor's,West,SmallFamily,4
1327,30,Female,Hispanic/Latino,High School,Midwest,SmallFamily,5
1328,50,Male,White,Master's,South,SmallFamily,4
1329,45,Female,White,Bachelor's,Northeast,SingleParent,2
1330,35,Female,White,Some College/Associate's,West,SmallFamily,3
1331,40,Female,Black/African American,Bachelor's,South,SingleParent,2
1332,45,Male,Hispanic/Latino,Some College/Associate's,Northeast,DINKS,2
1333,30,Male,Hispanic/Latino,Bachelor's,West,DINKS,2
1334,70,Male,White,High School,Midwest,DINKS,2
1335,65,Female,White,Bachelor's,West,DINKS,2
1336,45,Female,White,Some College/Associate's,Northeast,SingleParent,2
