personID,entertainment,hobbies,travel,gifts,donations
635,60.41,157.05,50.51,31.28,0.0
636,83.01,18.83,21.68,120.49,0.0
637,116.2,0.0,13.22,78.77,0.0
638,235.1,0.0,644.87,43.81,0.0
639,153.96,49.43,5.5,85.11,0.0
640,136.97,21.47,34.02,139.48,0.0
641,91.96,71.56,8.43,78.17,0.0
642,72.96,71.14,122.36,32.81,0.0
643,81.34,22.04,4.73,55.39,0.0
644,110.36,131.35,175.59,103.22,35.18
645,75.6,0.0,37.44,58.98,0.0
646,72.97,0.0,95.2,143.28,0.0
647,78.76,50.78,77.96,132.35,0.0
648,146.54,0.0,166.41,115.21,0.0
649,128.45,62.1,11.08,63.4,0.0
650,95.95,0.0,100.15,39.88,0.0
651,121.99,19.82,10.37,124.38,0.0
652,62.99,0.0,93.24,53.84,0.0
653,133.2,41.93,23.49,125.4,0.0
654,75.26,0.0,172.45,127.03,0.0
655,89.45,62.51,164.0,119.13,0.0
656,74.11,23.98,74.0,40.73,89.3
657,59.79,0.0,124.76,66.7,77.64
658,76.26,0.0,50.31,40.77,27.62
659,72.64,0.0,59.62,101.14,0.0
660,218.52,184.69,612.99,126.78,0.0
661,62.09,25.76,25.8,114.82,0.0
662,37.12,0.0,190.27,135.26,0.0
663,137.66,233.09,349.76,30.56,292.38
664,113.12,0.0,411.02,149.9,253.6
665,191.16,38.29,28.75,43.27,0.0
666,192.8,0.0,196.32,36.15,0.0
667,71.82,0.0,135.37,96.49,0.0
668,196.71,54.78,226.68,46.08,21.09
669,139.42,0.0,288.56,38.01,59.25
670,150.71,0.0,59.6,50.97,0.0
671,237.53,206.83,172.87,95.07,263.06
672,28.44,0.0,167.98,124.58,0.0
673,152.25,61.47,177.09,92.99,58.07
674,111.24,0.0,78.43,53.17,0.0
675,71.42,0.0,3.78,102.42,0.0
676,52.97,0.0,18.26,55.51,0.0
677,72.37,51.08,156.59,115.46,0.0
678,127.12,164.84,754.81,54.42,160.58
679,40.34,27.69,15.0,61.33,0.0
680,51.17,0.0,123.18,134.4,0.0
681,77.96,0.0,390.69,31.27,0.0
682,140.77,154.41,200.96,138.61,214.44
683,134.48,0.0,82.35,127.96,0.0
684,148.6,25.08,119.11,138.08,0.0
685,47.08,0.0,16.49,47.32,0.0
686,71.78,6.06,60.4,55.18,79.83
687,77.24,0.0,176.03,48.99,73.11
688,150.19,15.67,31.88,62.08,0.0
689,101.84,86.77,144.13,48.99,0.0
690,205.39,0.0,345.26,111.7,0.0
691,55.3,0.0,34.04,147.87,0.0
692,175.53,0.0,684.22,110.03,0.0
693,96.86,94.79,48.27,141.94,0.0
694,86.91,47.37,199.6,83.94,0.0
695,197.38,46.37,337.38,30.84,0.0
696,167.96,0.0,386.61,81.92,31.7
697,68.48,32.27,55.33,106.75,0.0
698,214.45,59.01,232.14,38.8,24.65
699,176.27,0.0,48.05,137.33,0.0
700,32.73,12.15,49.92,37.07,0.0
701,76.96,0.0,452.87,111.43,0.0
702,149.78,82.55,177.61,52.86,0.0
703,77.57,0.0,57.59,76.92,0.0
704,167.02,70.85,22.32,54.97,0.0
705,96.23,0.0,17.12,35.46,0.0
706,71.58,18.58,138.56,106.85,0.0
707,91.75,0.0,367.0,37.17,0.0
708,119.03,0.0,356.23,68.28,248.19
709,192.07,0.0,155.1,79.17,0.0
710,83.96,8.28,321.83,55.8,0.0
711,95.18,127.48,165.69,108.26,0.0
712,59.18,74.64,128.62,99.11,0.0
713,70.77,73.62,85.16,105.53,0.0
714,39.2,0.0,55.46,98.28,0.0
715,53.07,0.0,48.58,138.24,0.0
716,42.39,94.78,326.36,134.55,229.11
717,37.08,76.88,29.04,78.18,0.0
718,60.67,1.73,14.85,69.42,0.0
719,147.69,0.0,36.0,140.4,0.0
720,136.22,0.0,322.52,79.02,0.0
721,46.16,0.0,158.46,59.44,30.61
722,182.02,181.26,433.9,101.28,0.0
723,130.41,0.0,29.41,100.29,0.0
724,168.96,0.0,244.25,34.6,0.0
725,174.5,274.97,399.18,102.37,285.55
726,73.06,18.9,99.74,142.18,0.0
727,104.59,54.68,33.45,65.15,0.0
728,53.7,78.97,51.69,49.18,48.25
729,157.41,26.49,554.02,75.04,133.8
730,124.6,0.0,76.61,33.78,0.0
731,198.32,0.0,594.98,59.52,72.93
732,130.64,34.85,40.72,35.93,0.0
733,48.33,58.63,128.27,113.53,0.0
734,174.4,0.0,252.18,58.63,226.64
735,96.21,104.43,139.38,107.27,0.0
736,47.64,4.31,86.7,129.72,0.0
737,203.38,199.01,150.05,97.86,260.12
738,95.93,0.0,36.45,127.69,0.0
739,129.09,102.87,173.81,140.23,48.44
740,122.9,0.0,34.78,52.28,0.0
741,69.12,5.19,191.09,60.25,0.0
742,146.29,0.0,63.67,33.75,0.0
743,113.17,0.0,170.88,69.51,294.07
744,78.9,71.02,118.57,32.13,0.0
745,183.37,74.2,145.59,87.04,0.0
746,40.2,75.77,130.96,125.58,0.0
747,139.81,17.57,17.95,78.78,0.0
748,195.43,195.82,479.29,113.68,0.0
749,78.32,59.69,21.51,58.03,0.0
750,72.95,147.72,157.69,64.57,267.69
751,64.38,0.0,30.83,119.43,0.0
752,22.09,72.08,88.72,85.07,0.0
753,141.86,0.0,89.48,39.06,0.0
754,50.14,1.47,173.48,37.11,64.9
755,51.23,2.64,31.54,97.93,0.0
756,87.18,166.18,288.22,49.99,34.49
757,104.31,16.75,105.91,58.84,0.0
758,59.76,421.74,532.64,137.0,48.39
759,47.99,112.88,172.48,115.26,0.0
760,91.19,0.0,106.62,36.72,0.0
761,214.55,174.18,224.78,87.0,43.77
762,127.08,90.06,18.82,118.15,0.0
763,199.96,110.02,99.93,95.35,0.0
764,184.62,183.05,634.27,68.8,246.01
765,122.35,217.81,393.09,39.26,0.0
766,47.03,19.62,1.62,127.96,0.0
767,39.19,66.16,32.04,71.83,0.0
768,32.95,17.96,23.47,68.19,0.0
769,50.77,39.26,47.9,89.55,0.0
770,29.92,0.0,105.03,57.65,0.0
771,143.1,0.0,58.82,51.21,83.25
772,29.41,20.74,114.62,51.96,0.0
773,113.13,1.6,8.01,138.91,0.0
774,127.22,80.49,10.96,98.05,0.0
775,135.93,0.0,183.23,147.94,0.0
776,67.02,37.78,25.7,83.18,0.0
777,148.83,55.82,45.45,40.34,0.0
778,99.38,0.0,242.51,142.32,0.0
779,140.79,0.0,656.67,76.92,0.0
780,36.82,5.64,169.07,41.62,0.0
781,92.99,54.72,55.55,99.01,0.0
782,119.07,0.0,45.96,85.26,0.0
783,83.02,234.42,159.65,50.61,62.72
784,180.55,0.0,0.84,126.29,0.0
785,233.31,301.07,691.31,35.2,0.0
786,64.57,63.31,91.7,100.48,0.0
787,75.42,57.05,22.75,59.72,0.0
788,129.03,218.6,434.67,119.17,0.0
789,79.51,49.62,37.24,99.3,0.0
790,62.96,87.65,111.13,46.59,0.0
791,112.56,0.0,587.52,47.08,0.0
792,40.1,72.6,36.81,140.9,0.0
793,108.08,0.0,108.29,133.81,0.0
794,129.69,124.19,61.37,102.8,0.0
795,79.1,121.51,182.01,145.13,88.59
796,63.24,31.75,21.34,61.42,0.0
797,58.43,0.0,281.27,51.08,116.87
798,68.54,0.0,48.69,148.36,0.0
799,50.8,0.0,14.09,120.06,0.0
800,60.48,36.54,6.97,38.62,0.0
801,96.59,55.56,32.87,86.13,0.0
802,130.96,0.0,15.02,96.47,0.0
803,66.56,1.51,363.25,72.41,0.0
804,61.98,31.36,43.64,132.27,0.0
805,79.61,26.74,4.91,141.55,0.0
806,105.35,0.0,197.58,76.56,0.0
807,54.19,19.64,164.26,33.9,0.0
808,50.73,0.0,59.2,127.52,0.0
809,113.84,52.16,49.42,32.09,0.0
810,190.73,72.12,2.33,129.26,0.0
811,75.06,45.52,71.64,90.78,0.0
812,53.6,0.0,12.75,85.9,0.0
813,144.47,13.86,31.61,73.92,0.0
814,37.97,23.47,45.26,123.84,0.0
815,39.69,3.07,85.86,123.73,0.0
816,66.17,25.71,105.87,140.79,0.0
817,78.46,0.0,6.39,131.05,0.0
818,41.78,154.28,135.2,111.19,0.0
819,115.46,0.0,162.93,51.77,0.0
820,104.01,191.79,536.63,30.21,295.27
821,129.72,1.16,93.45,83.84,0.0
822,131.3,0.0,15.4,100.04,0.0
823,162.37,0.0,41.94,67.85,0.0
824,56.16,0.0,172.1,119.69,0.0
825,71.89,95.6,151.28,78.37,0.0
826,36.97,0.0,296.82,115.2,0.0
827,270.34,30.74,205.56,119.01,0.0
828,145.37,65.32,42.61,58.34,0.0
829,78.2,99.93,138.24,111.57,0.0
830,147.49,30.01,43.11,142.62,0.0
831,79.43,0.0,10.08,72.16,0.0
832,69.46,0.0,144.23,76.3,0.0
833,127.75,61.41,34.12,37.74,0.0
834,227.12,127.52,556.17,140.43,0.0
835,96.35,0.0,1.34,128.35,0.0
836,129.96,0.0,117.84,89.13,60.44
837,33.56,0.0,130.61,69.55,0.0
838,142.06,160.71,141.78,74.13,0.0
839,102.4,14.33,101.29,42.57,0.0
840,78.34,121.32,177.89,36.46,0.0
841,142.15,57.22,138.26,137.22,0.0
842,48.61,38.78,190.85,132.3,0.0
843,125.94,35.74,29.69,145.6,0.0
844,48.56,0.0,31.07,108.64,0.0
845,60.56,16.55,174.14,104.49,0.0
846,106.76,0.0,40.66,83.55,0.0
847,181.75,144.33,271.35,77.52,142.2
848,73.21,21.14,2.15,62.6,0.0
849,136.73,103.48,167.17,127.87,0.0
850,62.2,0.0,158.71,31.95,0.0
851,154.92,64.75,45.99,83.73,0.0
852,147.8,0.0,114.24,60.77,0.0
853,83.31,44.96,143.84,101.08,0.0
854,33.57,46.54,137.74,74.75,0.0
855,58.82,59.9,115.39,121.03,35.13
856,151.8,0.0,135.23,56.16,0.0
857,161.92,88.88,115.39,66.33,0.0
858,116.6,65.83,8.93,71.54,0.0
859,135.22,0.0,128.92,104.52,0.0
860,65.39,27.91,7.87,101.24,0.0
861,92.89,55.01,146.62,138.72,0.0
862,118.7,64.49,164.15,33.45,0.0
863,51.99,58.49,7.85,77.95,0.0
864,91.96,0.0,12.73,30.02,0.0
865,141.16,48.07,13.02,102.54,0.0
866,63.3,102.07,435.0,67.78,57.88
867,102.15,0.0,40.01,34.82,0.0
868,124.47,91.05,105.51,104.61,0.0
869,64.55,0.0,115.29,132.95,0.0
870,78.03,21.56,49.26,132.23,0.0
871,51.79,63.99,153.63,126.85,28.54
872,143.23,12.6,90.63,82.6,0.0
873,131.24,137.57,429.08,31.96,151.27
874,108.19,0.0,154.16,103.1,143.98
875,74.84,104.45,68.62,140.42,83.63
876,184.8,0.0,302.17,67.78,38.7
877,122.03,123.6,399.91,31.79,251.77
878,92.51,0.0,152.5,77.36,0.0
879,128.37,40.11,106.81,149.25,0.0
880,143.84,21.02,47.43,101.61,0.0
881,195.27,0.0,9.79,118.11,0.0
882,55.24,0.55,26.71,104.34,0.0
883,146.86,0.0,351.56,76.67,0.0
884,136.81,160.38,355.24,68.78,211.1
885,34.67,76.71,46.41,109.21,0.0
886,104.31,32.72,55.29,98.44,0.0
887,124.2,108.26,196.15,124.41,0.0
888,77.96,34.06,14.44,101.8,0.0
889,101.88,0.0,54.86,61.15,0.0
890,152.51,0.0,49.88,39.07,0.0
891,138.72,60.28,183.04,71.1,0.0
892,72.78,0.0,77.35,97.45,0.0
893,39.88,0.0,86.66,43.79,0.0
894,44.26,0.0,36.28,117.71,0.0
895,37.92,61.54,191.73,117.74,0.0
896,89.28,27.05,323.68,52.13,0.0
897,202.64,6.82,222.53,136.53,82.23
898,74.85,0.0,140.6,126.19,0.0
899,179.83,21.59,3.01,109.19,0.0
900,255.96,165.39,209.96,53.08,211.26
901,230.52,224.28,385.82,74.6,223.16
902,118.87,0.0,14.33,71.51,0.0
903,97.84,67.42,103.13,85.42,0.0
904,151.63,79.24,279.75,117.23,102.94
905,81.44,22.33,15.48,60.91,0.0
906,85.52,144.71,179.38,136.9,284.48
907,53.62,82.35,118.39,71.41,26.87
908,172.28,0.0,54.06,147.43,95.12
909,126.34,53.96,103.57,43.88,0.0
910,101.43,0.0,13.15,105.34,0.0
911,125.65,0.0,144.23,127.66,0.0
912,87.0,14.31,75.09,100.77,0.0
913,73.2,109.37,155.33,102.99,0.0
914,45.21,23.11,20.57,107.41,0.0
915,83.87,93.43,24.93,121.09,0.0
916,109.28,0.0,18.32,89.55,0.0
917,171.57,0.0,185.89,127.29,0.0
918,62.97,0.0,69.64,100.01,0.0
919,119.24,0.0,8.5,117.53,0.0
920,50.37,27.71,145.81,73.38,0.0
921,55.03,0.0,92.9,36.25,0.0
922,218.73,0.0,304.64,84.65,37.53
923,62.11,0.41,82.26,41.12,0.0
924,87.14,31.42,159.99,94.2,0.0
925,125.83,100.68,423.37,35.74,279.42
926,79.04,59.36,44.15,71.1,0.0
927,274.71,0.0,595.03,119.93,97.69
928,148.71,109.71,98.17,148.77,0.0
929,77.99,4.33,385.95,61.36,69.32
930,66.57,69.69,6.69,46.02,0.0
931,95.3,0.0,194.66,110.34,0.0
932,58.94,0.0,326.4,59.75,223.9
933,64.83,85.68,29.12,33.14,0.0
934,57.07,71.23,39.7,145.58,0.0
935,134.07,0.0,37.8,137.29,0.0
936,90.14,0.0,34.95,54.06,0.0
937,165.22,56.15,54.26,92.64,0.0
938,41.83,72.78,97.56,129.01,0.0
939,103.4,80.02,15.49,138.65,0.0
940,34.18,0.0,3.44,102.21,0.0
941,60.48,50.61,164.2,67.83,32.73
942,175.66,136.22,417.01,116.44,52.38
943,148.65,222.34,389.97,59.18,274.62
944,29.28,28.3,32.96,74.99,0.0
945,193.26,35.43,31.57,108.43,0.0
946,128.57,44.6,4.71,53.33,0.0
947,76.0,0.0,80.83,112.5,0.0
948,44.04,0.0,100.19,108.03,83.92
949,75.5,130.99,218.58,119.16,0.0
950,45.34,4.79,15.19,115.53,0.0
951,134.38,249.02,443.81,93.64,0.0
952,40.24,0.0,35.35,91.84,0.0
953,102.36,125.29,149.02,138.56,0.0
954,58.84,24.99,0.37,115.95,0.0
955,184.33,217.53,195.73,131.24,174.1
956,64.28,34.02,38.0,39.98,0.0
957,93.91,0.0,132.82,47.71,49.47
958,101.99,0.0,98.03,136.96,93.75
959,199.76,19.27,43.0,67.69,0.0
960,125.07,4.94,124.87,78.16,0.0
961,258.35,108.48,576.42,125.65,68.37
962,138.99,69.59,37.55,96.13,0.0
963,142.83,6.6,24.86,127.4,0.0
964,118.25,49.67,7.34,85.37,0.0
965,253.98,138.89,191.3,78.12,0.0
966,62.82,0.0,41.17,130.41,0.0
967,147.49,33.02,168.32,123.6,0.0
968,117.58,93.73,0.89,73.55,0.0
969,97.32,1.9,133.75,140.0,0.0
970,154.26,74.61,503.86,95.01,68.73
971,137.35,8.95,354.75,100.11,39.9
972,43.72,0.0,124.17,87.3,0.0
973,136.01,0.0,47.01,141.33,0.0
974,84.83,31.35,268.46,99.0,89.83
975,86.87,47.4,141.79,81.52,0.0
976,200.0,79.28,45.78,118.63,0.0
977,83.28,0.0,407.14,42.17,201.47
978,104.19,100.73,115.45,99.91,22.16
979,125.56,23.64,86.14,130.64,0.0
980,89.28,0.0,398.08,149.59,21.23
981,165.55,27.12,1.09,53.01,0.0
982,138.54,45.32,42.5,41.44,0.0
983,58.4,103.15,111.08,47.47,0.0
984,191.82,4.01,48.98,54.14,0.0
985,89.35,0.0,120.13,148.3,0.0
986,153.13,0.0,308.91,62.95,0.0
987,95.18,0.0,292.26,110.31,0.0
988,90.57,4.95,66.04,127.04,0.0
989,171.32,28.02,192.39,55.16,0.0
990,189.68,0.0,613.22,68.54,62.71
991,100.51,210.45,221.32,32.85,88.16
992,113.27,33.4,16.58,31.78,0.0
993,175.37,0.0,54.81,131.53,0.0
994,141.36,30.9,82.81,147.96,86.86
995,47.11,5.58,21.31,103.41,0.0
996,83.04,0.0,13.01,111.88,0.0
997,63.69,0.0,10.04,68.02,0.0
998,186.59,31.77,30.83,135.99,0.0
999,24.79,13.47,28.32,116.05,0.0
1000,58.3,45.59,44.54,133.22,0.0
1001,278.15,273.56,559.62,73.17,0.0
1002,70.44,0.0,288.09,56.3,216.09
1003,55.76,25.56,88.08,39.08,0.0
1004,48.96,275.05,749.91,105.23,0.0
1005,60.26,80.23,48.57,48.37,0.0
1006,62.63,0.0,122.83,132.26,0.0
1007,31.73,0.51,61.03,41.34,30.3
1008,66.53,64.1,90.84,58.38,0.0
1009,237.32,0.0,305.38,73.66,0.0
1010,30.77,8.34,9.42,103.08,0.0
1011,94.83,10.28,153.29,44.35,0.0
1012,66.34,90.17,146.8,141.25,0.0
1013,33.43,69.6,174.3,43.22,0.0
1014,136.17,0.0,43.4,64.69,0.0
1015,143.48,0.0,89.09,107.96,0.0
1016,47.15,0.0,575.61,89.84,125.74
1017,58.11,0.0,155.27,94.99,0.0
1018,100.78,48.08,159.22,35.52,0.0
1019,38.93,0.0,55.42,81.91,51.34
1020,223.78,0.0,206.73,58.46,158.39
1021,145.48,0.0,106.92,58.73,66.11
1022,202.86,221.29,434.8,96.17,225.77
1023,91.38,105.16,344.97,122.75,130.35
1024,33.49,112.25,72.77,30.6,0.0
1025,65.08,8.04,45.97,74.99,0.0
1026,36.59,0.0,178.91,116.21,0.0
1027,109.0,133.39,279.39,55.95,102.61
1028,46.72,19.57,41.12,129.87,0.0
1029,93.13,49.5,107.53,44.3,0.0
1030,84.27,53.65,191.52,116.16,56.24
1031,175.24,30.5,15.7,104.17,0.0
1032,116.9,0.0,151.57,98.61,0.0
1033,149.85,11.87,48.82,71.6,0.0
1034,187.91,58.65,38.7,79.64,0.0
1035,166.59,116.83,50.21,118.5,0.0
1036,144.03,0.0,41.34,128.92,0.0
1037,177.16,30.29,76.96,34.67,0.0
1038,109.14,0.0,382.05,91.58,211.33
1039,142.17,0.0,9.99,99.18,0.0
1040,114.77,0.0,406.36,86.25,186.56
1041,208.12,0.0,383.96,41.44,140.26
1042,69.28,46.71,24.56,137.07,0.0
1043,127.2,15.08,4.81,105.37,0.0
1044,138.79,2.42,579.37,30.4,0.0
1045,35.58,89.14,141.27,123.98,0.0
1046,142.63,0.0,33.74,30.35,0.0
1047,173.13,82.54,115.38,40.59,0.0
1048,105.54,44.88,38.07,96.76,0.0
1049,36.77,89.94,157.24,71.06,0.0
1050,120.95,28.89,0.38,55.3,0.0
1051,77.64,0.0,19.81,120.24,0.0
1052,124.43,6.32,18.58,76.01,0.0
1053,63.78,14.75,388.44,129.32,283.21
1054,65.45,10.06,158.21,130.54,81.54
1055,25.16,0.0,13.4,73.08,0.0
1056,111.63,40.37,4.82,129.56,0.0
1057,61.26,0.0,0.83,54.55,0.0
1058,113.53,45.15,29.74,141.85,0.0
1059,60.43,58.9,35.87,90.75,0.0
1060,123.74,0.0,104.2,37.81,0.0
1061,22.47,76.15,42.56,90.31,0.0
1062,65.89,46.75,57.26,89.89,0.0
1063,92.49,0.0,270.04,49.63,92.55
1064,70.58,41.52,42.25,137.5,0.0
1065,46.67,30.78,173.19,98.43,0.0
1066,50.37,101.65,128.32,92.98,0.0
1067,122.05,78.82,197.18,142.41,0.0
1068,158.13,0.0,1.27,51.68,0.0
1069,87.13,10.93,41.5,71.28,0.0
1070,148.62,0.0,182.97,140.99,0.0
1071,94.36,15.09,125.11,39.92,78.92
1072,51.26,58.37,156.92,132.79,0.0
1073,101.14,0.0,300.56,61.69,0.0
1074,132.35,173.16,79.79,77.36,0.0
1075,41.87,56.37,27.4,97.54,0.0
1076,88.39,0.0,18.05,53.94,0.0
1077,107.18,0.0,163.86,73.36,0.0
1078,59.8,78.48,177.37,100.69,0.0
1079,121.67,79.21,28.83,138.04,0.0
1080,55.08,0.0,118.03,61.36,0.0
1081,61.73,66.16,154.82,85.87,0.0
1082,167.96,63.02,15.97,55.85,0.0
1083,121.33,41.86,25.64,89.07,0.0
1084,27.53,0.0,5.51,74.58,0.0
1085,22.31,27.09,35.92,141.53,0.0
1086,48.45,0.0,76.26,102.51,69.24
1087,163.6,203.44,309.79,92.44,82.6
1088,90.45,75.96,178.29,83.36,0.0
1089,49.05,0.0,67.5,39.43,0.0
1090,170.91,90.61,179.6,92.28,64.12
1091,68.36,179.79,335.99,52.19,221.6
1092,89.93,100.12,112.27,69.15,0.0
1093,37.11,39.18,134.98,69.39,0.0
1094,201.64,250.19,477.29,147.84,40.38
1095,80.61,26.23,305.33,76.77,239.24
1096,164.26,0.0,466.63,145.01,0.0
1097,148.45,0.0,17.71,59.51,0.0
1098,93.75,19.84,42.48,122.62,0.0
1099,100.92,12.75,3.04,32.61,0.0
1100,67.16,0.0,113.55,37.95,0.0
1101,158.13,157.24,160.69,143.51,0.0
1102,47.94,27.8,68.47,82.85,0.0
1103,54.9,0.0,33.15,77.19,0.0
1104,59.41,0.0,38.17,91.78,0.0
1105,53.71,0.0,34.5,57.09,0.0
1106,246.3,41.94,304.19,121.24,0.0
1107,85.45,63.07,40.17,66.68,0.0
1108,113.04,0.0,150.01,136.4,0.0
1109,163.44,135.58,794.6,98.68,121.63
1110,183.51,0.0,67.36,111.09,78.73
1111,50.81,0.0,37.13,93.88,0.0
1112,161.33,43.16,6.32,56.1,0.0
1113,189.97,0.0,368.52,81.35,0.0
1114,50.2,297.08,725.22,108.76,75.16
1115,144.23,22.7,56.45,61.79,0.0
1116,96.84,84.38,13.75,139.21,0.0
1117,68.92,57.54,53.68,56.05,0.0
1118,61.54,10.46,136.85,70.92,0.0
1119,129.88,27.3,40.49,32.09,0.0
1120,92.3,0.0,245.05,120.08,66.79
1121,44.68,64.23,32.73,112.62,0.0
1122,49.83,34.05,29.93,76.76,0.0
1123,77.31,100.39,80.53,76.25,0.0
1124,160.56,129.65,407.51,40.13,141.8
1125,106.52,38.17,39.48,64.27,0.0
1126,138.99,0.0,15.15,126.82,0.0
1127,53.11,5.27,34.85,48.89,0.0
1128,116.07,132.9,759.35,54.35,82.53
1129,86.09,143.82,122.72,33.53,0.0
1130,145.08,0.0,23.97,106.61,0.0
1131,211.75,0.0,356.23,47.89,144.64
1132,33.77,82.3,129.8,70.35,85.78
1133,84.83,185.26,206.03,93.16,256.51
1134,107.05,107.21,53.33,68.31,0.0
1135,163.84,168.34,153.84,80.17,60.63
1136,80.44,9.49,0.56,112.88,0.0
1137,54.01,70.37,17.66,49.17,0.0
1138,70.07,104.36,725.78,97.26,0.0
1139,70.22,0.0,160.55,44.55,66.73
1140,148.72,0.0,33.71,50.15,0.0
1141,35.7,0.0,46.19,81.21,0.0
1142,241.29,0.0,298.95,35.27,198.93
1143,173.26,0.0,300.37,80.88,0.0
1144,75.7,117.95,128.61,52.26,0.0
1145,116.95,144.29,78.76,93.32,0.0
1146,68.13,60.19,195.79,145.11,0.0
1147,37.2,0.0,47.94,68.75,0.0
1148,180.14,21.35,391.4,83.07,96.27
1149,53.01,0.0,4.28,104.5,0.0
1150,75.27,98.38,113.59,103.55,0.0
1151,91.2,20.12,117.79,88.27,0.0
1152,73.77,185.9,261.02,54.1,0.0
1153,136.56,79.7,59.48,97.97,0.0
1154,122.16,0.0,474.11,92.45,0.0
1155,138.21,206.67,510.7,73.14,0.0
1156,113.45,0.0,34.82,51.85,0.0
1157,143.96,0.0,244.16,58.42,147.04
1158,67.72,47.35,24.87,50.14,0.0
1159,66.74,1.16,47.78,117.26,0.0
1160,173.89,18.98,189.37,136.82,0.0
1161,117.86,0.0,421.97,91.49,43.93
1162,181.74,38.57,47.53,127.85,0.0
1163,149.2,99.5,125.45,96.36,0.0
1164,55.69,0.0,122.12,71.02,0.0
1165,131.82,9.5,26.11,48.96,0.0
1166,50.62,17.03,29.26,146.97,0.0
1167,58.7,14.83,11.2,144.2,0.0
1168,123.7,107.62,173.43,48.11,0.0
1169,79.6,0.59,6.34,120.15,0.0
1170,59.18,78.29,22.0,128.11,0.0
1171,30.4,0.0,110.51,130.1,0.0
1172,78.04,23.39,82.88,107.29,0.0
1173,57.33,0.0,55.05,109.57,0.0
1174,137.31,9.38,57.74,64.67,0.0
1175,94.14,272.63,596.38,120.63,53.47
1176,89.56,0.0,46.39,77.93,0.0
1177,46.4,0.0,8.94,122.43,0.0
1178,120.62,71.76,78.15,99.75,0.0
1179,142.56,0.0,102.09,91.5,0.0
1180,144.74,0.0,8.54,98.93,0.0
1181,45.19,63.49,22.11,135.49,0.0
1182,147.51,62.66,3.82,49.3,0.0
1183,106.86,0.0,44.15,137.04,0.0
1184,87.42,40.5,154.38,94.43,55.4
1185,130.25,0.0,37.74,84.6,0.0
1186,46.05,63.79,31.35,77.17,0.0
1187,51.14,0.0,10.55,123.37,0.0
1188,204.3,120.1,384.57,38.35,65.79
1189,54.76,0.0,134.38,109.23,91.67
1190,141.5,0.0,177.65,143.36,0.0
1191,191.0,158.58,90.21,102.14,0.0
1192,144.98,20.54,119.33,73.78,0.0
1193,59.88,75.85,140.94,132.79,0.0
1194,75.68,15.12,35.38,38.4,0.0
1195,155.78,0.0,9.25,128.96,0.0
1196,34.09,0.0,47.75,118.67,0.0
1197,68.59,10.11,34.74,32.88,0.0
1198,34.19,0.0,192.4,69.85,0.0
1199,34.53,30.02,79.35,108.93,0.0
1200,97.67,23.16,26.24,41.43,0.0
1201,78.98,44.02,30.58,59.9,0.0
1202,87.92,29.05,60.77,106.31,0.0
1203,194.64,305.82,481.58,51.82,135.17
1204,120.23,0.0,196.95,37.83,0.0
1205,149.74,47.34,154.4,133.68,81.7
1206,138.95,0.0,88.9,68.16,0.0
1207,135.13,39.94,11.24,42.58,0.0
1208,39.77,0.0,8.93,53.35,0.0
1209,97.4,0.0,58.55,39.88,0.0
1210,45.12,73.1,4.49,147.16,0.0
1211,113.2,69.16,25.41,47.61,0.0
1212,216.84,185.03,227.56,80.29,260.5
1213,181.84,69.51,158.52,36.49,0.0
1214,82.28,60.61,170.18,66.94,0.0
1215,31.17,0.0,117.54,146.11,0.0
1216,231.65,0.0,327.76,54.34,224.19
1217,166.71,0.0,68.17,73.05,0.0
1218,138.21,0.0,9.86,106.77,0.0
1219,37.67,0.0,125.74,106.77,0.0
1220,167.18,99.92,106.48,109.87,0.0
1221,36.58,33.89,48.72,96.3,0.0
1222,184.8,55.19,153.18,109.61,0.0
1223,95.51,18.43,37.32,118.79,0.0
1224,51.57,0.0,273.58,62.24,0.0
1225,145.32,58.63,41.67,69.37,0.0
1226,147.3,45.64,77.77,35.12,0.0
1227,141.0,56.94,106.33,33.41,0.0
1228,124.95,0.0,32.3,136.71,0.0
1229,24.81,23.95,25.03,126.92,0.0
1230,112.66,68.55,147.55,81.79,0.0
1231,73.1,4.11,10.21,69.61,0.0
1232,164.64,0.0,51.82,33.87,0.0
1233,221.92,148.39,318.99,47.33,98.38
1234,203.33,0.0,295.15,59.07,0.0
1235,144.92,0.0,35.2,103.96,0.0
1236,147.1,69.13,145.73,68.18,0.0
1237,58.77,19.79,147.06,134.78,0.0
1238,93.07,80.73,336.93,31.03,0.0
1239,45.95,10.52,3.78,135.75,0.0
1240,79.12,48.28,25.2,36.24,0.0
1241,32.5,0.0,175.25,91.87,0.0
1242,83.1,0.0,715.38,126.43,83.31
1243,31.0,40.06,11.67,115.22,0.0
1244,20.22,97.12,18.16,144.61,0.0
1245,126.17,0.0,46.55,83.17,0.0
1246,85.28,35.42,168.46,109.06,0.0
1247,54.44,60.02,1.96,86.82,0.0
1248,261.8,190.57,203.95,104.87,238.93
1249,71.34,76.15,297.77,37.61,0.0
1250,76.35,0.0,120.17,117.73,0.0
1251,50.17,153.27,196.14,119.13,0.0
1252,108.29,49.64,236.48,87.49,82.06
1253,52.38,59.19,4.25,60.76,0.0
1254,71.52,183.3,110.57,43.85,0.0
1255,90.46,0.0,152.57,99.3,0.0
1256,121.97,189.39,479.72,120.75,262.67
1257,60.39,61.68,11.05,77.03,0.0
