personID,streaming,musicStreaming,gaming,gym,otherSubscriptions
634,43.63,12.1,0.0,0.0,0.0
635,54.83,0.0,0.0,0.0,0.0
636,30.03,16.67,0.0,0.0,0.0
637,12.75,15.71,0.0,0.0,38.67
638,61.1,0.0,16.32,64.96,0.0
639,43.15,15.04,0.0,0.0,0.0
640,45.27,14.67,0.0,0.0,59.08
641,24.7,16.71,0.0,0.0,0.0
642,38.86,13.61,49.0,0.0,0.0
643,36.33,12.67,53.58,0.0,47.33
644,54.52,16.87,0.0,95.59,29.91
645,42.35,11.05,0.0,0.0,0.0
646,28.96,0.0,0.0,0.0,53.85
647,12.92,10.6,0.0,32.87,0.0
648,44.36,0.0,0.0,61.57,0.0
649,56.13,11.49,0.0,0.0,0.0
650,37.35,0.0,34.05,61.69,0.0
651,24.48,12.28,0.0,0.0,0.0
652,59.86,0.0,0.0,0.0,0.0
653,10.07,0.0,0.0,0.0,33.92
654,12.81,14.64,0.0,0.0,0.0
655,50.56,0.0,0.0,0.0,0.0
656,44.92,13.11,0.0,72.17,0.0
657,37.48,0.0,0.0,48.45,0.0
658,23.66,11.19,0.0,0.0,0.0
659,25.02,0.0,0.0,0.0,0.0
660,58.15,11.16,0.0,0.0,0.0
661,30.39,10.39,0.0,0.0,0.24
662,38.52,0.0,0.0,0.0,0.0
663,13.06,0.0,0.0,76.41,58.65
664,47.17,10.67,0.0,0.0,33.55
665,20.25,0.0,50.96,0.0,0.0
666,41.94,0.0,0.0,0.0,0.0
667,53.67,0.0,22.73,32.37,0.0
668,55.49,0.0,0.0,78.66,0.0
669,72.17,0.0,31.42,0.0,26.02
670,44.77,0.0,0.0,62.07,0.0
671,36.72,10.56,26.43,0.0,39.07
672,42.92,15.86,0.0,43.93,0.0
673,40.52,0.0,53.8,54.95,0.0
674,31.77,15.13,0.0,0.0,41.94
675,48.6,0.0,0.0,0.0,0.0
676,12.85,0.0,0.0,0.0,16.45
677,68.98,0.0,0.0,50.82,0.0
678,28.0,0.0,0.0,75.35,6.1
679,12.88,10.42,0.0,0.0,0.16
680,13.01,13.05,0.0,0.0,0.0
681,14.47,10.12,0.0,0.0,0.0
682,48.79,16.97,0.0,0.0,0.0
683,54.32,0.0,56.68,0.0,0.0
684,42.27,0.0,0.0,0.0,0.0
685,21.43,15.51,0.0,0.0,0.0
686,14.31,0.0,0.0,0.0,0.0
687,22.55,10.32,0.0,74.62,0.0
688,57.23,14.11,30.4,0.0,25.25
689,22.86,0.0,0.0,0.0,0.0
690,40.24,15.02,22.03,0.0,0.0
691,58.27,0.0,0.0,0.0,0.0
692,21.37,15.15,0.0,46.15,0.0
693,22.94,0.0,0.0,0.0,0.0
694,43.91,0.0,20.34,54.8,0.0
695,26.48,16.55,38.68,0.0,0.0
696,31.81,0.0,23.63,0.0,0.0
697,56.63,0.0,17.82,58.22,0.0
698,10.67,0.0,0.0,0.0,0.0
699,27.29,0.0,32.18,0.0,58.53
700,37.49,15.44,0.0,0.0,0.0
701,10.58,16.4,0.0,0.0,26.92
702,48.25,11.29,41.02,89.38,17.29
703,55.74,16.79,34.94,38.11,0.0
704,57.21,0.0,0.0,0.0,41.57
705,50.86,0.0,27.51,0.0,52.01
706,12.81,0.0,0.0,0.0,0.0
707,32.88,15.11,0.0,0.0,0.0
708,26.23,12.77,0.0,0.0,0.0
709,42.09,14.85,0.0,96.13,41.3
710,29.78,0.0,0.0,0.0,17.15
711,11.56,14.36,0.0,0.0,0.0
712,12.5,16.89,0.0,0.0,0.0
713,26.51,13.69,24.57,0.0,0.0
714,41.33,0.0,0.0,0.0,34.59
715,23.37,0.0,0.0,0.0,9.16
716,31.03,0.0,0.0,0.0,0.0
717,46.61,0.0,0.0,0.0,0.0
718,14.5,0.0,0.0,0.0,49.48
719,36.52,10.51,0.0,0.0,0.0
720,37.03,0.0,0.0,0.0,3.68
721,25.67,16.14,0.0,0.0,0.0
722,39.58,11.49,23.93,88.43,0.0
723,24.92,16.36,38.9,0.0,0.0
724,24.02,0.0,0.0,0.0,17.85
725,32.43,16.94,0.0,45.05,40.74
726,14.38,13.42,0.0,0.0,26.61
727,72.98,11.94,0.0,0.0,39.31
728,43.26,14.62,0.0,0.0,10.84
729,32.25,0.0,49.37,0.0,0.0
730,47.05,0.0,0.0,0.0,0.0
731,38.88,16.05,0.0,0.0,0.0
732,12.96,0.0,0.0,0.0,0.0
733,53.77,0.0,0.0,0.0,35.3
734,24.87,0.0,0.0,62.28,0.0
735,41.39,0.0,0.0,79.71,0.0
736,49.49,0.0,0.0,0.0,0.0
737,50.56,14.07,0.0,0.0,0.0
738,10.26,0.0,0.0,0.0,46.06
739,34.95,13.6,0.0,57.99,0.0
740,53.64,14.75,0.0,0.0,0.0
741,42.51,15.5,0.0,0.0,0.51
742,40.88,0.0,0.0,0.0,0.0
743,13.5,14.31,0.0,0.0,0.0
744,57.4,10.26,0.0,0.0,0.0
745,28.81,12.65,18.12,0.0,0.0
746,24.35,15.51,0.0,0.0,57.27
747,36.16,10.31,0.0,0.0,0.0
748,42.52,13.95,0.0,65.7,0.0
749,22.39,0.0,0.0,0.0,0.0
750,53.89,11.85,0.0,0.0,0.0
751,27.3,0.0,16.63,0.0,0.0
752,13.12,0.0,0.0,0.0,0.0
753,51.5,13.06,0.0,0.0,29.58
754,44.82,15.92,0.0,0.0,0.0
755,44.96,0.0,59.94,0.0,49.48
756,14.83,14.13,0.0,32.87,13.83
757,13.38,15.2,0.0,0.0,0.0
758,44.89,13.27,0.0,70.97,0.0
759,48.42,0.0,0.0,0.0,0.0
760,10.41,10.69,0.0,0.0,20.28
761,53.91,0.0,40.24,74.99,0.0
762,52.1,0.0,25.88,0.0,0.0
763,50.26,11.49,26.8,98.45,0.0
764,13.03,0.0,0.0,0.0,0.0
765,50.43,0.0,0.0,30.41,0.0
766,59.45,0.0,0.0,0.0,0.0
767,24.24,12.56,0.0,0.0,0.0
768,28.46,16.67,0.0,0.0,23.87
769,22.27,13.04,0.0,0.0,0.0
770,30.92,13.64,0.0,0.0,0.0
771,72.16,0.0,48.87,79.01,9.8
772,12.08,0.0,0.0,0.0,0.0
773,39.73,11.34,0.0,0.0,0.0
774,30.02,0.0,31.38,0.0,0.0
775,14.16,10.7,0.0,0.0,0.0
776,40.34,10.15,18.85,0.0,43.68
777,28.51,0.0,32.17,0.0,0.0
778,24.07,15.45,0.0,0.0,0.0
779,57.94,0.0,0.0,0.0,31.17
780,27.99,12.77,0.0,0.0,0.13
781,24.3,14.56,0.0,0.0,49.36
782,13.97,0.0,15.36,0.0,0.0
783,55.29,12.82,0.0,0.0,59.57
784,51.2,15.77,0.0,0.0,0.0
785,71.46,0.0,0.0,0.0,0.0
786,10.21,0.0,0.0,0.0,0.0
787,10.58,0.0,0.0,0.0,11.52
788,47.41,11.86,0.0,0.0,0.0
789,47.88,15.62,0.0,0.0,0.0
790,22.78,0.0,0.0,0.0,0.0
791,65.46,16.9,22.03,66.51,2.42
792,22.77,0.0,0.0,0.0,0.0
793,26.96,0.0,0.0,66.9,27.63
794,25.65,0.0,0.0,0.0,47.72
795,57.9,0.0,0.0,0.0,57.43
796,23.22,16.35,0.0,0.0,0.0
797,14.7,0.0,0.0,0.0,0.0
798,39.2,11.72,0.0,0.0,11.47
799,14.17,14.62,33.11,0.0,0.0
800,10.64,0.0,0.0,0.0,57.62
801,10.73,0.0,0.0,0.0,42.08
802,41.62,0.0,23.07,0.0,37.28
803,41.65,16.44,25.61,0.0,0.0
804,26.38,0.0,0.0,0.0,7.68
805,41.21,0.0,0.0,0.0,0.0
806,46.81,15.36,0.0,0.0,52.11
807,29.72,16.7,0.0,0.0,0.0
808,11.4,10.75,0.0,0.0,0.0
809,26.09,12.11,0.0,0.0,0.0
810,23.14,0.0,0.0,0.0,0.0
811,20.54,0.0,0.0,0.0,38.77
812,22.26,0.0,0.0,0.0,45.34
813,44.97,16.97,0.0,0.0,54.7
814,32.75,0.0,0.0,0.0,0.0
815,43.37,0.0,0.0,0.0,0.0
816,27.4,12.27,0.0,79.23,14.79
817,25.99,0.0,0.0,0.0,0.0
818,34.53,10.09,0.0,0.0,0.0
819,22.92,0.0,31.3,0.0,0.0
820,72.54,10.1,0.0,49.89,0.0
821,45.84,14.79,0.0,0.0,0.0
822,53.99,0.0,18.19,0.0,0.0
823,56.87,13.27,19.04,0.0,20.08
824,55.04,0.0,0.0,49.47,0.0
825,11.45,0.0,0.0,0.0,0.0
826,26.0,0.0,0.0,0.0,0.0
827,66.23,12.73,0.0,0.0,0.0
828,41.73,16.25,54.79,0.0,0.0
829,53.01,0.0,0.0,0.0,0.0
830,42.13,15.79,0.0,0.0,0.0
831,32.27,0.0,35.32,0.0,32.84
832,23.97,11.24,25.64,33.58,59.92
833,53.91,14.62,0.0,0.0,0.0
834,36.57,16.28,0.0,65.34,38.05
835,59.2,0.0,0.0,0.0,40.29
836,38.41,0.0,35.02,0.0,7.87
837,33.9,0.0,0.0,0.0,33.99
838,43.23,0.0,0.0,0.0,0.0
839,53.69,0.0,0.0,74.16,0.0
840,37.9,11.8,35.32,0.0,39.5
841,59.31,13.43,0.0,72.85,0.0
842,22.92,11.75,0.0,0.0,0.0
843,62.66,0.0,0.0,0.0,0.0
844,14.41,0.0,0.0,0.0,0.0
845,25.18,15.91,0.0,0.0,42.27
846,57.58,15.29,0.0,0.0,59.86
847,26.78,10.51,0.0,0.0,0.0
848,39.35,0.0,0.0,0.0,0.0
849,26.81,0.0,0.0,47.15,0.0
850,58.58,15.85,28.23,0.0,29.82
851,44.54,0.0,0.0,0.0,0.0
852,11.82,0.0,0.0,0.0,0.0
853,22.35,11.1,0.0,65.5,0.0
854,10.51,0.0,0.0,0.0,0.0
855,34.17,0.0,59.58,65.84,39.73
856,60.48,12.96,32.9,0.0,0.0
857,59.0,16.68,35.67,0.0,9.47
858,56.27,0.0,0.0,0.0,0.0
859,56.93,0.0,0.0,0.0,0.0
860,72.8,10.18,27.34,0.0,9.4
861,21.6,0.0,0.0,0.0,0.0
862,56.84,16.59,0.0,0.0,39.01
863,27.8,14.05,0.0,0.0,6.43
864,63.32,16.44,0.0,0.0,0.0
865,43.58,16.17,36.28,0.0,0.0
866,28.19,11.3,0.0,63.06,27.5
867,46.38,11.1,24.61,0.0,0.0
868,70.99,0.0,0.0,0.0,42.54
869,35.79,15.6,0.0,0.0,10.86
870,11.7,0.0,0.0,0.0,0.0
871,28.66,15.82,0.0,0.0,0.0
872,44.8,0.0,0.0,55.88,0.0
873,11.25,0.0,36.97,57.29,0.0
874,37.33,0.0,0.0,0.0,0.0
875,20.76,0.0,40.88,0.0,0.0
876,39.46,16.24,45.81,53.19,0.0
877,40.18,0.0,20.88,77.27,54.01
878,29.57,10.07,0.0,0.0,23.46
879,49.74,0.0,52.58,0.0,0.0
880,38.1,0.0,0.0,0.0,0.0
881,43.48,0.0,29.34,0.0,0.0
882,26.46,10.67,0.0,0.0,0.0
883,34.0,0.0,0.0,79.43,0.0
884,51.33,0.0,58.74,0.0,0.0
885,24.96,0.0,0.0,0.0,0.0
886,35.51,0.0,19.0,0.0,23.6
887,51.63,11.4,0.0,0.0,0.0
888,36.34,11.45,0.0,0.0,0.0
889,54.45,0.0,44.49,0.0,19.15
890,43.5,0.0,36.3,0.0,0.0
891,12.46,0.0,0.0,0.0,0.0
892,31.05,0.0,0.0,0.0,58.46
893,56.99,0.0,0.0,0.0,0.0
894,36.17,11.86,0.0,0.0,0.0
895,10.23,0.0,0.0,0.0,0.0
896,34.9,16.99,39.42,62.97,37.24
897,45.45,0.0,21.8,0.0,26.24
898,34.58,0.0,0.0,0.0,0.0
899,57.08,15.95,19.37,0.0,0.0
900,23.49,12.99,56.26,46.61,51.08
901,44.19,0.0,53.39,0.0,0.0
902,29.79,0.0,41.44,0.0,39.86
903,43.18,0.0,0.0,0.0,0.0
904,12.65,0.0,33.92,0.0,0.0
905,51.55,0.0,0.0,0.0,0.0
906,31.99,13.36,0.0,32.57,0.0
907,11.78,0.0,0.0,0.0,51.93
908,35.6,0.0,0.0,0.0,56.89
909,44.88,10.4,39.09,0.0,0.0
910,51.9,0.0,0.0,0.0,0.0
911,10.4,12.46,0.0,61.25,0.0
912,39.75,0.0,28.34,85.03,0.0
913,22.13,0.0,0.0,0.0,0.0
914,73.96,0.0,0.0,0.0,0.0
915,27.77,14.2,0.0,0.0,0.0
916,29.05,15.64,0.0,0.0,0.0
917,41.49,14.92,30.94,96.06,26.24
918,24.03,0.0,0.0,0.0,0.0
919,13.08,0.0,0.0,0.0,43.62
920,29.59,0.0,28.07,0.0,0.0
921,22.91,15.93,0.0,41.86,22.49
922,31.12,0.0,0.0,0.0,0.0
923,44.86,15.3,0.0,0.0,0.0
924,27.05,0.0,0.0,0.0,0.0
925,36.07,14.13,0.0,75.47,0.0
926,43.42,0.0,0.0,0.0,35.78
927,57.18,13.25,50.27,0.0,0.0
928,11.81,11.11,0.0,49.12,0.0
929,10.86,0.0,30.17,96.12,0.0
930,72.23,0.0,19.8,0.0,0.0
931,45.19,0.0,34.54,0.0,0.0
932,42.2,12.37,0.0,45.82,0.0
933,23.29,0.0,0.0,0.0,0.0
934,28.01,0.0,0.0,0.0,39.51
935,24.69,0.0,0.0,0.0,0.0
936,33.93,13.27,0.0,0.0,0.0
937,62.43,0.0,0.0,0.0,0.0
938,26.89,0.0,0.0,0.0,0.0
939,45.25,11.06,0.0,0.0,30.9
940,20.38,15.18,0.0,0.0,0.0
941,50.01,0.0,53.24,58.64,0.0
942,24.45,15.37,28.89,45.86,47.91
943,31.04,0.0,23.37,91.88,0.0
944,27.22,10.97,0.0,0.0,16.06
945,74.9,0.0,52.49,0.0,0.0
946,20.72,11.48,36.38,0.0,0.0
947,30.53,16.64,22.91,0.0,0.0
948,29.45,0.0,0.0,0.0,0.0
949,30.69,0.0,0.0,0.0,0.0
950,12.1,14.31,17.29,0.0,0.0
951,11.85,0.0,0.0,47.5,0.0
952,35.04,0.0,18.68,0.0,0.0
953,31.2,14.5,0.0,0.0,0.0
954,42.39,0.0,0.0,0.0,0.0
955,38.36,16.38,0.0,55.14,14.15
956,33.24,13.0,0.0,0.0,0.0
957,12.5,0.0,0.0,40.22,10.94
958,36.09,0.0,44.29,66.52,0.0
959,40.47,14.8,0.0,0.0,51.45
960,55.83,12.68,0.0,0.0,16.33
961,66.2,0.0,0.0,85.11,0.0
962,25.22,14.67,30.65,0.0,0.0
963,32.66,0.0,0.0,0.0,0.0
964,57.55,0.0,0.0,0.0,0.0
965,24.89,0.0,18.15,39.53,35.31
966,28.28,0.0,0.0,0.0,0.0
967,10.26,13.19,19.55,0.0,0.0
968,42.54,0.0,19.04,0.0,8.15
969,26.25,12.98,0.0,60.5,0.0
970,56.36,14.74,0.0,0.0,0.0
971,20.66,0.0,0.0,30.25,0.0
972,12.05,16.75,0.0,0.0,0.0
973,39.93,0.0,0.0,0.0,7.3
974,50.8,10.7,0.0,51.43,0.0
975,43.61,0.0,0.0,46.21,4.84
976,55.57,0.0,28.14,0.0,0.0
977,27.24,12.36,0.0,0.0,0.0
978,24.43,0.0,0.0,70.07,9.67
979,57.95,0.0,0.0,85.78,0.0
980,59.76,12.96,0.0,34.13,0.0
981,21.48,0.0,0.0,0.0,0.0
982,25.63,0.0,0.0,0.0,0.0
983,41.35,14.17,39.19,0.0,0.0
984,43.27,12.53,15.37,0.0,0.0
985,13.01,0.0,0.0,0.0,0.0
986,20.73,15.91,35.87,34.0,0.0
987,40.48,12.84,0.0,0.0,0.0
988,73.94,13.33,30.18,0.0,0.0
989,39.66,11.06,0.0,0.0,40.95
990,43.85,0.0,0.0,46.2,0.0
991,11.09,0.0,0.0,0.0,41.68
992,22.32,0.0,0.0,0.0,0.0
993,40.19,0.0,0.0,0.0,0.0
994,42.54,16.66,0.0,38.28,38.3
995,71.99,0.0,0.0,0.0,30.54
996,34.36,10.1,0.0,0.0,0.0
997,10.46,0.0,0.0,0.0,0.0
998,40.21,16.47,0.0,0.0,0.0
999,13.84,0.0,0.0,0.0,0.0
1000,36.19,0.0,0.0,0.0,0.0
1001,48.05,0.0,0.0,0.0,0.0
1002,24.93,16.46,36.01,0.0,0.0
1003,21.02,0.0,0.0,0.0,0.0
1004,23.87,0.0,0.0,0.0,0.0
1005,40.25,14.29,0.0,0.0,58.62
1006,29.75,0.0,0.0,0.0,0.0
1007,13.45,12.1,0.0,70.62,16.56
1008,14.31,0.0,0.0,0.0,20.63
1009,28.25,15.45,53.54,0.0,0.0
1010,53.4,11.27,0.0,0.0,46.43
1011,28.37,12.85,36.56,0.0,0.0
1012,10.27,11.82,0.0,0.0,58.34
1013,11.03,0.0,0.0,0.0,0.0
1014,49.44,0.0,18.31,0.0,0.0
1015,33.54,15.96,0.0,0.0,0.0
1016,21.06,12.65,0.0,0.0,57.73
1017,37.49,0.0,32.47,43.32,0.0
1018,58.97,11.51,0.0,0.0,34.01
1019,43.84,14.66,0.0,0.0,18.16
1020,28.27,15.58,0.0,48.62,0.0
1021,12.86,0.0,25.68,96.65,0.0
1022,27.91,0.0,0.0,75.12,0.0
1023,11.92,0.0,0.0,0.0,33.1
1024,22.71,14.61,0.0,0.0,54.58
1025,28.76,0.0,0.0,0.0,55.36
1026,51.06,11.51,0.0,0.0,0.0
1027,47.8,15.73,0.0,71.01,0.0
1028,52.94,13.09,0.0,0.0,0.0
1029,46.24,16.39,0.0,57.77,0.0
1030,42.73,12.18,0.0,0.0,0.0
1031,53.52,0.0,0.0,0.0,0.0
1032,21.27,12.99,38.75,95.27,18.94
1033,53.9,16.08,0.0,0.0,18.54
1034,36.05,0.0,0.0,0.0,36.8
1035,54.0,0.0,42.04,0.0,0.0
1036,23.07,15.7,0.0,0.0,0.0
1037,74.4,0.0,37.25,0.0,0.0
1038,29.61,13.5,0.0,0.0,0.0
1039,40.28,0.0,0.0,0.0,0.0
1040,22.2,0.0,0.0,48.97,0.0
1041,41.0,0.0,22.58,34.8,0.0
1042,37.8,0.0,0.0,0.0,0.0
1043,40.91,0.0,58.3,0.0,0.0
1044,12.3,0.0,0.0,77.93,42.44
1045,39.69,15.19,0.0,0.0,0.0
1046,43.4,12.76,0.0,0.0,0.0
1047,45.48,15.36,20.57,0.0,0.0
1048,40.72,11.16,0.0,0.0,0.0
1049,37.97,13.74,0.0,0.0,0.0
1050,59.79,12.54,0.0,0.0,0.0
1051,13.65,0.0,0.0,0.0,0.0
1052,50.0,12.22,15.79,0.0,0.0
1053,12.76,15.05,0.0,0.0,0.0
1054,57.04,13.46,0.0,0.0,56.19
1055,29.32,15.06,0.0,0.0,0.0
1056,47.52,0.0,23.02,0.0,0.0
1057,13.16,0.0,0.0,0.0,0.0
1058,53.31,0.0,0.0,0.0,25.54
1059,41.8,0.0,0.0,0.0,0.0
1060,20.11,0.0,0.0,0.0,0.0
1061,11.26,14.84,0.0,0.0,56.17
1062,11.14,0.0,0.0,0.0,7.12
1063,58.68,16.81,0.0,0.0,4.77
1064,20.84,0.0,0.0,0.0,0.0
1065,58.91,0.0,0.0,0.0,28.7
1066,40.33,0.0,0.0,0.0,0.0
1067,40.57,0.0,57.83,0.0,0.0
1068,55.83,13.54,44.17,0.0,0.0
1069,68.46,0.0,0.0,0.0,0.0
1070,37.17,0.0,0.0,99.09,0.0
1071,56.33,14.84,0.0,71.87,0.0
1072,38.38,10.41,50.64,0.0,0.0
1073,66.78,0.0,34.98,0.0,0.0
1074,40.48,16.67,0.0,73.19,16.13
1075,22.91,0.0,0.0,0.0,0.0
1076,42.47,0.0,0.0,0.0,0.0
1077,48.54,16.9,26.21,0.0,0.0
1078,10.58,16.03,0.0,76.03,0.0
1079,29.26,16.35,0.0,0.0,38.26
1080,41.0,0.0,0.0,37.07,0.0
1081,13.01,14.2,0.0,0.0,0.0
1082,59.69,0.0,41.89,0.0,41.89
1083,40.85,10.91,34.9,0.0,0.0
1084,58.78,0.0,0.0,0.0,41.78
1085,10.71,10.92,0.0,0.0,9.29
1086,20.6,14.33,0.0,30.17,57.95
1087,14.9,13.9,25.67,0.0,0.0
1088,52.89,0.0,18.1,44.86,0.0
1089,13.32,0.0,0.0,0.0,0.0
1090,55.16,0.0,41.24,42.42,58.42
1091,12.17,16.47,0.0,68.31,39.78
1092,42.19,10.4,0.0,0.0,0.0
1093,34.95,0.0,0.0,62.52,44.01
1094,28.29,14.7,0.0,0.0,0.0
1095,33.81,10.74,22.12,42.41,0.0
1096,70.42,0.0,39.08,0.0,0.0
1097,42.16,14.34,15.43,0.0,0.0
1098,29.07,0.0,18.55,0.0,22.75
1099,40.22,0.0,0.0,0.0,26.56
1100,68.8,0.0,27.35,45.15,0.0
1101,57.42,0.0,0.0,0.0,47.13
1102,42.49,15.26,0.0,0.0,49.18
1103,27.88,16.6,0.0,0.0,0.0
1104,23.3,10.27,0.0,0.0,19.98
1105,14.64,0.0,0.0,0.0,0.0
1106,37.67,11.11,44.74,0.0,0.0
1107,30.51,0.0,0.0,0.0,0.0
1108,40.4,0.0,0.0,0.0,0.0
1109,29.33,0.0,24.24,0.0,0.0
1110,66.85,0.0,0.0,0.0,42.27
1111,30.89,0.0,0.0,0.0,56.7
1112,30.37,0.0,0.0,0.0,0.0
1113,56.62,14.45,0.0,54.35,0.0
1114,10.47,0.0,0.0,81.94,0.0
1115,37.61,15.14,0.0,0.0,2.61
1116,35.94,15.89,0.0,0.0,0.0
1117,23.71,14.85,18.75,0.0,0.0
1118,25.09,0.0,0.0,0.0,0.0
1119,58.94,0.0,0.0,0.0,24.99
1120,52.78,0.0,55.71,30.0,0.0
1121,11.59,11.84,0.0,0.0,0.0
1122,13.79,10.32,0.0,0.0,35.07
1123,12.89,0.0,0.0,0.0,0.0
1124,10.99,0.0,0.0,0.0,52.78
1125,12.2,13.96,0.0,0.0,0.0
1126,31.32,0.0,0.0,0.0,38.0
1127,56.87,14.54,0.0,0.0,0.0
1128,43.1,15.95,0.0,69.28,37.67
1129,53.09,14.24,0.0,0.0,0.0
1130,41.47,10.01,22.04,0.0,0.0
1131,22.89,0.0,0.0,0.0,0.0
1132,55.03,11.48,0.0,48.65,0.0
1133,57.21,0.0,0.0,69.34,0.0
1134,30.28,0.0,20.17,0.0,0.0
1135,48.22,14.7,0.0,77.94,0.0
1136,50.65,0.0,47.73,0.0,0.0
1137,22.33,13.57,0.0,0.0,0.0
1138,47.52,0.0,0.0,0.0,46.6
1139,54.61,13.74,0.0,55.27,0.0
1140,31.22,0.0,0.0,0.0,0.0
1141,55.19,13.23,0.0,0.0,0.0
1142,45.77,14.07,0.0,38.4,0.0
1143,13.97,0.0,0.0,0.0,0.0
1144,29.12,0.0,0.0,30.57,0.0
1145,51.39,14.91,0.0,72.7,0.0
1146,23.84,0.0,0.0,0.0,8.4
1147,26.16,0.0,0.0,0.0,0.0
1148,38.25,0.0,0.0,0.0,0.0
1149,44.48,0.0,0.0,0.0,53.91
1150,24.45,0.0,0.0,0.0,0.0
1151,30.59,11.5,0.0,65.58,0.0
1152,10.75,0.0,0.0,0.0,0.0
1153,25.44,0.0,0.0,99.65,0.0
1154,25.75,16.08,0.0,56.98,0.0
1155,57.24,0.0,0.0,0.0,0.0
1156,29.51,11.06,0.0,0.0,28.41
1157,38.6,0.0,15.83,0.0,0.0
1158,39.13,0.0,0.0,0.0,0.0
1159,38.48,13.48,0.0,0.0,36.1
1160,38.18,11.82,0.0,0.0,0.0
1161,54.2,0.0,0.0,0.0,0.0
1162,30.3,0.0,26.85,0.0,0.0
1163,42.95,0.0,19.03,0.0,0.0
1164,22.46,0.0,0.0,0.0,37.2
1165,53.25,0.0,59.97,0.0,0.0
1166,42.21,15.7,0.0,0.0,0.0
1167,37.79,0.0,0.0,0.0,41.86
1168,33.37,0.0,0.0,0.0,0.0
1169,30.07,16.48,22.97,0.0,0.0
1170,46.39,0.0,0.0,0.0,0.0
1171,49.18,13.41,0.0,46.88,0.0
1172,21.74,0.0,0.0,0.0,0.0
1173,30.23,14.15,0.0,0.0,44.44
1174,27.77,0.0,0.0,89.98,0.0
1175,20.54,0.0,0.0,0.0,0.0
1176,21.61,0.0,0.0,0.0,0.0
1177,29.9,11.96,0.0,0.0,0.0
1178,27.79,0.0,0.0,0.0,0.0
1179,27.84,10.69,0.0,0.0,0.0
1180,27.51,0.0,0.0,0.0,0.95
1181,27.45,0.0,0.0,0.0,0.0
1182,40.06,0.0,36.62,0.0,3.08
1183,22.36,0.0,0.0,0.0,44.33
1184,24.99,14.4,0.0,0.0,37.3
1185,44.87,0.0,17.38,0.0,0.0
1186,13.63,10.18,0.0,0.0,36.69
1187,23.33,0.0,0.0,0.0,41.21
1188,69.4,15.11,58.23,57.47,27.7
1189,27.36,10.28,0.0,70.05,59.66
1190,10.24,0.0,0.0,0.0,0.0
1191,44.71,15.15,0.0,95.63,56.96
1192,25.69,0.0,0.0,0.0,0.0
1193,45.24,0.0,0.0,0.0,0.0
1194,49.23,0.0,0.0,0.0,0.0
1195,61.31,0.0,46.07,0.0,0.0
1196,57.21,0.0,0.0,0.0,0.0
1197,10.44,0.0,0.0,0.0,26.63
1198,12.34,12.48,0.0,78.57,0.0
1199,13.11,10.78,0.0,0.0,0.0
1200,57.34,0.0,35.29,0.0,0.0
1201,41.68,15.45,0.0,0.0,55.04
1202,52.51,16.21,0.0,0.0,0.0
1203,52.72,0.0,49.84,47.87,0.0
1204,60.28,0.0,0.0,43.27,17.7
1205,43.51,12.72,0.0,0.0,54.64
1206,13.36,13.43,0.0,0.0,0.0
1207,29.08,10.74,0.0,0.0,0.0
1208,52.73,12.89,0.0,0.0,56.88
1209,48.02,13.36,0.0,62.68,0.0
1210,28.94,0.0,0.0,0.0,0.0
1211,42.26,0.0,0.0,0.0,0.0
1212,36.06,15.67,0.0,60.69,0.0
1213,34.37,0.0,0.0,0.0,0.0
1214,28.04,0.0,0.0,0.0,0.0
1215,29.21,0.0,0.0,51.55,0.0
1216,37.52,0.0,32.88,0.0,0.0
1217,56.39,0.0,27.5,0.0,0.0
1218,43.22,0.0,35.69,0.0,0.0
1219,33.06,11.67,34.16,91.84,0.0
1220,30.44,10.54,57.02,0.0,0.0
1221,10.08,16.86,0.0,0.0,0.0
1222,54.2,0.0,35.09,0.0,0.0
1223,42.84,0.0,0.0,0.0,40.34
1224,13.14,0.0,0.0,0.0,0.0
1225,71.23,10.85,0.0,0.0,8.13
1226,23.31,0.0,0.0,90.25,0.0
1227,32.39,0.0,0.0,0.0,0.0
1228,30.27,0.0,17.51,0.0,0.0
1229,29.95,10.17,0.0,0.0,0.0
1230,21.5,0.0,15.81,48.29,22.16
1231,12.72,0.0,0.0,0.0,0.0
1232,31.18,15.57,0.0,53.66,0.0
1233,23.38,0.0,27.3,85.42,8.6
1234,40.34,0.0,0.0,35.62,0.0
1235,48.27,0.0,0.0,0.0,0.0
1236,40.99,16.5,34.19,0.0,50.1
1237,25.97,16.96,0.0,0.0,0.0
1238,44.86,0.0,25.34,0.0,0.0
1239,13.74,10.53,0.0,0.0,0.0
1240,22.71,10.79,37.17,0.0,53.07
1241,34.6,0.0,0.0,0.0,0.0
1242,22.06,0.0,0.0,0.0,22.64
1243,11.77,0.0,0.0,0.0,0.0
1244,14.93,11.11,0.0,0.0,0.0
1245,25.31,15.61,0.0,0.0,0.0
1246,22.3,0.0,0.0,33.11,13.88
1247,47.24,16.9,0.0,0.0,0.0
1248,22.0,12.51,0.0,0.0,0.0
1249,38.48,15.37,0.0,46.43,0.0
1250,31.31,0.0,0.0,61.64,0.0
1251,21.86,0.0,0.0,0.0,0.0
1252,24.85,15.41,0.0,0.0,0.0
1253,47.26,0.0,0.0,0.0,41.46
1254,56.55,0.0,0.0,0.0,0.0
1255,41.74,13.5,17.98,41.74,0.0
1256,59.8,11.79,37.3,0.0,10.53
