personID,clothing,personalCare,householdSupplies,childcare,petExpenses
630,108.5,179.79,132.24,831.2,0.0
631,85.99,79.61,80.64,0.0,78.98
632,184.71,135.18,117.12,0.0,0.0
633,92.81,179.04,126.34,0.0,73.4
634,221.02,156.43,91.44,0.0,119.03
635,107.54,71.22,135.26,0.0,0.0
636,81.69,161.42,178.31,1156.59,0.0
637,91.46,130.15,133.95,0.0,0.0
638,166.89,219.48,175.6,1646.64,0.0
639,32.7,94.91,95.08,0.0,85.61
640,79.42,123.3,113.58,1047.26,0.0
641,48.2,33.71,94.84,0.0,87.33
642,136.04,95.37,127.62,0.0,0.0
643,51.81,215.23,134.55,0.0,84.22
644,136.99,73.25,86.43,0.0,0.0
645,99.44,57.48,131.42,0.0,0.0
646,114.66,89.01,87.29,0.0,127.35
647,173.99,240.87,179.86,1212.16,0.0
648,181.02,136.5,135.62,0.0,0.0
649,71.75,237.05,179.75,0.0,80.7
650,144.35,175.65,180.33,1461.29,0.0
651,55.81,241.58,112.25,0.0,0.0
652,70.75,94.6,99.96,1366.23,0.0
653,95.92,144.58,135.45,0.0,148.17
654,193.0,64.22,131.61,0.0,0.0
655,74.53,64.03,164.41,0.0,0.0
656,160.48,55.29,130.52,0.0,0.0
657,109.09,131.99,79.99,0.0,125.15
658,105.59,70.58,50.76,0.0,113.51
659,124.17,64.84,87.66,0.0,0.0
660,231.08,235.12,130.64,1586.89,0.0
661,66.08,237.36,90.0,0.0,0.0
662,79.95,124.01,132.1,0.0,0.0
663,265.93,150.27,179.27,0.0,141.37
664,144.63,194.35,129.51,1233.61,0.0
665,84.02,104.78,166.78,0.0,95.75
666,149.83,113.34,101.39,1372.06,69.05
667,186.93,138.63,101.26,0.0,0.0
668,255.98,260.44,79.95,0.0,0.0
669,151.93,184.98,135.65,0.0,0.0
670,182.5,103.0,57.47,0.0,0.0
671,102.47,127.78,119.03,1589.06,0.0
672,88.33,122.17,92.96,1480.27,0.0
673,125.64,47.99,108.48,0.0,0.0
674,130.97,44.7,68.61,0.0,0.0
675,58.79,116.12,135.56,1100.39,0.0
676,46.16,134.16,74.61,0.0,0.0
677,70.4,45.34,55.49,0.0,0.0
678,199.01,139.58,177.42,0.0,0.0
679,60.57,65.5,143.85,0.0,0.0
680,192.46,139.57,164.37,0.0,0.0
681,295.06,138.12,93.12,0.0,111.41
682,263.45,51.82,76.08,0.0,0.0
683,70.49,35.57,143.83,0.0,132.68
684,143.09,37.7,113.28,0.0,68.79
685,51.98,84.45,89.79,0.0,0.0
686,67.61,40.78,72.74,0.0,0.0
687,312.21,91.55,128.78,0.0,194.18
688,65.82,190.22,144.02,0.0,107.11
689,90.32,58.66,51.92,0.0,79.84
690,112.59,166.87,124.18,1119.05,103.95
691,77.94,182.92,108.36,1062.95,0.0
692,304.15,340.29,85.48,0.0,139.69
693,56.02,130.42,155.28,0.0,0.0
694,202.73,90.54,133.82,0.0,0.0
695,297.33,186.28,131.13,0.0,0.0
696,253.47,229.43,140.88,1019.89,0.0
697,78.67,144.61,175.56,0.0,0.0
698,147.7,425.48,231.62,0.0,85.49
699,92.25,187.46,72.67,0.0,0.0
700,60.27,117.78,68.53,970.76,0.0
701,140.17,175.14,118.86,1765.64,0.0
702,175.86,125.77,101.5,0.0,0.0
703,104.36,142.45,74.55,0.0,0.0
704,52.44,90.57,163.05,0.0,0.0
705,31.6,40.77,121.54,0.0,0.0
706,142.62,42.31,94.69,0.0,0.0
707,128.38,157.35,186.25,0.0,0.0
708,295.69,382.5,203.16,1597.36,0.0
709,93.33,256.12,83.05,765.85,0.0
710,316.41,208.63,149.05,0.0,0.0
711,152.47,109.66,108.86,0.0,53.41
712,66.54,35.32,104.81,0.0,121.31
713,76.24,41.41,71.1,0.0,53.6
714,167.37,209.23,123.76,0.0,0.0
715,74.66,142.16,106.1,0.0,0.0
716,225.8,136.46,105.65,0.0,0.0
717,68.4,213.54,86.96,1221.75,0.0
718,43.85,39.66,60.36,0.0,0.0
719,102.01,62.3,92.0,0.0,79.64
720,213.16,233.45,95.01,0.0,0.0
721,87.48,110.28,86.46,0.0,0.0
722,191.91,338.22,165.04,0.0,125.56
723,54.04,104.62,65.67,1103.07,0.0
724,169.1,130.43,122.78,958.88,0.0
725,254.79,68.96,102.99,0.0,100.97
726,155.03,138.89,94.83,0.0,142.93
727,45.64,105.76,131.94,0.0,105.48
728,101.7,157.42,191.3,0.0,0.0
729,343.34,350.9,150.76,0.0,0.0
730,183.85,140.13,110.42,0.0,59.62
731,249.47,58.31,130.45,0.0,174.18
732,36.95,76.08,107.3,0.0,74.76
733,154.93,202.34,184.76,0.0,0.0
734,283.34,123.79,156.86,0.0,0.0
735,166.34,62.17,51.56,0.0,68.14
736,68.17,106.49,87.26,805.92,0.0
737,291.56,146.57,111.46,0.0,0.0
738,43.25,40.35,60.85,0.0,62.52
739,191.94,62.07,131.98,0.0,0.0
740,67.49,135.2,105.8,0.0,0.0
741,95.32,237.19,95.22,1459.81,0.0
742,92.97,130.79,169.68,1337.32,91.38
743,200.32,64.42,115.23,0.0,0.0
744,174.61,69.8,97.06,0.0,0.0
745,152.92,126.21,72.34,0.0,0.0
746,84.61,134.58,168.04,1816.8,0.0
747,90.69,64.45,133.5,0.0,0.0
748,169.73,362.19,204.73,1364.33,0.0
749,52.45,48.43,68.62,0.0,0.0
750,120.09,51.06,105.49,0.0,87.17
751,59.53,34.15,115.34,0.0,0.0
752,64.06,39.99,55.47,0.0,0.0
753,123.27,185.78,152.61,1619.76,0.0
754,78.41,192.04,87.69,0.0,147.02
755,81.61,101.39,145.96,1651.15,0.0
756,223.38,46.24,132.8,0.0,0.0
757,93.16,60.15,108.73,0.0,0.0
758,141.76,165.32,159.87,0.0,118.89
759,63.64,128.07,111.2,986.25,99.77
760,94.92,114.62,135.26,0.0,51.05
761,270.13,247.75,86.68,0.0,0.0
762,74.93,127.22,63.4,0.0,0.0
763,88.07,41.79,88.76,0.0,0.0
764,145.2,188.82,185.61,0.0,111.39
765,242.82,117.92,148.64,0.0,103.38
766,38.24,176.07,172.89,1045.84,0.0
767,65.66,107.52,149.31,0.0,0.0
768,49.96,117.9,84.96,0.0,0.0
769,35.72,47.03,50.94,0.0,0.0
770,175.76,313.21,153.03,1171.75,107.64
771,151.68,65.86,77.57,0.0,0.0
772,86.05,130.99,96.27,0.0,110.21
773,34.27,81.85,64.05,0.0,114.11
774,52.35,181.38,97.57,0.0,51.37
775,146.4,281.33,155.4,1813.82,0.0
776,97.08,119.98,157.41,0.0,0.0
777,102.93,51.18,126.57,0.0,0.0
778,153.06,109.16,89.33,0.0,85.36
779,237.69,48.97,122.13,0.0,0.0
780,136.89,98.2,151.98,0.0,0.0
781,101.6,168.89,82.37,0.0,0.0
782,69.62,142.39,121.82,0.0,95.07
783,286.88,56.51,124.04,0.0,0.0
784,67.48,176.5,81.5,0.0,0.0
785,221.16,240.67,81.17,0.0,149.89
786,130.33,115.89,63.4,0.0,0.0
787,58.02,43.48,98.07,0.0,0.0
788,373.35,366.85,76.82,0.0,0.0
789,43.53,195.46,140.59,1191.39,78.17
790,80.21,45.96,98.74,0.0,0.0
791,198.46,95.3,78.82,1318.79,0.0
792,54.45,240.99,211.68,1090.23,0.0
793,110.05,125.35,159.47,833.32,0.0
794,73.68,192.36,143.21,879.05,0.0
795,166.21,176.62,174.99,0.0,0.0
796,77.15,219.26,136.02,1243.01,0.0
797,234.0,86.98,117.13,0.0,102.2
798,87.52,158.51,140.52,0.0,117.68
799,71.84,40.92,92.37,0.0,0.0
800,102.3,175.11,97.6,780.58,107.0
801,97.79,247.95,74.75,1238.63,108.34
802,101.45,61.18,51.04,0.0,0.0
803,316.82,73.87,109.76,0.0,0.0
804,48.14,124.09,153.49,0.0,149.68
805,39.97,278.01,213.14,914.49,134.67
806,130.75,280.9,167.64,1297.62,0.0
807,123.04,80.29,60.39,0.0,57.73
808,116.3,232.89,81.34,1108.47,86.36
809,65.24,224.97,109.02,0.0,0.0
810,54.76,64.64,68.85,0.0,0.0
811,136.65,49.99,84.54,0.0,0.0
812,69.81,97.35,78.51,1265.88,0.0
813,84.83,118.82,89.89,0.0,0.0
814,63.08,38.22,54.05,0.0,126.51
815,99.26,138.59,131.11,0.0,0.0
816,78.19,105.51,131.63,1816.41,0.0
817,67.58,33.37,117.47,0.0,84.07
818,155.02,144.46,72.67,0.0,0.0
819,86.34,125.95,159.34,0.0,0.0
820,194.07,45.24,90.63,0.0,105.04
821,113.07,47.78,87.78,0.0,84.75
822,75.65,75.14,163.43,0.0,0.0
823,89.93,210.0,147.52,0.0,122.75
824,85.09,106.69,85.2,0.0,0.0
825,137.78,84.86,59.0,0.0,0.0
826,217.14,151.98,154.1,0.0,0.0
827,363.05,188.88,161.66,0.0,110.98
828,63.85,50.1,110.1,0.0,0.0
829,138.33,37.22,90.69,0.0,0.0
830,54.97,153.6,165.16,1117.2,0.0
831,53.78,97.5,98.77,1208.63,0.0
832,146.78,346.98,115.13,1755.27,142.12
833,54.75,42.14,137.31,0.0,0.0
834,186.16,148.33,72.93,0.0,0.0
835,48.41,286.98,202.65,0.0,0.0
836,139.81,143.8,93.26,0.0,118.73
837,137.68,195.06,184.71,1730.35,0.0
838,175.44,121.7,98.99,0.0,145.83
839,105.93,167.06,127.31,1125.28,99.61
840,136.2,125.0,61.22,0.0,113.0
841,87.48,108.59,148.42,0.0,50.12
842,83.05,122.83,153.03,0.0,0.0
843,68.68,151.86,155.22,0.0,0.0
844,33.46,66.32,138.51,0.0,0.0
845,137.59,110.16,90.52,0.0,0.0
846,42.96,72.8,131.3,726.52,134.24
847,229.07,231.93,73.99,0.0,0.0
848,63.95,99.19,137.44,0.0,0.0
849,115.53,98.06,158.77,0.0,105.49
850,147.34,77.62,82.6,0.0,0.0
851,76.11,64.97,54.97,0.0,136.8
852,92.08,142.53,135.01,789.6,0.0
853,175.26,220.32,206.48,737.94,0.0
854,137.22,65.38,155.75,0.0,0.0
855,143.7,45.16,137.24,0.0,0.0
856,78.78,316.04,186.71,0.0,0.0
857,166.61,68.16,85.93,0.0,58.13
858,68.34,164.65,149.78,1043.46,0.0
859,76.2,35.29,136.14,0.0,0.0
860,54.48,46.45,112.17,0.0,0.0
861,98.4,45.61,107.04,0.0,0.0
862,91.06,235.24,167.39,0.0,0.0
863,79.15,137.64,171.41,0.0,99.57
864,87.06,65.56,53.26,0.0,0.0
865,46.63,134.93,74.74,0.0,0.0
866,211.91,46.54,69.73,0.0,0.0
867,72.99,108.9,79.77,1080.78,0.0
868,104.18,88.69,114.82,0.0,54.03
869,136.47,137.04,89.85,0.0,0.0
870,31.67,133.7,111.22,1306.6,0.0
871,118.85,140.42,143.52,0.0,0.0
872,177.11,350.58,165.36,1758.85,0.0
873,259.26,185.69,121.81,1362.58,0.0
874,187.12,128.3,118.8,735.25,0.0
875,93.07,46.23,75.47,0.0,96.78
876,333.32,172.23,125.22,0.0,0.0
877,230.24,136.82,111.3,813.68,114.24
878,168.8,106.0,163.49,0.0,106.57
879,174.21,107.75,158.36,0.0,120.79
880,99.09,196.17,183.24,0.0,0.0
881,46.9,55.49,127.42,0.0,0.0
882,40.39,44.97,141.34,0.0,0.0
883,294.01,138.12,87.98,0.0,167.85
884,279.76,92.92,127.95,0.0,156.57
885,74.2,130.86,72.86,0.0,0.0
886,148.58,262.27,107.64,0.0,134.14
887,98.32,115.28,103.74,0.0,141.89
888,44.06,45.45,60.16,0.0,98.19
889,93.85,113.56,107.74,0.0,0.0
890,60.65,266.83,174.29,1266.34,146.18
891,167.41,53.78,59.6,0.0,0.0
892,189.43,108.18,125.12,0.0,0.0
893,126.4,34.74,84.44,0.0,0.0
894,73.3,168.95,139.31,913.79,83.86
895,121.82,34.34,133.74,0.0,53.97
896,152.79,208.62,114.01,0.0,0.0
897,209.15,287.91,193.0,0.0,96.86
898,95.5,68.45,158.61,0.0,0.0
899,77.85,176.18,158.69,1028.46,125.93
900,312.56,66.95,111.39,0.0,0.0
901,380.18,225.9,98.85,0.0,149.13
902,46.67,103.26,137.46,0.0,101.94
903,141.38,148.39,101.93,0.0,91.45
904,307.77,262.41,82.75,0.0,0.0
905,55.97,44.42,100.97,0.0,0.0
906,181.37,42.6,136.48,0.0,125.55
907,161.82,139.45,88.69,0.0,84.69
908,90.53,88.28,90.75,0.0,0.0
909,161.4,121.81,119.45,0.0,77.11
910,87.0,215.86,94.45,0.0,0.0
911,99.3,200.74,169.72,0.0,110.44
912,113.51,202.6,125.03,0.0,0.0
913,105.43,185.94,85.98,0.0,0.0
914,91.63,175.05,123.96,0.0,0.0
915,47.2,179.73,78.24,1192.4,118.89
916,43.25,173.76,144.11,0.0,0.0
917,157.37,102.06,67.46,0.0,0.0
918,120.13,157.31,160.75,0.0,118.94
919,51.56,214.07,189.38,0.0,0.0
920,121.46,72.46,63.11,0.0,0.0
921,89.7,74.29,64.78,0.0,0.0
922,356.93,77.68,78.65,0.0,0.0
923,132.74,95.54,70.45,0.0,0.0
924,95.46,117.56,106.0,1203.94,131.51
925,274.72,90.28,79.0,0.0,89.05
926,88.9,63.87,113.07,0.0,0.0
927,327.93,275.4,90.34,1601.15,95.18
928,128.64,184.75,77.12,1608.35,0.0
929,192.11,170.14,80.85,0.0,93.87
930,46.63,49.49,83.89,0.0,0.0
931,152.87,109.29,58.26,0.0,114.29
932,215.93,143.54,158.97,0.0,117.58
933,63.17,45.87,119.49,0.0,0.0
934,69.96,271.09,140.3,1039.35,0.0
935,35.49,229.09,159.34,850.59,0.0
936,91.72,71.95,117.44,0.0,0.0
937,191.43,61.51,119.59,0.0,117.81
938,126.24,132.13,166.24,1900.16,140.97
939,49.9,80.87,67.13,0.0,84.36
940,67.33,160.99,156.74,0.0,52.73
941,99.45,178.57,139.1,0.0,0.0
942,386.72,62.74,85.56,0.0,0.0
943,312.81,133.61,74.72,0.0,100.56
944,82.95,52.89,137.71,0.0,74.63
945,65.37,207.0,164.62,893.02,129.17
946,69.23,33.97,90.41,0.0,110.0
947,132.04,39.01,75.54,0.0,98.35
948,149.59,124.72,102.5,0.0,118.27
949,383.94,70.06,94.01,0.0,0.0
950,56.65,109.3,163.44,1008.51,107.93
951,226.75,85.41,52.45,0.0,184.45
952,38.67,89.81,132.69,0.0,0.0
953,139.83,259.74,163.52,0.0,0.0
954,49.23,70.84,111.88,0.0,0.0
955,212.22,95.07,135.84,0.0,0.0
956,72.11,71.99,139.81,0.0,0.0
957,164.0,98.9,145.59,0.0,97.47
958,190.13,109.11,120.19,0.0,0.0
959,55.13,120.68,119.47,1295.54,0.0
960,90.73,75.11,151.48,0.0,0.0
961,144.33,66.72,143.18,0.0,0.0
962,47.45,200.04,188.52,733.86,68.07
963,46.03,180.96,168.12,0.0,0.0
964,70.41,63.27,110.65,0.0,112.82
965,112.3,281.21,211.31,1396.92,0.0
966,93.02,153.23,116.5,0.0,0.0
967,96.83,98.49,134.6,0.0,107.14
968,47.11,47.59,84.17,0.0,94.97
969,111.05,200.57,143.42,0.0,0.0
970,286.93,99.02,72.52,0.0,0.0
971,274.86,169.97,142.55,0.0,115.89
972,95.87,263.41,85.27,0.0,0.0
973,38.29,89.09,71.14,0.0,0.0
974,389.66,263.34,169.84,793.68,0.0
975,103.67,118.31,135.45,0.0,134.15
976,76.44,225.42,144.54,0.0,0.0
977,246.34,197.88,198.83,1328.2,0.0
978,119.67,39.33,79.86,0.0,79.09
979,87.94,277.34,133.15,1009.92,119.26
980,147.0,182.76,148.72,1146.16,77.63
981,56.45,176.37,193.43,0.0,0.0
982,73.58,138.36,79.14,0.0,0.0
983,124.27,276.1,114.21,0.0,0.0
984,66.04,110.36,157.15,0.0,64.91
985,115.3,102.19,166.72,0.0,90.35
986,231.65,384.44,191.52,0.0,0.0
987,382.37,69.3,102.08,0.0,0.0
988,82.71,118.04,154.05,0.0,0.0
989,91.86,123.75,116.28,803.41,0.0
990,235.48,176.16,132.01,0.0,129.58
991,142.69,116.18,82.86,1601.86,140.03
992,79.98,48.42,85.94,0.0,56.28
993,111.79,249.3,195.0,847.51,0.0
994,88.71,142.67,141.75,0.0,0.0
995,30.48,185.26,224.66,1039.23,0.0
996,45.66,92.17,79.15,0.0,66.53
997,99.44,211.57,142.55,0.0,0.0
998,94.71,68.51,53.02,0.0,114.4
999,78.51,49.55,141.04,0.0,0.0
1000,54.29,34.46,106.04,0.0,0.0
1001,221.04,350.77,98.19,0.0,156.07
1002,202.68,239.46,194.68,930.7,0.0
1003,60.69,119.93,78.18,0.0,0.0
1004,338.66,136.83,155.02,0.0,0.0
1005,40.79,130.39,69.11,1044.81,0.0
1006,98.56,169.36,230.46,0.0,0.0
1007,140.58,85.34,89.3,0.0,0.0
1008,78.96,126.25,97.17,0.0,63.2
1009,226.77,77.07,108.31,0.0,76.23
1010,53.5,188.55,184.6,0.0,0.0
1011,386.47,249.96,88.68,0.0,0.0
1012,118.39,82.2,96.11,0.0,92.14
1013,135.28,100.29,150.74,1366.02,68.68
1014,87.91,99.28,63.8,0.0,0.0
1015,67.44,143.35,107.6,0.0,0.0
1016,275.77,117.27,126.87,0.0,141.33
1017,107.33,171.46,119.99,0.0,0.0
1018,160.3,198.91,189.27,0.0,0.0
1019,127.28,32.0,141.68,0.0,0.0
1020,292.25,51.95,137.02,0.0,181.28
1021,86.9,32.01,139.71,0.0,82.95
1022,344.21,153.42,162.68,0.0,0.0
1023,279.58,170.78,150.21,0.0,0.0
1024,185.9,243.79,208.69,0.0,0.0
1025,51.06,74.08,56.99,0.0,0.0
1026,122.51,89.0,143.69,0.0,0.0
1027,178.73,86.0,99.46,0.0,0.0
1028,75.09,44.97,93.04,0.0,0.0
1029,192.46,311.34,100.29,0.0,0.0
1030,158.62,170.67,109.57,960.68,0.0
1031,75.16,45.19,84.94,0.0,82.13
1032,143.59,150.13,80.4,0.0,0.0
1033,70.77,119.25,184.99,0.0,0.0
1034,69.55,63.04,106.6,0.0,0.0
1035,191.45,238.68,211.16,1194.48,97.12
1036,43.01,67.54,121.72,0.0,0.0
1037,64.78,47.91,98.75,0.0,96.43
1038,268.55,180.19,99.44,1577.06,121.28
1039,66.33,45.14,66.87,0.0,0.0
1040,195.44,241.79,98.04,0.0,0.0
1041,189.92,233.93,196.36,1261.67,0.0
1042,53.09,133.89,146.96,0.0,146.13
1043,54.99,145.34,77.16,1066.13,0.0
1044,365.96,270.13,77.38,1157.61,0.0
1045,127.63,103.84,138.46,0.0,0.0
1046,87.13,211.35,85.95,0.0,0.0
1047,168.73,176.62,112.66,778.55,0.0
1048,58.89,37.12,124.03,0.0,0.0
1049,117.05,279.88,197.61,0.0,0.0
1050,61.1,45.05,135.78,0.0,120.85
1051,72.29,130.28,94.03,1674.74,0.0
1052,71.6,159.6,158.38,956.39,64.39
1053,153.07,96.57,109.84,0.0,0.0
1054,138.53,89.59,135.62,0.0,0.0
1055,41.4,47.52,119.06,0.0,95.61
1056,43.9,118.31,92.74,0.0,0.0
1057,60.47,45.77,138.47,0.0,117.23
1058,58.26,119.24,126.3,0.0,64.47
1059,47.34,245.46,104.56,859.88,0.0
1060,147.47,157.89,112.25,0.0,138.44
1061,41.16,283.3,92.09,914.22,0.0
1062,160.13,105.72,75.21,0.0,0.0
1063,116.81,42.42,130.03,0.0,0.0
1064,45.44,247.81,192.77,0.0,0.0
1065,130.2,36.59,90.08,0.0,0.0
1066,138.05,223.43,143.49,1099.1,0.0
1067,116.52,211.99,72.47,846.84,77.29
1068,83.9,349.23,118.45,1599.49,133.51
1069,94.11,248.72,117.97,1201.41,0.0
1070,99.19,191.07,193.01,0.0,0.0
1071,114.51,54.68,89.78,0.0,0.0
1072,162.69,100.02,60.38,0.0,0.0
1073,296.28,68.97,73.71,0.0,0.0
1074,108.02,341.73,152.19,0.0,0.0
1075,54.95,46.09,64.27,0.0,136.32
1076,42.53,224.77,81.76,1289.16,0.0
1077,74.77,168.29,95.08,876.19,0.0
1078,81.16,70.86,82.57,0.0,81.83
1079,42.27,34.74,95.24,0.0,0.0
1080,65.01,94.77,141.83,0.0,65.27
1081,190.73,136.92,82.27,0.0,0.0
1082,69.56,279.29,189.91,1221.19,109.02
1083,79.86,46.11,128.18,0.0,0.0
1084,46.26,137.96,149.5,934.26,85.74
1085,52.78,158.27,147.17,0.0,0.0
1086,114.41,44.38,61.08,0.0,75.72
1087,170.84,238.31,134.79,0.0,69.11
1088,188.43,197.36,134.38,1090.36,79.02
1089,80.83,68.33,72.59,0.0,0.0
1090,76.75,37.83,59.01,0.0,0.0
1091,167.28,72.48,73.14,0.0,137.99
1092,119.48,41.34,118.06,0.0,0.0
1093,117.78,169.16,143.39,1221.39,0.0
1094,268.05,229.53,83.59,1434.62,0.0
1095,190.19,150.98,121.4,1420.59,0.0
1096,129.38,199.29,111.36,1484.65,0.0
1097,67.91,39.9,134.59,0.0,115.6
1098,55.29,68.24,54.39,0.0,0.0
1099,44.93,183.1,102.6,0.0,72.8
1100,94.06,90.22,82.61,0.0,59.63
1101,188.09,52.61,86.59,0.0,143.6
1102,91.91,81.48,66.54,0.0,111.41
1103,62.99,43.39,70.43,0.0,113.66
1104,68.94,152.08,203.34,0.0,0.0
1105,86.6,67.43,66.33,0.0,0.0
1106,215.87,163.84,101.25,0.0,79.85
1107,47.47,96.29,100.46,1058.62,0.0
1108,189.98,67.67,72.45,0.0,0.0
1109,334.17,135.42,127.16,0.0,0.0
1110,191.68,205.54,188.47,0.0,129.06
1111,56.01,131.44,132.13,1007.24,0.0
1112,53.93,130.05,148.34,0.0,0.0
1113,367.44,336.5,83.78,0.0,0.0
1114,147.31,140.16,117.55,842.08,0.0
1115,87.79,286.94,110.4,0.0,52.52
1116,31.42,206.85,129.96,0.0,147.26
1117,80.34,123.63,150.88,0.0,0.0
1118,106.02,134.6,115.88,1259.05,0.0
1119,40.67,101.64,110.94,0.0,133.97
1120,367.31,89.25,78.76,0.0,0.0
1121,47.93,166.79,81.36,1586.64,0.0
1122,42.01,99.81,156.02,0.0,0.0
1123,170.65,121.45,94.83,0.0,0.0
1124,317.0,180.15,124.03,0.0,0.0
1125,51.3,139.88,121.38,0.0,0.0
1126,67.94,316.17,153.11,940.63,85.24
1127,47.66,40.39,125.13,0.0,103.37
1128,331.79,156.3,90.89,0.0,0.0
1129,146.88,155.92,130.32,0.0,0.0
1130,51.06,209.44,109.68,930.43,0.0
1131,257.62,112.5,150.34,0.0,142.88
1132,112.23,86.36,125.39,0.0,78.92
1133,266.25,166.54,124.67,0.0,0.0
1134,139.19,112.77,65.58,1021.61,0.0
1135,348.91,169.97,126.56,0.0,176.67
1136,49.36,102.68,136.66,0.0,0.0
1137,75.01,219.73,176.61,1216.03,0.0
1138,126.58,196.93,214.09,810.85,0.0
1139,98.72,141.11,69.04,1159.22,0.0
1140,93.48,211.03,101.78,0.0,0.0
1141,70.44,70.23,103.2,0.0,0.0
1142,180.5,117.04,99.7,1515.05,0.0
1143,175.43,145.94,139.12,0.0,76.36
1144,79.38,151.7,90.58,0.0,0.0
1145,191.96,205.61,73.12,0.0,0.0
1146,86.13,120.73,59.47,0.0,83.27
1147,62.9,65.24,114.15,0.0,0.0
1148,294.79,144.75,144.64,0.0,119.78
1149,89.31,66.72,93.84,0.0,131.99
1150,121.29,174.76,126.69,0.0,0.0
1151,120.03,141.91,75.9,0.0,0.0
1152,146.85,91.05,109.43,0.0,0.0
1153,167.31,107.59,67.9,0.0,0.0
1154,240.37,373.69,88.32,0.0,0.0
1155,123.13,164.48,120.74,1505.55,0.0
1156,78.79,136.64,74.84,1105.75,0.0
1157,255.61,170.72,155.66,1043.03,193.21
1158,61.57,138.75,205.25,0.0,0.0
1159,60.55,120.31,92.7,0.0,0.0
1160,174.22,283.34,164.88,0.0,110.77
1161,147.72,52.3,135.71,0.0,0.0
1162,32.29,166.44,104.84,0.0,0.0
1163,94.51,194.26,166.95,1653.36,134.83
1164,122.53,89.92,121.21,0.0,0.0
1165,77.21,35.07,127.5,0.0,81.4
1166,55.95,120.76,124.32,0.0,0.0
1167,33.83,188.13,205.51,0.0,0.0
1168,81.49,136.95,99.45,0.0,94.42
1169,67.19,157.22,172.47,0.0,0.0
1170,72.63,213.88,144.72,0.0,95.05
1171,160.24,138.86,118.48,0.0,0.0
1172,192.86,183.1,153.27,0.0,63.74
1173,137.31,136.25,147.37,0.0,0.0
1174,68.01,76.25,81.8,1189.79,0.0
1175,356.97,92.3,72.1,0.0,0.0
1176,46.5,193.41,191.87,0.0,0.0
1177,65.18,283.69,80.26,0.0,0.0
1178,148.63,72.72,68.26,0.0,0.0
1179,92.25,208.02,161.98,1265.28,139.53
1180,71.81,156.73,134.0,1014.0,53.56
1181,102.48,49.23,116.65,0.0,0.0
1182,73.23,154.59,180.99,828.34,63.56
1183,100.31,262.79,204.07,1139.66,0.0
1184,214.42,89.39,109.28,0.0,0.0
1185,35.05,33.0,120.52,0.0,73.51
1186,61.34,56.68,110.8,0.0,0.0
1187,96.82,302.86,106.24,0.0,0.0
1188,167.69,51.09,138.67,0.0,0.0
1189,170.82,148.5,172.11,1181.98,0.0
1190,88.45,72.89,66.95,0.0,0.0
1191,194.26,117.96,166.36,0.0,0.0
1192,80.26,162.21,214.94,942.36,0.0
1193,62.03,163.97,200.76,0.0,0.0
1194,70.03,87.58,114.44,0.0,0.0
1195,70.39,105.8,157.42,0.0,0.0
1196,90.27,119.06,93.52,0.0,53.96
1197,76.06,116.72,73.56,0.0,0.0
1198,99.12,37.28,52.08,0.0,0.0
1199,107.57,86.73,85.33,0.0,95.82
1200,83.06,198.98,175.5,0.0,0.0
1201,67.21,108.43,128.21,0.0,0.0
1202,163.03,143.51,95.06,1213.2,0.0
1203,166.45,77.3,69.79,0.0,132.01
1204,157.76,213.29,96.76,988.58,0.0
1205,152.12,50.1,112.86,0.0,106.97
1206,137.91,90.77,74.18,0.0,0.0
1207,45.28,82.6,71.07,0.0,0.0
1208,43.5,94.58,127.07,0.0,0.0
1209,157.76,127.12,154.51,0.0,108.5
1210,39.73,85.95,143.06,0.0,0.0
1211,76.86,84.56,65.62,1798.54,0.0
1212,315.49,202.77,164.07,1341.01,0.0
1213,124.46,167.03,202.03,0.0,0.0
1214,185.26,230.82,172.14,1168.49,86.82
1215,143.22,65.35,121.7,0.0,87.89
1216,376.94,292.22,198.48,1747.59,0.0
1217,110.37,132.05,115.24,0.0,0.0
1218,47.97,47.35,100.01,0.0,0.0
1219,170.03,101.68,123.79,0.0,100.98
1220,148.23,121.69,79.2,1695.88,0.0
1221,75.57,254.4,134.1,0.0,0.0
1222,104.67,192.81,164.89,1433.91,0.0
1223,79.16,202.22,69.6,0.0,0.0
1224,197.45,299.7,156.55,1673.54,0.0
1225,72.45,40.59,108.91,0.0,0.0
1226,135.08,117.59,140.04,0.0,0.0
1227,94.72,65.61,52.49,0.0,0.0
1228,42.68,33.91,100.56,0.0,90.24
1229,97.88,62.47,121.03,0.0,0.0
1230,158.24,269.74,109.63,1688.43,96.07
1231,38.88,189.1,121.1,829.35,145.45
1232,134.76,186.25,74.26,0.0,0.0
1233,293.9,270.18,114.87,0.0,105.43
1234,267.7,142.87,85.47,0.0,116.67
1235,103.28,120.75,95.83,0.0,127.19
1236,106.25,71.05,76.2,1392.29,0.0
1237,143.57,88.97,86.82,0.0,0.0
1238,268.65,102.98,100.24,0.0,0.0
1239,59.9,68.56,57.63,0.0,0.0
1240,64.21,156.57,105.13,989.28,0.0
1241,194.69,133.32,73.26,0.0,0.0
1242,154.34,130.34,160.67,0.0,0.0
1243,93.8,297.46,139.02,0.0,85.24
1244,61.33,72.36,100.14,0.0,0.0
1245,59.05,46.79,133.19,0.0,0.0
1246,194.35,214.44,189.19,1124.13,0.0
1247,59.5,52.03,54.84,0.0,0.0
