totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,savingsInvestmentsRate,monthsSaved,financialHealth
10945.08,837.75,-3227.57,37.63,17.73,9.79,0.0,9.79,0.53,FinanciallyDistressed
6522.69,1155.17,-1701.7,41.56,7.51,19.33,0.0,19.33,1.81,FinanciallyVulnerable
4939.8,0.0,-1123.76,42.9,4.0,0.0,0.0,0.0,0.02,FinanciallyDistressed
5212.52,0.0,-2404.07,54.61,15.77,0.0,0.0,0.0,1.65,FinanciallyDistressed
11641.67,436.24,1343.96,15.87,24.72,3.25,17.38,3.25,0.49,FinanciallyVulnerable
4874.39,382.37,156.26,29.1,7.45,7.06,0.0,7.06,0.54,FinanciallyStable
6437.48,192.98,-3616.79,40.74,11.71,6.4,11.55,6.4,1.54,FinanciallyVulnerable
4483.4,202.84,-924.4,41.91,0.25,5.39,0.0,5.39,3.61,FinanciallyVulnerable
13250.38,1443.16,-3646.67,36.1,3.98,13.06,0.0,13.06,0.09,FinanciallyVulnerable
4285.15,40.92,-2185.17,49.42,8.39,1.91,0.0,1.91,1.59,FinanciallyVulnerable
6740.34,0.0,-4354.83,72.49,6.77,0.0,0.0,0.0,1.47,FinanciallyDistressed
4588.02,0.0,-1621.73,59.72,0.02,0.0,0.0,0.0,1.44,FinanciallyDistressed
5481.37,248.48,-1881.72,43.19,8.64,6.46,0.0,6.46,0.83,FinanciallyDistressed
6565.43,122.82,-4058.53,74.11,27.5,4.67,8.58,4.67,0.68,FinanciallyDistressed
6263.77,489.01,-1359.72,37.32,16.15,9.07,10.38,9.07,1.58,FinanciallyVulnerable
3423.05,167.08,-1842.02,45.45,19.71,9.56,0.0,9.56,0.86,FinanciallyDistressed
5150.25,281.54,-1696.74,49.15,0.05,7.54,0.0,7.54,2.06,FinanciallyVulnerable
9762.89,927.21,-5161.81,62.22,0.06,16.77,0.0,16.77,0.37,FinanciallyDistressed
7027.75,0.0,-2990.74,73.24,10.97,0.0,9.98,0.0,1.85,FinanciallyDistressed
7417.0,0.0,-5288.78,95.58,0.35,0.0,0.0,0.0,0.06,FinanciallyDistressed
10237.3,220.66,-6270.48,91.88,10.52,5.27,0.0,5.27,0.22,FinanciallyDistressed
6115.71,202.52,-4645.83,83.0,18.62,12.11,15.36,12.11,2.97,FinanciallyDistressed
7294.88,92.54,-3343.17,67.46,4.85,2.29,0.0,2.29,1.44,FinanciallyDistressed
6178.26,0.0,-4109.43,72.09,26.71,0.0,15.4,0.0,1.42,FinanciallyDistressed
5515.25,0.0,648.77,23.07,10.02,0.0,0.0,0.0,0.57,FinanciallyStable
6427.66,0.0,-1131.05,36.56,16.17,0.0,0.0,0.0,1.27,FinanciallyVulnerable
5854.05,228.92,-1269.52,37.28,25.06,4.76,13.04,4.76,0.92,FinanciallyDistressed
6421.45,236.75,-1679.39,39.28,0.31,4.76,0.0,4.76,0.64,FinanciallyDistressed
5247.96,278.64,431.78,18.34,19.66,4.68,10.7,4.68,0.14,FinanciallyVulnerable
5926.78,130.82,-2078.76,38.92,25.54,3.29,0.0,3.29,5.98,FinanciallyVulnerable
13147.26,1759.14,-3317.03,34.01,9.89,15.18,0.0,15.18,1.37,FinanciallyStable
6676.91,128.62,-4302.43,75.24,7.57,5.14,0.0,5.14,3.59,FinanciallyVulnerable
5325.82,0.0,-1027.08,41.31,11.72,0.0,11.38,0.0,1.02,FinanciallyVulnerable
8299.03,655.71,-839.7,33.7,0.13,8.08,0.0,8.08,1.46,FinanciallyVulnerable
16344.85,1879.96,-5254.06,54.26,3.43,14.49,0.0,14.49,0.36,FinanciallyDistressed
5304.98,108.58,-2507.12,52.24,13.18,3.74,0.0,3.74,2.69,FinanciallyDistressed
9783.82,484.02,-6225.59,83.46,15.48,11.97,11.59,11.97,2.47,FinanciallyDistressed
6986.53,0.0,-304.95,23.37,25.04,0.0,24.54,0.0,1.16,FinanciallyVulnerable
10567.06,1036.04,-4206.22,54.13,9.12,14.01,0.0,14.01,1.22,FinanciallyVulnerable
9363.45,1635.58,-468.06,17.06,29.16,15.53,20.79,15.53,1.36,FinanciallyVulnerable
7370.11,375.0,-2435.11,62.12,20.88,7.06,16.75,7.06,0.71,FinanciallyDistressed
14055.87,1431.86,-5906.67,50.58,23.78,14.94,10.76,14.94,0.44,FinanciallyDistressed
10602.98,869.82,-6783.36,78.82,19.45,18.55,8.54,18.55,4.65,FinanciallyVulnerable
5230.06,1156.29,-927.02,24.69,12.89,21.18,0.0,21.18,0.57,FinanciallyVulnerable
3777.97,336.7,-428.27,27.9,11.31,9.13,0.0,9.13,1.65,FinanciallyVulnerable
6553.32,0.0,-3527.91,64.8,5.54,0.0,0.0,0.0,1.74,FinanciallyDistressed
5582.0,213.16,-3226.62,79.2,11.05,8.3,0.0,8.3,5.11,FinanciallyVulnerable
4130.75,361.12,-605.72,38.19,8.11,9.29,0.0,9.29,2.49,FinanciallyVulnerable
8606.67,0.0,3787.6,16.09,3.03,0.0,0.0,0.0,1.08,FinanciallyStable
5936.28,82.83,-4496.93,188.94,29.79,5.44,12.87,5.44,5.07,FinanciallyDistressed
6164.78,162.83,-2342.65,62.99,11.88,4.09,0.0,4.09,3.76,FinanciallyDistressed
11045.84,254.69,26.4,43.6,0.43,2.25,0.0,2.25,2.31,FinanciallyVulnerable
6672.08,667.03,2182.75,27.2,2.86,7.01,0.0,7.01,1.94,FinanciallyThriving
5119.77,731.09,-483.86,21.88,22.04,13.62,12.5,13.62,1.96,FinanciallyVulnerable
5023.11,502.98,-1814.51,43.91,14.29,13.55,0.0,13.55,2.1,FinanciallyVulnerable
4327.07,336.16,-2014.46,52.39,0.36,12.69,0.0,12.69,2.38,FinanciallyVulnerable
5051.74,622.78,128.58,31.28,7.3,10.73,0.0,10.73,0.56,FinanciallyStable
5864.78,1115.81,2884.6,13.89,13.47,11.31,0.0,11.31,0.04,FinanciallyStable
7833.85,275.6,-5110.91,58.93,27.95,9.19,21.94,9.19,2.16,FinanciallyDistressed
5623.79,201.75,-2245.31,58.67,1.05,5.64,0.0,5.64,4.71,FinanciallyVulnerable
11364.62,0.0,-2667.4,35.62,7.95,0.0,0.0,0.0,0.24,FinanciallyDistressed
8493.12,0.0,-6517.54,118.96,15.66,0.0,14.63,0.0,1.8,FinanciallyDistressed
10400.41,1096.93,425.05,27.13,1.69,9.2,0.0,9.2,1.81,FinanciallyStable
5728.22,90.07,-2516.76,55.52,11.66,2.73,0.0,2.73,4.2,FinanciallyDistressed
5866.88,659.55,841.69,24.87,6.2,8.95,0.0,8.95,1.64,FinanciallyStable
7028.39,1039.34,-462.84,28.95,11.74,13.67,0.0,13.67,1.71,FinanciallyStable
10291.11,2189.11,-3904.51,23.98,19.76,25.53,19.67,25.53,2.03,FinanciallyVulnerable
7048.57,231.2,-2891.65,39.15,9.7,5.27,9.44,5.27,0.64,FinanciallyVulnerable
14030.37,1782.24,-8524.31,82.75,8.14,24.45,0.0,24.45,3.86,FinanciallyVulnerable
5558.79,167.4,-2611.8,38.37,22.35,5.38,22.17,5.38,1.48,FinanciallyVulnerable
6220.06,0.0,-3446.19,65.13,1.01,0.0,0.0,0.0,0.19,FinanciallyDistressed
9170.99,980.69,-87.35,24.68,3.81,9.74,0.0,9.74,1.72,FinanciallyVulnerable
6202.73,494.0,-1768.42,45.99,5.97,10.02,0.0,10.02,0.07,FinanciallyVulnerable
7617.27,262.83,-2138.69,53.48,4.65,4.58,0.0,4.58,2.45,FinanciallyDistressed
5841.99,0.0,-3294.64,85.96,30.18,0.0,16.87,0.0,1.54,FinanciallyDistressed
4061.46,164.44,-1840.94,50.35,27.08,6.89,22.99,6.89,0.01,FinanciallyDistressed
5165.88,766.07,-943.03,48.82,0.59,15.36,0.0,15.36,1.73,FinanciallyVulnerable
7888.0,1716.04,-30.02,31.35,2.29,17.92,0.0,17.92,1.38,FinanciallyStable
13508.49,1972.76,-5149.89,48.68,0.22,19.09,0.0,19.09,2.35,FinanciallyVulnerable
8678.24,143.25,-4093.12,46.73,18.68,3.03,0.0,3.03,1.18,FinanciallyDistressed
8129.69,930.28,-1667.18,38.99,0.2,12.58,0.0,12.58,2.39,FinanciallyVulnerable
7887.83,340.57,-3902.94,84.52,8.11,7.87,0.0,7.87,2.24,FinanciallyDistressed
4499.79,303.06,-691.46,31.2,14.73,7.37,7.65,7.37,3.82,FinanciallyVulnerable
6141.0,618.84,-2532.95,48.12,21.27,14.64,9.47,14.64,2.57,FinanciallyVulnerable
6249.6,0.0,-2726.23,50.86,11.58,0.0,11.41,0.0,0.02,FinanciallyDistressed
7845.03,0.0,-4735.61,121.85,6.67,0.0,0.0,0.0,0.5,FinanciallyDistressed
7982.79,0.0,3373.88,18.15,10.49,0.0,10.32,0.0,1.72,FinanciallyStable
8151.75,215.29,-5709.15,101.29,14.9,8.1,0.0,8.1,2.32,FinanciallyDistressed
3345.31,80.51,-1236.71,58.96,4.26,3.68,0.0,3.68,4.57,FinanciallyDistressed
3951.5,52.26,-1458.33,39.09,18.57,2.05,9.25,2.05,0.14,FinanciallyDistressed
8084.66,1539.92,3986.12,23.57,0.11,11.31,0.0,11.31,1.12,FinanciallyThriving
7326.89,655.1,-3404.89,64.51,10.95,14.31,0.0,14.31,0.88,FinanciallyDistressed
12329.41,1606.65,-2361.47,29.94,14.04,13.88,0.0,13.88,1.46,FinanciallyStable
6045.42,0.0,-4572.51,109.99,6.78,0.0,0.0,0.0,1.58,FinanciallyDistressed
8451.19,0.0,-1330.32,26.04,21.8,0.0,19.06,0.0,3.51,FinanciallyVulnerable
12168.08,3043.76,-783.42,20.68,24.76,21.1,13.38,21.1,0.93,FinanciallyVulnerable
6258.96,374.37,-3050.92,74.11,11.45,10.45,0.0,10.45,2.04,FinanciallyVulnerable
7308.47,0.0,-4166.83,82.67,22.67,0.0,0.0,0.0,0.59,FinanciallyDistressed
7510.48,309.56,-2267.55,41.42,10.81,5.58,10.1,5.58,1.53,FinanciallyVulnerable
17634.83,1087.04,-7404.56,52.98,27.06,9.61,23.13,9.61,0.22,FinanciallyDistressed
7729.28,0.0,-1621.32,40.63,29.6,0.0,16.42,0.0,0.98,FinanciallyDistressed
8247.55,865.56,2312.21,20.96,12.8,7.58,0.0,7.58,1.82,FinanciallyThriving
5420.37,368.65,-2493.11,57.15,0.73,11.19,0.0,11.19,2.0,FinanciallyVulnerable
6250.6,0.0,-2882.09,51.79,26.64,0.0,25.81,0.0,0.01,FinanciallyDistressed
7851.1,264.21,429.99,17.14,23.38,3.09,22.91,3.09,0.97,FinanciallyVulnerable
4696.7,453.71,-1235.4,52.56,1.17,11.59,0.0,11.59,0.67,FinanciallyDistressed
7148.84,322.97,-3045.81,48.14,7.18,7.3,0.0,7.3,4.58,FinanciallyVulnerable
9394.39,2508.95,-1979.49,28.15,17.36,25.28,0.0,25.28,5.19,FinanciallyStable
5116.14,271.2,-1846.7,55.71,26.18,7.66,18.24,7.66,2.19,FinanciallyDistressed
5539.27,571.73,-859.69,33.06,8.89,10.89,0.0,10.89,2.56,FinanciallyVulnerable
3998.64,66.13,-2019.63,49.9,9.09,3.23,0.0,3.23,0.05,FinanciallyDistressed
9425.14,111.72,-5749.18,87.17,11.63,2.95,0.0,2.95,4.06,FinanciallyDistressed
10093.72,876.3,-6891.57,91.04,8.23,21.49,0.0,21.49,1.91,FinanciallyVulnerable
5311.47,1437.74,1433.1,17.03,0.55,17.57,0.0,17.57,3.44,FinanciallyThriving
4093.95,0.0,-695.73,41.51,0.74,0.0,0.0,0.0,0.48,FinanciallyDistressed
6943.99,0.0,-2492.55,40.98,34.8,0.0,22.82,0.0,1.19,FinanciallyDistressed
9876.61,0.0,-5812.34,93.83,0.09,0.0,0.0,0.0,1.23,FinanciallyDistressed
5056.16,56.82,-2787.66,75.56,15.26,2.44,14.51,2.44,1.65,FinanciallyDistressed
16123.86,693.07,-5312.91,55.65,11.81,6.02,0.0,6.02,0.7,FinanciallyDistressed
3924.1,359.28,-1607.11,39.11,22.05,13.42,14.59,13.42,5.23,FinanciallyVulnerable
6368.37,2107.01,328.47,23.63,3.74,23.93,0.0,23.93,4.93,FinanciallyThriving
3219.86,60.17,-968.76,45.37,0.82,2.6,0.0,2.6,2.58,FinanciallyVulnerable
4017.65,461.64,-1092.34,43.53,1.4,13.63,0.0,13.63,0.32,FinanciallyVulnerable
11821.47,0.0,-7766.26,110.84,16.35,0.0,0.0,0.0,0.37,FinanciallyDistressed
11810.37,291.63,-7264.72,89.01,17.21,6.03,13.13,6.03,1.67,FinanciallyDistressed
6502.2,96.04,-4147.15,75.0,5.56,3.92,0.0,3.92,1.13,FinanciallyDistressed
7601.78,582.11,307.82,25.51,23.99,6.86,18.72,6.86,2.92,FinanciallyStable
4836.6,0.0,-659.79,43.99,8.83,0.0,8.77,0.0,0.97,FinanciallyDistressed
14163.94,333.61,1937.98,31.84,20.4,2.03,8.91,2.03,1.42,FinanciallyStable
9719.32,105.53,-3266.38,43.03,0.56,1.61,0.0,1.61,1.14,FinanciallyVulnerable
4445.77,0.0,-1112.16,43.63,5.65,0.0,0.0,0.0,0.2,FinanciallyDistressed
8987.1,788.24,-2014.47,36.21,5.11,10.16,0.0,10.16,0.55,FinanciallyVulnerable
5716.54,0.0,-2149.48,68.1,17.08,0.0,9.16,0.0,1.84,FinanciallyDistressed
5901.18,250.11,-1914.68,36.92,22.95,5.9,17.56,5.9,0.9,FinanciallyDistressed
10172.45,1416.53,1433.79,30.77,0.13,10.88,0.0,10.88,1.99,FinanciallyStable
9232.09,584.5,-2480.76,51.35,8.06,7.97,0.0,7.97,0.73,FinanciallyDistressed
7351.03,138.83,-4312.62,54.92,20.39,4.37,13.41,4.37,2.41,FinanciallyDistressed
5852.85,268.4,-2885.52,70.55,12.07,8.29,10.87,8.29,4.21,FinanciallyVulnerable
6281.1,151.24,-3137.31,75.43,9.29,4.59,0.0,4.59,1.11,FinanciallyDistressed
3117.96,0.0,-536.67,50.89,1.3,0.0,0.0,0.0,0.22,FinanciallyDistressed
8485.77,0.0,-5030.81,57.68,14.16,0.0,13.97,0.0,1.77,FinanciallyDistressed
5165.17,0.0,-478.58,31.82,9.62,0.0,0.0,0.0,0.7,FinanciallyDistressed
6377.66,0.0,-1508.6,47.87,16.71,0.0,13.65,0.0,1.41,FinanciallyDistressed
5381.26,226.9,-2667.18,76.5,7.49,7.72,0.0,7.72,1.63,FinanciallyDistressed
6191.08,189.65,-2906.26,87.45,0.07,5.46,0.0,5.46,5.87,FinanciallyVulnerable
9504.3,0.0,-5202.83,73.13,0.8,0.0,0.0,0.0,1.29,FinanciallyDistressed
4412.98,0.0,-2459.46,63.88,3.74,0.0,0.0,0.0,1.94,FinanciallyDistressed
4138.4,118.39,-1390.96,31.31,25.29,4.13,0.0,4.13,1.6,FinanciallyVulnerable
10203.38,1987.6,-2581.57,32.3,28.46,20.68,17.4,20.68,2.76,FinanciallyVulnerable
7900.55,3297.46,1883.37,25.53,1.52,25.21,0.0,25.21,4.16,FinanciallyThriving
6523.33,263.5,-2261.53,60.56,5.24,5.82,0.0,5.82,1.39,FinanciallyDistressed
9065.51,416.45,-4341.99,74.5,13.58,8.1,13.19,8.1,1.34,FinanciallyDistressed
6066.79,0.0,-3063.95,77.14,6.96,0.0,0.0,0.0,0.16,FinanciallyDistressed
7674.1,1206.9,293.75,29.23,13.46,13.15,13.03,13.15,2.04,FinanciallyStable
7355.33,181.44,-4679.33,118.4,1.27,6.35,0.0,6.35,0.59,FinanciallyDistressed
13518.5,2209.93,-817.56,41.95,0.19,14.82,0.0,14.82,1.4,FinanciallyVulnerable
4938.11,435.54,-1825.26,50.77,0.91,12.27,0.0,12.27,1.39,FinanciallyVulnerable
4295.02,290.84,-1529.55,43.35,11.77,9.52,0.0,9.52,4.81,FinanciallyVulnerable
12204.95,1235.54,-1599.04,44.12,0.33,10.43,0.0,10.43,0.6,FinanciallyVulnerable
7730.25,0.0,-5416.18,61.08,21.59,0.0,12.03,0.0,0.79,FinanciallyDistressed
5301.35,687.03,-1029.78,38.28,11.48,13.86,0.0,13.86,4.28,FinanciallyStable
12076.0,1156.12,-3034.32,29.3,26.95,11.34,17.03,11.34,2.95,FinanciallyVulnerable
8980.24,0.0,-6488.28,80.01,16.08,0.0,15.59,0.0,0.09,FinanciallyDistressed
7152.77,354.8,-2528.33,35.51,8.31,7.13,0.0,7.13,0.1,FinanciallyVulnerable
9912.87,901.47,-4704.84,33.81,21.38,14.76,10.97,14.76,0.65,FinanciallyVulnerable
6679.26,585.94,-2120.64,26.94,16.79,11.39,0.0,11.39,2.39,FinanciallyVulnerable
8464.27,108.02,-5251.58,74.36,14.3,3.25,0.0,3.25,1.79,FinanciallyDistressed
7402.83,2132.69,356.1,19.54,20.64,21.56,20.38,21.56,1.52,FinanciallyStable
6388.94,547.39,-3861.34,52.15,23.05,17.8,7.94,17.8,2.7,FinanciallyVulnerable
5859.25,368.08,-3630.75,107.96,9.65,14.18,0.0,14.18,2.68,FinanciallyVulnerable
6608.21,194.26,-4452.3,76.09,7.0,8.27,0.0,8.27,2.25,FinanciallyDistressed
8639.21,309.02,-5775.5,85.16,11.4,9.74,0.0,9.74,1.43,FinanciallyDistressed
2833.89,185.49,-655.0,34.46,0.14,7.85,0.0,7.85,1.79,FinanciallyVulnerable
7940.04,1157.99,-317.87,34.27,11.8,13.19,0.0,13.19,1.16,FinanciallyVulnerable
5407.74,0.0,-2690.66,64.54,14.67,0.0,14.01,0.0,0.09,FinanciallyDistressed
8311.23,160.08,-6229.44,100.35,10.26,7.14,0.0,7.14,3.34,FinanciallyVulnerable
12115.3,299.17,-9010.09,98.29,23.18,8.79,13.27,8.79,2.35,FinanciallyDistressed
5643.3,0.0,-1563.89,30.29,25.31,0.0,11.17,0.0,0.1,FinanciallyDistressed
7947.41,778.82,-2902.18,34.0,0.86,13.37,0.0,13.37,0.42,FinanciallyVulnerable
6526.55,123.61,-3977.45,64.31,6.29,4.62,0.0,4.62,1.49,FinanciallyDistressed
4974.23,405.96,-2328.79,64.81,16.71,13.3,12.9,13.3,2.68,FinanciallyDistressed
4586.63,271.37,-1021.54,47.57,9.59,7.07,0.0,7.07,2.2,FinanciallyVulnerable
5913.62,141.67,-3002.87,68.09,1.08,4.64,0.0,4.64,1.09,FinanciallyDistressed
5695.29,192.78,-3658.74,108.53,5.79,8.65,0.0,8.65,0.63,FinanciallyDistressed
4926.74,0.0,-2360.47,69.05,16.98,0.0,0.0,0.0,1.56,FinanciallyDistressed
10676.23,718.25,-6639.95,91.01,20.11,15.11,18.7,15.11,1.31,FinanciallyDistressed
10466.21,632.85,-6340.09,84.36,11.63,13.3,0.0,13.3,0.4,FinanciallyDistressed
5848.91,246.83,-2832.16,89.51,1.15,7.56,0.0,7.56,1.33,FinanciallyDistressed
7326.39,0.0,-1889.54,33.02,22.25,0.0,0.0,0.0,1.95,FinanciallyVulnerable
5231.96,736.03,914.26,18.11,14.61,10.69,0.0,10.69,0.41,FinanciallyStable
10195.24,1519.25,-737.81,35.26,19.43,13.84,12.16,13.84,0.63,FinanciallyVulnerable
4287.17,449.04,395.86,27.29,8.9,8.75,0.0,8.75,2.94,FinanciallyStable
5665.19,158.03,-3135.24,61.93,24.44,5.88,14.3,5.88,0.98,FinanciallyDistressed
8312.72,0.0,-5212.73,83.5,27.91,0.0,12.77,0.0,1.38,FinanciallyDistressed
4842.79,970.65,-940.68,31.1,0.26,19.92,0.0,19.92,5.23,FinanciallyStable
6575.21,131.58,-1518.35,50.4,4.48,2.54,0.0,2.54,3.17,FinanciallyDistressed
8328.88,0.0,-929.83,30.82,27.73,0.0,18.76,0.0,3.1,FinanciallyVulnerable
9293.09,1823.21,-1786.08,33.31,6.95,19.54,0.0,19.54,1.01,FinanciallyStable
3799.2,0.0,-698.6,26.01,9.92,0.0,0.0,0.0,1.86,FinanciallyVulnerable
4358.74,346.21,-1033.06,31.18,21.06,9.43,19.98,9.43,2.88,FinanciallyVulnerable
5871.82,0.0,-3902.75,51.81,0.3,0.0,0.0,0.0,0.29,FinanciallyDistressed
8465.07,0.0,-5705.7,100.39,7.62,0.0,0.0,0.0,0.76,FinanciallyDistressed
10935.83,153.24,-6396.05,61.9,13.43,3.27,12.98,3.27,0.35,FinanciallyDistressed
4177.95,367.84,-2186.75,48.06,24.2,15.59,0.0,15.59,1.34,FinanciallyVulnerable
14657.88,1721.8,-1456.94,48.87,5.06,11.54,0.0,11.54,2.43,FinanciallyVulnerable
5964.47,312.71,-3711.7,63.98,13.89,12.19,10.0,12.19,0.21,FinanciallyDistressed
8800.38,0.0,-3836.87,68.22,12.22,0.0,0.0,0.0,0.15,FinanciallyDistressed
11854.33,850.48,-6643.54,77.49,16.09,14.03,11.84,14.03,0.3,FinanciallyDistressed
5044.13,361.5,528.77,17.82,9.97,6.09,0.0,6.09,0.86,FinanciallyStable
6856.83,0.0,-3428.67,50.34,8.91,0.0,0.0,0.0,0.29,FinanciallyDistressed
6297.04,504.27,-2180.08,35.12,15.02,10.91,0.0,10.91,1.53,FinanciallyVulnerable
5545.5,155.16,-561.12,30.15,9.69,3.02,0.0,3.02,1.35,FinanciallyVulnerable
5702.52,335.26,-1149.48,28.6,19.29,6.86,10.21,6.86,5.58,FinanciallyVulnerable
5505.14,0.0,-3790.77,75.56,9.21,0.0,0.0,0.0,1.89,FinanciallyDistressed
4826.02,0.0,-2030.96,65.72,18.35,0.0,18.04,0.0,0.76,FinanciallyDistressed
5230.22,368.73,-454.44,28.36,9.4,7.17,0.0,7.17,1.11,FinanciallyVulnerable
5643.31,520.62,-2852.77,42.08,12.3,15.72,0.0,15.72,4.52,FinanciallyStable
9399.95,746.98,-3439.68,39.3,13.86,11.14,0.0,11.14,2.14,FinanciallyVulnerable
6104.65,0.0,-3056.59,75.99,30.45,0.0,13.94,0.0,0.09,FinanciallyDistressed
6826.6,325.78,-3396.88,61.71,7.59,8.67,0.0,8.67,3.61,FinanciallyVulnerable
6948.78,162.67,-3262.89,86.47,0.76,4.23,0.0,4.23,3.64,FinanciallyDistressed
4179.71,118.4,-1130.54,52.81,8.21,3.74,0.0,3.74,0.72,FinanciallyDistressed
5658.68,387.9,-1048.53,22.31,6.26,7.76,0.0,7.76,0.68,FinanciallyVulnerable
7085.16,339.6,-2208.36,29.13,0.44,6.51,0.0,6.51,0.95,FinanciallyVulnerable
5146.59,602.91,-2253.19,58.21,0.82,17.24,0.0,17.24,0.43,FinanciallyDistressed
6436.68,217.94,-1908.93,49.77,18.33,4.59,10.86,4.59,1.59,FinanciallyDistressed
10163.67,0.0,-5636.29,82.21,7.13,0.0,0.0,0.0,0.8,FinanciallyDistressed
4464.33,346.29,-714.28,43.42,11.32,8.45,0.0,8.45,2.93,FinanciallyVulnerable
6704.45,0.0,-4332.16,70.88,9.48,0.0,0.0,0.0,0.45,FinanciallyDistressed
6372.5,0.0,-2194.05,62.18,13.79,0.0,13.44,0.0,1.13,FinanciallyDistressed
4371.24,279.51,-2494.36,89.41,10.88,12.96,0.0,12.96,1.51,FinanciallyVulnerable
4493.14,504.44,-1352.9,42.1,4.94,13.84,0.0,13.84,0.98,FinanciallyVulnerable
9209.08,763.33,-5846.22,80.17,15.3,18.5,15.19,18.5,4.4,FinanciallyVulnerable
4876.85,174.09,-2635.69,54.91,6.36,7.21,0.0,7.21,3.67,FinanciallyVulnerable
3970.89,0.0,-844.29,32.19,0.63,0.0,0.0,0.0,0.91,FinanciallyDistressed
4733.66,0.0,-1667.07,44.59,8.54,0.0,0.0,0.0,1.5,FinanciallyVulnerable
5794.03,1151.44,3242.22,17.17,0.21,11.3,0.0,11.3,1.77,FinanciallyThriving
5602.86,71.36,-3953.33,75.44,16.7,4.15,10.15,4.15,0.22,FinanciallyDistressed
6405.98,0.0,-2989.88,73.86,12.94,0.0,0.0,0.0,1.47,FinanciallyDistressed
5020.66,150.47,-1688.05,38.37,19.6,4.32,18.54,4.32,0.1,FinanciallyDistressed
8872.13,0.0,-6188.79,124.53,0.67,0.0,0.0,0.0,0.34,FinanciallyDistressed
7518.64,802.84,-2619.87,40.84,0.46,14.08,0.0,14.08,0.75,FinanciallyVulnerable
12674.73,0.0,-8637.17,101.02,26.71,0.0,22.41,0.0,0.11,FinanciallyDistressed
16376.09,843.65,-988.68,47.87,7.26,5.2,0.0,5.2,1.4,FinanciallyVulnerable
8836.36,810.28,-1421.01,23.72,21.84,9.85,12.56,9.85,4.9,FinanciallyVulnerable
5276.18,510.63,-906.06,22.8,21.16,10.46,10.6,10.46,1.28,FinanciallyVulnerable
9396.59,1440.56,-4144.37,61.35,0.34,21.52,0.0,21.52,1.33,FinanciallyVulnerable
10174.93,438.86,-2012.7,36.38,2.62,5.1,0.0,5.1,3.73,FinanciallyVulnerable
7778.41,267.92,-3138.93,54.25,30.08,5.46,18.39,5.46,1.72,FinanciallyDistressed
7316.62,0.0,-1008.84,26.92,27.07,0.0,15.29,0.0,1.25,FinanciallyVulnerable
6378.74,215.56,-4227.57,80.65,3.54,9.11,0.0,9.11,2.01,FinanciallyDistressed
4504.12,171.46,-2359.19,46.02,25.97,7.4,9.41,7.4,0.11,FinanciallyDistressed
4276.84,0.0,-1018.28,48.36,3.16,0.0,0.0,0.0,1.05,FinanciallyVulnerable
9467.03,1084.78,-1455.36,31.58,14.16,11.93,0.0,11.93,0.25,FinanciallyVulnerable
10412.79,1346.33,-2901.45,42.63,17.69,15.2,0.0,15.2,0.49,FinanciallyVulnerable
6443.78,366.4,-3621.53,64.08,31.77,11.49,21.02,11.49,4.4,FinanciallyDistressed
8443.58,396.61,-1953.25,51.03,2.53,5.76,0.0,5.76,0.02,FinanciallyDistressed
5790.27,0.0,-1624.42,57.1,1.07,0.0,0.0,0.0,0.24,FinanciallyDistressed
4194.79,325.91,-1563.79,42.2,16.4,11.02,0.0,11.02,0.95,FinanciallyDistressed
6783.67,0.0,-3130.44,74.66,11.33,0.0,0.0,0.0,0.74,FinanciallyDistressed
9237.12,0.0,-6114.56,99.66,0.17,0.0,0.0,0.0,0.58,FinanciallyDistressed
3949.19,0.0,-230.8,29.86,0.71,0.0,0.0,0.0,1.02,FinanciallyVulnerable
6937.14,694.32,-2646.14,46.55,24.63,13.93,23.85,13.93,5.28,FinanciallyVulnerable
5278.29,555.26,-359.8,37.04,7.7,10.14,0.0,10.14,0.46,FinanciallyVulnerable
9522.33,302.71,-7032.0,89.5,16.67,10.84,0.0,10.84,3.72,FinanciallyVulnerable
4421.54,443.35,-1181.15,32.28,2.29,12.04,0.0,12.04,2.83,FinanciallyVulnerable
8733.12,1562.54,-794.18,23.41,13.31,16.45,0.0,16.45,2.9,FinanciallyStable
12772.25,1202.84,-5165.8,55.99,4.96,13.65,0.0,13.65,1.75,FinanciallyVulnerable
5578.11,0.0,-1735.89,49.55,22.49,0.0,12.25,0.0,0.97,FinanciallyDistressed
6203.42,106.96,-3832.68,53.37,0.61,4.32,0.0,4.32,1.24,FinanciallyDistressed
6830.18,921.43,763.57,24.84,4.51,10.82,0.0,10.82,0.47,FinanciallyStable
9798.29,370.15,-2015.37,26.52,21.94,4.54,18.51,4.54,0.97,FinanciallyDistressed
4423.81,309.28,-2329.32,65.76,0.65,12.87,0.0,12.87,2.45,FinanciallyVulnerable
6541.1,410.18,-3262.79,66.61,1.15,11.12,0.0,11.12,0.29,FinanciallyDistressed
9717.39,1319.13,-2648.69,33.04,13.97,15.73,0.0,15.73,2.61,FinanciallyStable
4278.68,0.0,-2403.69,46.64,25.95,0.0,8.65,0.0,1.86,FinanciallyDistressed
5994.79,1492.41,575.7,19.22,11.76,18.51,0.0,18.51,1.36,FinanciallyThriving
7073.41,399.02,-2615.53,52.55,9.55,8.22,0.0,8.22,0.67,FinanciallyDistressed
