personID,housingStatus,housingCost,propertyTax,hoaFees,homeInsurance,utilities,internet,phone
886,Rent,3514.5,0.0,0.0,21.02,304.83,106.74,94.78
887,Rent,2378.53,0.0,0.0,25.33,191.63,77.02,113.9
888,Rent,1247.8,0.0,0.0,31.46,165.32,114.87,53.29
889,Rent,2727.4,0.0,0.0,17.21,220.03,60.68,223.19
890,Rent,3112.03,0.0,0.0,22.18,310.63,73.56,163.61
891,Own,1110.33,92.53,0.0,118.26,191.43,79.8,41.75
892,Own,2320.68,193.39,0.0,180.76,193.31,98.09,90.73
893,Own,2027.22,168.94,0.0,173.42,169.42,63.67,67.38
894,Own,2499.67,208.31,0.0,128.01,253.14,50.69,214.01
895,Own,1189.09,99.09,370.68,159.74,152.8,118.36,62.47
896,Rent,2224.66,0.0,0.0,22.89,239.15,112.91,85.9
897,Own,4932.03,411.0,0.0,148.56,263.32,71.02,212.69
898,Rent,1903.97,0.0,0.0,34.82,212.55,83.84,57.05
899,Rent,1322.45,0.0,0.0,25.71,213.75,84.22,216.7
900,Rent,2114.97,0.0,0.0,34.77,160.74,110.85,29.78
901,Own,2162.03,180.17,0.0,169.66,184.6,91.79,129.15
902,Rent,1580.83,0.0,0.0,17.41,183.31,107.85,49.05
903,Rent,2457.05,0.0,0.0,30.92,256.54,113.84,282.7
904,Own,2770.97,230.91,0.0,99.35,295.23,89.62,217.24
905,Own,874.52,72.88,391.13,143.88,172.23,69.98,72.94
906,Rent,1549.74,0.0,0.0,27.26,165.45,84.91,22.32
907,Own,2552.41,212.7,358.87,187.07,189.68,109.56,59.25
908,Rent,2029.17,0.0,0.0,19.21,191.2,90.85,81.81
909,Own,2125.96,177.16,286.17,185.11,181.51,112.7,108.35
910,Own,2673.08,222.76,0.0,192.14,263.31,112.68,152.49
911,Rent,3048.71,0.0,0.0,16.79,256.44,76.14,236.61
912,Rent,2791.33,0.0,0.0,32.71,211.35,81.37,87.25
913,Rent,1339.91,0.0,0.0,20.18,249.19,97.45,159.11
914,Rent,2925.27,0.0,0.0,16.62,209.59,57.77,125.66
915,Own,2546.66,212.22,0.0,195.03,219.87,82.59,143.86
916,Own,1514.19,126.18,193.08,127.06,215.51,60.46,153.99
917,Own,1688.52,140.71,0.0,154.76,196.24,109.36,46.59
918,Rent,2212.16,0.0,0.0,26.06,196.67,115.99,212.46
919,Own,2282.7,190.22,0.0,105.58,258.52,59.91,316.18
920,Rent,1788.09,0.0,0.0,28.39,158.78,96.71,88.67
921,Own,1210.97,100.91,0.0,85.53,168.77,94.56,100.22
922,Rent,3077.82,0.0,0.0,19.06,187.38,103.21,21.79
923,Own,2978.15,248.18,0.0,193.36,191.06,98.7,94.77
924,Rent,3095.23,0.0,0.0,34.07,173.42,65.2,130.34
925,Own,3930.77,327.56,0.0,137.92,151.3,70.38,81.19
926,Rent,1158.92,0.0,0.0,18.38,200.08,61.57,64.84
927,Own,4971.58,414.3,336.07,130.59,247.47,114.48,120.02
928,Own,5537.08,461.42,296.68,185.25,235.01,86.53,118.79
929,Own,1854.98,154.58,0.0,88.43,191.37,118.33,97.38
930,Own,2232.94,186.08,222.49,95.34,145.54,81.45,57.79
931,Rent,1353.64,0.0,0.0,32.91,240.49,88.69,42.47
932,Rent,4229.88,0.0,0.0,23.31,237.77,105.25,150.06
933,Own,1916.76,159.73,0.0,90.02,140.38,105.81,36.43
934,Rent,2326.52,0.0,0.0,17.78,282.21,66.18,246.51
935,Own,2017.18,168.1,0.0,185.89,305.86,70.18,228.94
936,Own,1874.97,156.25,64.28,138.81,185.65,56.85,65.87
937,Rent,1121.01,0.0,0.0,18.26,162.44,106.38,41.83
938,Own,4263.54,355.3,0.0,187.29,264.56,105.57,261.96
939,Rent,1677.63,0.0,0.0,31.91,159.35,55.69,118.82
940,Own,1336.64,111.39,0.0,82.76,263.1,68.02,262.22
941,Own,2605.76,217.15,0.0,149.72,192.91,81.49,194.05
942,Rent,1996.95,0.0,0.0,19.89,174.98,87.92,46.75
943,Own,2410.98,200.92,0.0,143.98,191.94,86.58,80.49
944,Rent,992.65,0.0,0.0,20.59,171.11,118.82,62.08
945,Own,2180.44,181.7,0.0,117.91,252.19,103.49,119.65
946,Rent,1285.6,0.0,0.0,27.04,143.96,57.92,24.92
947,Rent,1995.6,0.0,0.0,25.78,170.82,70.55,67.24
948,Own,2157.19,179.77,0.0,127.42,186.82,74.18,83.69
949,Own,2649.64,220.8,0.0,92.91,126.22,72.06,27.29
950,Own,1635.84,136.32,0.0,196.33,203.11,105.02,166.67
951,Rent,3117.06,0.0,0.0,18.49,157.7,75.24,68.94
952,Rent,1195.22,0.0,0.0,27.66,186.61,84.47,134.71
953,Rent,2053.61,0.0,0.0,16.65,267.79,87.34,201.98
954,Rent,1111.33,0.0,0.0,28.77,159.61,68.93,24.84
955,Own,2917.77,243.15,0.0,91.38,194.39,72.59,116.63
956,Rent,1230.82,0.0,0.0,19.59,207.43,104.6,53.49
957,Own,3472.11,289.34,258.98,157.64,200.93,110.67,63.12
958,Rent,2628.57,0.0,0.0,20.66,236.01,52.6,139.06
959,Rent,3033.13,0.0,0.0,25.66,190.98,92.36,74.3
960,Rent,1761.27,0.0,0.0,17.49,149.81,94.34,81.03
961,Rent,2523.81,0.0,0.0,19.05,140.83,101.61,25.2
962,Own,1426.49,118.87,0.0,168.05,242.74,98.57,210.47
963,Own,4070.08,339.17,0.0,84.22,311.07,111.42,109.73
964,Own,1419.22,118.27,0.0,93.42,195.77,55.49,43.42
965,Own,4059.01,338.25,0.0,105.79,209.32,77.19,336.99
966,Rent,1304.34,0.0,0.0,15.4,243.68,104.75,101.48
967,Rent,1598.95,0.0,0.0,16.91,170.13,109.26,51.55
968,Own,1211.16,100.93,0.0,113.77,145.44,68.53,26.99
969,Own,3302.49,275.21,0.0,91.15,194.93,90.97,126.81
970,Rent,3184.9,0.0,0.0,32.32,187.56,62.65,87.14
971,Own,2575.24,214.6,0.0,87.93,191.64,109.56,118.99
972,Own,3226.9,268.91,0.0,183.32,277.61,101.13,132.34
973,Own,1601.38,133.45,0.0,178.74,193.55,65.54,117.2
974,Rent,2487.94,0.0,0.0,17.02,235.23,93.66,224.83
975,Own,1925.98,160.5,223.91,83.02,221.43,85.65,202.6
976,Own,3913.55,326.13,178.79,86.0,187.73,68.12,219.83
977,Rent,3935.13,0.0,0.0,26.81,284.12,112.52,286.78
978,Own,1228.86,102.4,106.21,160.44,179.53,60.35,74.51
979,Own,2920.44,243.37,0.0,154.48,311.49,82.72,256.83
980,Rent,2026.97,0.0,0.0,25.83,281.45,90.8,140.2
981,Own,1922.04,160.17,0.0,100.96,266.94,107.65,281.3
982,Rent,1811.51,0.0,0.0,31.82,176.73,60.51,132.86
983,Rent,3000.85,0.0,0.0,21.55,321.02,92.64,98.61
984,Own,1218.69,101.56,130.61,198.34,226.08,50.46,214.5
985,Rent,1749.0,0.0,0.0,22.7,178.48,107.58,80.28
986,Rent,2904.41,0.0,0.0,20.26,276.22,66.43,188.57
987,Own,1818.71,151.56,0.0,187.31,178.61,100.46,38.88
988,Own,1350.1,112.51,297.29,148.09,186.23,92.13,75.2
989,Rent,1794.34,0.0,0.0,29.44,248.81,53.51,145.14
990,Own,3828.73,319.06,0.0,129.01,242.78,62.83,103.78
991,Rent,2769.83,0.0,0.0,32.74,234.0,68.74,86.82
992,Rent,2062.69,0.0,0.0,33.35,141.79,112.07,42.69
993,Own,3208.2,267.35,0.0,132.41,309.47,83.66,302.76
994,Own,2585.79,215.48,105.16,108.89,173.03,113.95,60.5
995,Own,2326.19,193.85,0.0,157.72,284.84,53.32,360.39
996,Rent,911.69,0.0,0.0,34.09,176.17,50.46,118.59
997,Rent,1342.72,0.0,0.0,27.45,237.6,116.38,235.6
998,Own,1686.95,140.58,0.0,194.51,179.95,100.67,43.21
999,Rent,1007.68,0.0,0.0,21.88,181.47,104.83,73.12
1000,Rent,914.43,0.0,0.0,33.3,173.0,114.11,20.02
1001,Own,5824.56,485.38,75.8,93.51,262.94,118.92,96.83
1002,Own,2200.26,183.36,0.0,123.06,314.56,56.84,256.89
1003,Rent,2662.36,0.0,0.0,24.89,187.29,61.08,181.89
1004,Rent,2855.37,0.0,0.0,28.06,201.49,63.2,69.85
1005,Own,2295.5,191.29,137.63,115.3,223.37,107.29,158.14
1006,Own,1737.55,144.8,0.0,190.91,284.23,74.89,246.31
1007,Rent,1504.62,0.0,0.0,33.07,167.57,91.53,97.98
1008,Own,2149.27,179.11,0.0,175.92,192.17,109.87,105.51
1009,Rent,2288.64,0.0,0.0,17.29,166.07,97.82,74.66
1010,Own,2278.45,189.87,0.0,89.39,242.85,54.58,222.91
1011,Rent,2726.39,0.0,0.0,24.96,274.8,81.2,221.98
1012,Own,2040.01,170.0,0.0,171.84,162.53,54.73,100.36
1013,Own,3107.25,258.94,0.0,94.79,192.63,83.52,112.49
1014,Rent,2409.29,0.0,0.0,27.83,190.43,65.35,101.61
1015,Own,2321.66,193.47,296.07,143.34,193.22,50.09,162.74
1016,Own,2890.14,240.84,0.0,167.12,202.26,106.92,74.26
1017,Own,3108.34,259.03,0.0,132.25,183.18,117.86,164.41
1018,Rent,1793.7,0.0,0.0,28.87,236.87,117.49,162.63
1019,Rent,1363.46,0.0,0.0,18.19,149.2,70.94,69.69
1020,Rent,1481.73,0.0,0.0,19.29,143.6,108.01,33.07
1021,Rent,1161.08,0.0,0.0,33.07,170.55,97.51,58.37
1022,Rent,3419.0,0.0,0.0,21.59,202.85,106.01,89.58
1023,Own,2680.87,223.41,0.0,198.26,208.83,109.24,54.29
1024,Own,1908.19,159.02,279.88,85.54,273.79,118.62,149.56
1025,Own,1698.59,141.55,0.0,139.51,198.38,60.62,46.3
1026,Rent,2024.43,0.0,0.0,21.5,186.62,103.88,75.13
1027,Rent,2073.04,0.0,0.0,34.92,214.2,101.39,23.8
1028,Rent,1034.46,0.0,0.0,34.8,188.04,70.14,70.9
1029,Own,4255.54,354.63,292.74,108.23,253.08,77.48,127.98
1030,Rent,2239.94,0.0,0.0,20.35,227.6,62.37,194.86
1031,Rent,792.07,0.0,0.0,29.99,203.56,113.93,69.84
1032,Rent,3701.33,0.0,0.0,32.79,269.57,111.55,91.44
1033,Rent,2095.02,0.0,0.0,28.27,204.95,92.98,68.9
1034,Rent,1644.64,0.0,0.0,32.29,191.35,85.81,52.77
1035,Rent,2841.11,0.0,0.0,16.27,188.89,66.3,131.65
1036,Own,1538.54,128.21,0.0,156.86,224.05,105.27,59.43
1037,Rent,1903.18,0.0,0.0,29.0,133.95,50.57,51.17
1038,Own,3089.69,257.47,0.0,102.84,183.66,82.4,79.2
1039,Own,1421.9,118.49,0.0,173.36,185.94,110.24,60.17
1040,Own,7188.05,599.0,0.0,193.31,223.44,93.29,210.08
1041,Own,6668.22,555.69,0.0,187.76,224.77,94.46,328.07
1042,Rent,1634.03,0.0,0.0,19.9,195.03,54.95,46.42
1043,Own,2070.37,172.53,0.0,118.88,282.61,70.07,131.68
1044,Own,2968.33,247.36,0.0,139.95,238.89,97.17,153.55
1045,Rent,1393.57,0.0,0.0,18.17,211.85,53.47,136.85
1046,Own,2848.07,237.34,243.05,194.47,194.36,73.17,194.22
1047,Own,2924.55,243.71,0.0,99.39,199.82,74.78,172.12
1048,Own,2882.85,240.24,0.0,171.37,161.71,84.91,51.57
1049,Own,3379.96,281.66,0.0,120.97,216.92,75.37,218.92
1050,Own,2440.58,203.38,180.32,148.85,137.33,81.79,31.75
1051,Own,2691.35,224.28,0.0,85.66,208.01,88.29,105.47
1052,Rent,1794.26,0.0,0.0,19.1,281.37,58.98,188.63
1053,Own,3041.81,253.48,0.0,133.33,211.22,62.63,82.29
1054,Own,3071.81,255.98,159.3,161.26,170.56,108.28,137.65
1055,Rent,1519.01,0.0,0.0,30.55,152.78,82.18,65.62
1056,Rent,1615.62,0.0,0.0,15.6,251.0,74.86,72.66
1057,Rent,1540.44,0.0,0.0,18.05,159.71,80.37,74.22
1058,Own,1397.48,116.46,343.97,167.58,246.21,62.24,97.95
1059,Own,2546.37,212.2,0.0,177.57,277.68,66.79,127.37
1060,Rent,2886.73,0.0,0.0,19.73,229.0,86.09,287.64
1061,Rent,2389.3,0.0,0.0,19.59,264.22,75.12,177.86
1062,Own,1964.2,163.68,85.72,90.56,195.22,83.28,128.59
1063,Own,2001.93,166.83,111.8,98.04,146.15,60.48,35.85
1064,Rent,2060.52,0.0,0.0,15.16,226.32,60.95,272.1
1065,Rent,1802.8,0.0,0.0,26.8,167.43,76.88,65.78
1066,Rent,2095.2,0.0,0.0,33.08,249.67,76.52,194.29
1067,Rent,2183.05,0.0,0.0,17.99,208.34,111.83,176.33
1068,Rent,2326.0,0.0,0.0,30.03,209.9,52.34,365.11
1069,Rent,1627.34,0.0,0.0,26.47,300.58,119.5,224.31
1070,Rent,3926.15,0.0,0.0,33.8,310.4,116.96,188.73
1071,Own,2705.31,225.44,132.13,175.77,164.8,87.96,59.75
1072,Rent,1349.63,0.0,0.0,32.05,198.26,100.31,82.51
1073,Own,2091.12,174.26,0.0,156.7,130.99,115.47,72.87
1074,Rent,2302.18,0.0,0.0,31.23,337.26,67.58,111.12
1075,Rent,1511.89,0.0,0.0,22.02,163.69,72.09,42.19
1076,Rent,3189.39,0.0,0.0,19.18,230.34,57.76,237.05
1077,Rent,1426.51,0.0,0.0,33.25,263.78,89.47,174.46
1078,Rent,1281.37,0.0,0.0,29.69,186.91,61.16,68.52
1079,Rent,1537.07,0.0,0.0,16.81,149.72,115.16,42.74
1080,Own,2562.85,213.57,0.0,184.03,146.97,80.21,136.97
1081,Rent,1491.4,0.0,0.0,21.98,219.96,114.38,100.17
1082,Rent,2530.57,0.0,0.0,20.97,187.81,64.36,153.72
1083,Own,2513.51,209.46,0.0,154.8,149.04,98.58,56.93
1084,Rent,1168.56,0.0,0.0,26.37,211.13,95.33,160.95
1085,Own,1886.82,157.23,0.0,144.59,228.87,77.98,203.3
1086,Rent,1401.3,0.0,0.0,20.1,178.18,112.88,41.51
1087,Rent,2622.48,0.0,0.0,34.2,221.67,80.44,71.91
1088,Rent,2141.8,0.0,0.0,34.0,224.25,63.89,216.56
1089,Rent,1709.4,0.0,0.0,15.08,148.99,118.39,86.18
1090,Own,2070.4,172.53,0.0,120.54,142.16,80.9,43.58
1091,Rent,1232.32,0.0,0.0,15.91,174.73,64.57,32.87
1092,Own,1654.88,137.91,0.0,182.03,184.06,75.45,33.72
1093,Own,2790.06,232.5,0.0,186.38,171.64,92.95,189.93
1094,Rent,4536.36,0.0,0.0,25.37,205.37,85.84,139.1
1095,Own,3400.86,283.41,133.85,180.76,265.11,94.46,78.03
1096,Rent,5257.18,0.0,0.0,29.07,225.79,96.33,90.09
1097,Own,1316.32,109.69,170.67,139.95,167.55,58.64,32.36
1098,Own,2176.6,181.38,0.0,123.66,168.43,72.04,46.81
1099,Rent,1053.53,0.0,0.0,20.32,238.23,102.41,161.85
1100,Rent,1915.61,0.0,0.0,20.19,208.92,95.53,55.8
1101,Rent,2805.4,0.0,0.0,26.24,140.59,56.18,43.86
1102,Rent,1634.91,0.0,0.0,18.34,172.62,72.06,47.98
1103,Rent,1274.12,0.0,0.0,18.5,161.6,115.19,22.07
1104,Own,4020.77,335.06,0.0,81.25,191.13,110.34,269.94
1105,Own,1490.68,124.22,318.54,153.6,158.44,96.94,56.21
1106,Rent,3746.63,0.0,0.0,34.89,250.03,55.1,188.88
1107,Rent,1205.85,0.0,0.0,32.78,188.8,92.49,60.01
1108,Rent,2178.49,0.0,0.0,29.11,142.25,50.85,37.72
1109,Rent,3808.47,0.0,0.0,30.71,173.85,96.28,88.82
1110,Rent,2058.71,0.0,0.0,23.34,218.28,101.18,168.58
1111,Rent,1767.8,0.0,0.0,20.96,206.53,84.81,148.25
1112,Rent,1044.72,0.0,0.0,22.37,236.29,50.27,100.66
1113,Own,4736.32,394.69,129.87,89.77,318.79,96.66,114.53
1114,Own,3289.23,274.1,0.0,156.06,216.74,107.38,138.34
1115,Rent,1532.29,0.0,0.0,18.5,232.65,91.01,261.24
1116,Own,2014.77,167.9,287.57,171.55,333.27,99.64,240.1
1117,Rent,1831.77,0.0,0.0,18.8,217.61,56.32,61.97
1118,Own,2188.23,182.35,0.0,107.37,220.79,100.07,85.47
1119,Rent,1491.5,0.0,0.0,34.15,222.79,92.99,184.54
1120,Own,3454.62,287.88,0.0,92.65,181.62,73.17,27.42
1121,Own,3761.34,313.44,232.17,139.86,227.95,97.97,207.7
1122,Own,2067.72,172.31,0.0,87.52,159.68,95.19,146.18
1123,Own,2282.15,190.18,0.0,90.85,177.93,91.96,81.83
1124,Own,4445.39,370.45,0.0,156.02,225.86,62.81,44.8
1125,Rent,1389.59,0.0,0.0,27.61,219.4,70.74,109.64
1126,Own,2006.97,167.25,368.06,103.17,274.6,119.4,112.95
1127,Rent,1194.03,0.0,0.0,32.45,176.76,80.32,30.54
1128,Rent,2547.93,0.0,0.0,29.04,177.08,54.16,45.32
1129,Rent,2126.49,0.0,0.0,21.01,198.38,112.93,88.16
1130,Own,2233.08,186.09,161.81,109.81,270.92,62.11,268.09
1131,Rent,1841.18,0.0,0.0,30.09,213.27,78.25,120.83
1132,Own,2934.14,244.51,0.0,168.03,208.86,69.46,77.6
1133,Rent,4095.31,0.0,0.0,17.98,265.18,117.47,277.37
1134,Rent,1553.92,0.0,0.0,21.98,241.48,76.47,169.76
1135,Own,1577.9,131.49,348.64,106.0,195.65,99.61,89.25
1136,Own,1144.63,95.39,0.0,115.3,197.04,91.89,47.52
1137,Own,1998.53,166.54,0.0,114.51,306.06,53.01,300.95
1138,Rent,2739.16,0.0,0.0,34.52,272.21,76.9,162.62
1139,Rent,1967.76,0.0,0.0,30.0,195.12,77.3,73.31
1140,Rent,1596.46,0.0,0.0,30.6,201.76,119.29,107.57
1141,Rent,820.92,0.0,0.0,20.55,244.12,106.84,40.85
1142,Rent,3178.3,0.0,0.0,15.01,246.28,109.97,121.69
1143,Own,1513.86,126.15,0.0,86.98,215.3,71.95,55.98
1144,Own,4355.97,363.0,0.0,146.36,216.72,73.03,194.54
1145,Own,1646.08,137.17,0.0,114.26,250.25,86.09,62.65
1146,Rent,1604.49,0.0,0.0,18.86,171.58,94.17,109.07
1147,Rent,1156.77,0.0,0.0,15.99,151.23,100.98,40.32
1148,Own,1998.97,166.58,0.0,185.11,217.48,107.46,109.38
1149,Own,1975.14,164.59,0.0,152.02,189.92,111.12,24.94
1150,Rent,1899.88,0.0,0.0,17.15,207.72,51.72,138.59
1151,Own,1114.11,92.84,0.0,171.97,219.69,105.73,52.13
1152,Own,3474.39,289.53,273.35,170.7,240.77,92.76,111.07
1153,Own,2944.66,245.39,0.0,114.73,216.45,87.25,51.94
1154,Own,2425.01,202.08,0.0,102.61,233.11,93.99,215.76
1155,Own,4547.2,378.93,0.0,177.68,243.08,111.74,82.22
1156,Rent,1666.14,0.0,0.0,21.59,245.68,88.17,287.54
1157,Own,2966.69,247.22,171.02,181.69,304.13,61.35,128.7
1158,Rent,3011.78,0.0,0.0,15.87,221.41,80.57,107.85
1159,Rent,1542.22,0.0,0.0,24.99,163.47,114.71,44.6
1160,Rent,2580.29,0.0,0.0,18.59,225.6,107.01,152.47
1161,Rent,2754.62,0.0,0.0,28.44,157.68,64.21,69.03
1162,Own,3672.11,306.01,0.0,199.67,249.93,99.99,111.64
1163,Rent,3831.95,0.0,0.0,23.25,250.07,67.94,317.48
1164,Own,3186.55,265.55,0.0,92.04,180.0,74.4,85.91
1165,Rent,1168.01,0.0,0.0,21.35,139.81,82.82,64.16
1166,Rent,1534.92,0.0,0.0,32.83,208.17,80.86,136.17
1167,Own,2526.77,210.56,0.0,171.89,272.65,52.05,374.4
1168,Own,2334.59,194.55,334.53,107.87,241.61,104.18,71.25
1169,Rent,2225.44,0.0,0.0,34.07,216.4,109.25,255.19
1170,Rent,1609.15,0.0,0.0,27.44,266.9,87.17,95.33
1171,Own,2470.43,205.87,0.0,100.17,185.36,62.11,74.63
1172,Own,2649.15,220.76,104.21,148.68,191.5,67.36,166.63
1173,Own,1818.55,151.55,228.15,134.15,182.13,58.84,89.2
1174,Rent,1736.57,0.0,0.0,31.39,179.0,61.87,102.18
1175,Own,2429.78,202.48,0.0,121.3,180.14,111.35,73.14
1176,Own,1510.36,125.86,272.88,185.0,234.3,83.61,195.08
1177,Rent,1460.07,0.0,0.0,31.24,245.73,57.77,160.01
1178,Rent,1800.46,0.0,0.0,28.49,186.46,67.83,105.99
1179,Own,3550.03,295.84,390.01,111.03,241.98,116.47,113.33
1180,Own,2111.14,175.93,0.0,196.44,216.65,85.65,134.73
1181,Rent,1453.08,0.0,0.0,25.97,144.41,86.09,53.46
1182,Own,2234.41,186.2,0.0,188.9,216.69,86.8,177.93
1183,Own,2206.41,183.87,220.81,105.89,242.69,57.81,278.33
1184,Own,3428.55,285.71,260.12,198.01,135.69,117.92,35.57
1185,Own,1416.21,118.02,319.72,177.93,163.61,55.91,69.62
1186,Own,1067.99,89.0,0.0,193.91,149.14,99.0,56.38
1187,Own,3175.05,264.59,0.0,105.48,274.45,54.04,121.35
1188,Rent,2081.53,0.0,0.0,23.61,180.31,81.05,40.92
1189,Rent,1527.9,0.0,0.0,16.95,247.32,112.98,138.64
1190,Own,3817.04,318.09,0.0,96.44,159.96,103.79,78.77
1191,Own,2294.17,191.18,0.0,114.08,223.18,73.43,52.75
1192,Own,2922.44,243.54,267.25,194.2,277.71,88.59,251.69
1193,Rent,1640.47,0.0,0.0,28.34,234.1,61.57,108.99
1194,Rent,1890.64,0.0,0.0,21.29,175.06,116.93,140.65
1195,Rent,1304.21,0.0,0.0,34.09,185.24,99.61,135.18
1196,Own,1506.19,125.52,0.0,168.77,171.15,76.2,92.27
1197,Rent,1118.98,0.0,0.0,33.14,204.48,72.26,47.45
1198,Rent,2347.25,0.0,0.0,33.54,186.05,66.7,50.37
1199,Own,1450.9,120.91,0.0,170.09,180.55,105.06,105.15
1200,Rent,3030.53,0.0,0.0,19.86,172.88,80.42,206.59
1201,Own,1508.57,125.71,0.0,199.59,166.93,73.12,47.43
1202,Own,2414.33,201.19,0.0,119.01,165.2,113.37,116.13
1203,Rent,2266.21,0.0,0.0,28.43,146.7,60.52,50.95
1204,Own,2329.28,194.11,0.0,181.38,223.39,68.47,88.84
1205,Own,2443.62,203.63,0.0,101.02,133.76,74.13,26.7
1206,Own,3528.32,294.03,237.96,153.09,196.21,68.19,116.33
1207,Rent,911.92,0.0,0.0,22.5,203.62,90.98,77.38
1208,Rent,1262.23,0.0,0.0,19.89,219.68,92.07,149.99
1209,Own,1911.39,159.28,208.66,81.41,198.21,53.83,138.34
1210,Own,1865.05,155.42,127.89,184.64,168.2,60.12,102.23
1211,Own,1951.43,162.62,162.01,96.31,231.28,63.9,110.59
1212,Own,5690.17,474.18,333.27,185.37,176.35,54.92,86.22
1213,Rent,3076.5,0.0,0.0,27.01,257.45,58.73,276.68
1214,Own,2290.73,190.89,195.8,154.53,232.43,66.78,180.97
1215,Own,2868.45,239.04,86.71,179.44,125.31,74.19,48.67
1216,Own,5416.56,451.38,0.0,141.13,239.4,105.39,272.09
1217,Rent,2772.48,0.0,0.0,22.15,172.33,65.25,40.69
1218,Rent,1472.76,0.0,0.0,17.78,150.25,96.9,47.19
1219,Own,1453.11,121.09,0.0,148.45,195.75,54.05,108.94
1220,Rent,2232.52,0.0,0.0,26.06,183.74,96.08,57.52
1221,Own,3603.83,300.32,0.0,115.27,240.3,105.63,95.03
1222,Own,2939.71,244.98,0.0,152.01,281.27,92.34,247.11
1223,Own,3187.36,265.61,87.76,132.72,242.59,64.1,150.34
1224,Own,5232.53,436.04,0.0,176.66,321.01,73.13,190.82
1225,Rent,922.36,0.0,0.0,26.19,174.09,106.36,68.52
1226,Rent,1369.49,0.0,0.0,33.67,205.61,80.24,73.12
1227,Own,1512.1,126.01,0.0,142.16,182.89,67.87,48.41
1228,Rent,1346.38,0.0,0.0,32.75,156.82,115.29,30.27
1229,Own,1003.44,83.62,0.0,142.46,160.28,94.61,20.61
1230,Own,3184.48,265.37,162.36,146.96,298.82,106.4,217.16
1231,Own,2633.18,219.43,321.04,124.02,209.92,51.72,195.93
1232,Rent,2149.88,0.0,0.0,23.0,168.08,73.75,186.17
1233,Rent,3260.93,0.0,0.0,33.66,213.15,82.12,134.05
1234,Rent,2892.78,0.0,0.0,19.47,199.88,91.12,70.66
1235,Own,1179.11,98.26,218.33,94.57,182.03,63.3,106.47
1236,Rent,1820.17,0.0,0.0,31.6,176.91,84.86,81.93
1237,Own,1745.58,145.47,0.0,149.23,174.07,97.99,65.68
1238,Own,2720.33,226.69,0.0,114.16,177.74,74.21,140.14
1239,Rent,2017.99,0.0,0.0,23.65,167.81,98.4,99.04
1240,Rent,1617.39,0.0,0.0,25.5,189.74,77.28,93.08
1241,Own,2963.79,246.98,52.85,151.06,180.68,82.86,113.8
1242,Own,4554.9,379.57,0.0,178.53,194.63,59.4,128.34
1243,Own,3610.08,300.84,0.0,127.32,220.35,95.59,308.6
1244,Own,1824.27,152.02,0.0,161.18,193.64,65.7,105.95
1245,Rent,968.48,0.0,0.0,31.7,181.26,108.02,48.58
1246,Own,2556.69,213.06,355.22,181.25,253.48,88.74,251.01
1247,Own,1440.56,120.05,0.0,110.51,183.56,89.22,58.95
1248,Rent,1333.66,0.0,0.0,22.0,200.77,113.87,51.43
1249,Rent,1477.38,0.0,0.0,26.9,210.98,61.72,56.17
1250,Rent,2715.61,0.0,0.0,32.72,245.28,87.12,117.1
1251,Own,2069.73,172.48,0.0,174.85,179.97,76.75,21.1
1252,Own,5982.6,498.55,0.0,150.08,206.64,117.64,213.64
1253,Rent,932.29,0.0,0.0,34.67,181.46,105.49,71.44
1254,Rent,939.31,0.0,0.0,23.78,174.31,103.03,63.34
1255,Rent,1534.29,0.0,0.0,31.85,273.88,64.29,161.91
1256,Own,2856.42,238.03,103.11,178.21,218.41,66.61,56.58
1257,Rent,1223.23,0.0,0.0,33.16,210.7,52.04,79.31
1258,Rent,2359.96,0.0,0.0,34.75,190.51,94.7,119.89
1259,Own,1889.48,157.46,0.0,139.48,193.85,75.96,76.87
1260,Rent,1272.08,0.0,0.0,18.91,246.01,71.84,191.33
1261,Rent,802.61,0.0,0.0,24.22,180.36,94.59,57.02
1262,Own,2415.58,201.3,91.76,182.47,160.07,108.01,54.65
1263,Own,5940.93,495.08,319.98,180.33,244.88,59.31,355.82
1264,Own,3450.21,287.52,0.0,120.32,176.88,114.31,138.28
1265,Own,2520.46,210.04,0.0,85.68,217.2,52.4,236.57
1266,Rent,1961.55,0.0,0.0,25.2,198.26,56.66,92.88
1267,Rent,2990.77,0.0,0.0,24.48,249.3,108.67,358.2
1268,Rent,2475.33,0.0,0.0,16.72,189.54,84.49,64.98
1269,Rent,2370.79,0.0,0.0,30.9,229.77,115.75,161.97
1270,Rent,1740.0,0.0,0.0,20.67,189.53,82.32,130.95
1271,Own,1334.88,111.24,0.0,157.49,205.6,114.83,62.95
1272,Rent,2489.28,0.0,0.0,17.03,204.14,66.77,220.49
1273,Rent,1701.63,0.0,0.0,32.21,214.68,93.15,180.72
1274,Rent,1135.58,0.0,0.0,29.79,243.98,119.61,108.64
1275,Rent,1248.82,0.0,0.0,22.77,198.48,76.32,145.39
1276,Rent,3281.46,0.0,0.0,27.59,176.11,50.1,193.38
1277,Rent,3426.61,0.0,0.0,18.75,186.31,54.48,72.54
1278,Own,1700.09,141.67,0.0,198.25,212.34,110.13,46.3
1279,Own,1691.0,140.92,353.52,175.53,236.22,84.43,219.56
1280,Own,2005.96,167.16,0.0,174.67,182.37,87.57,104.37
1281,Own,2354.41,196.2,0.0,98.41,249.1,105.96,118.08
