personID,retirement401k,iraContribution,emergencyFundContributions,generalSavings,investmentContributions,contributions529
535,0.0,0.0,589.25,266.65,0.0,0.0
536,308.58,0.0,0.0,0.0,0.0,0.0
537,0.0,0.0,0.0,0.0,0.0,0.0
538,170.88,0.0,259.56,0.0,0.0,0.0
539,0.0,0.0,250.36,206.39,0.0,0.0
540,0.0,0.0,168.06,121.17,0.0,0.0
541,0.0,0.0,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0.0,0.0,0.0
543,0.0,363.15,0.0,407.33,0.0,253.63
544,0.0,491.3,247.64,557.44,0.0,0.0
545,0.0,0.0,106.99,92.75,0.0,0.0
546,0.0,0.0,0.0,0.0,0.0,0.0
547,0.0,417.89,183.45,0.0,0.0,0.0
548,0.0,0.0,138.68,176.56,0.0,0.0
549,0.0,205.07,0.0,0.0,0.0,0.0
550,0.0,0.0,467.93,0.0,436.17,0.0
551,0.0,0.0,0.0,0.0,728.73,0.0
552,0.0,0.0,118.4,83.99,0.0,0.0
553,433.19,0.0,360.4,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0,0.0,0.0
555,518.46,0.0,249.41,0.0,0.0,0.0
556,0.0,0.0,338.95,125.29,0.0,0.0
557,0.0,0.0,116.23,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0.0,0.0,0.0
560,777.5,0.0,0.0,0.0,868.11,0.0
561,0.0,0.0,0.0,0.0,0.0,0.0
562,0.0,334.61,238.32,449.37,0.0,276.66
563,0.0,0.0,0.0,0.0,0.0,0.0
564,0.0,401.34,0.0,0.0,496.83,0.0
565,0.0,0.0,0.0,0.0,0.0,0.0
566,0.0,0.0,1083.24,0.0,560.27,292.97
567,0.0,495.79,0.0,0.0,0.0,0.0
568,0.0,0.0,0.0,0.0,0.0,0.0
569,850.32,233.95,225.82,0.0,0.0,0.0
570,299.24,0.0,0.0,0.0,0.0,0.0
571,277.96,0.0,0.0,0.0,0.0,0.0
572,442.93,0.0,129.12,0.0,0.0,0.0
573,0.0,0.0,0.0,169.17,0.0,0.0
574,623.43,0.0,759.67,0.0,297.11,497.8
575,0.0,0.0,0.0,0.0,0.0,0.0
576,0.0,0.0,152.95,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0,0.0,0.0
578,0.0,0.0,0.0,0.0,0.0,0.0
579,0.0,307.17,0.0,0.0,0.0,0.0
580,0.0,0.0,195.63,0.0,0.0,0.0
581,690.05,0.0,0.0,0.0,746.18,0.0
582,0.0,0.0,335.59,0.0,0.0,0.0
583,0.0,0.0,0.0,0.0,0.0,0.0
584,0.0,0.0,104.21,0.0,0.0,0.0
585,244.29,0.0,0.0,79.83,0.0,0.0
586,0.0,0.0,0.0,0.0,0.0,0.0
587,87.38,0.0,0.0,0.0,0.0,0.0
588,0.0,0.0,0.0,0.0,0.0,0.0
589,0.0,0.0,0.0,0.0,0.0,0.0
590,0.0,0.0,0.0,0.0,0.0,0.0
591,113.03,0.0,0.0,0.0,0.0,0.0
592,0.0,0.0,196.8,0.0,0.0,0.0
593,0.0,312.28,0.0,405.27,0.0,0.0
594,0.0,354.06,0.0,0.0,1082.36,0.0
595,0.0,0.0,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0,782.5,0.0
597,0.0,0.0,0.0,0.0,0.0,0.0
598,0.0,0.0,116.13,0.0,0.0,0.0
599,0.0,0.0,0.0,0.0,685.84,0.0
600,206.31,0.0,377.96,0.0,0.0,0.0
601,0.0,0.0,337.32,0.0,0.0,0.0
602,0.0,0.0,0.0,0.0,0.0,0.0
603,0.0,288.88,0.0,0.0,0.0,0.0
604,0.0,0.0,144.24,0.0,0.0,0.0
605,86.53,0.0,0.0,0.0,0.0,0.0
606,0.0,0.0,645.65,0.0,1128.05,154.75
607,0.0,0.0,0.0,111.62,0.0,0.0
608,0.0,0.0,0.0,0.0,0.0,0.0
609,0.0,0.0,0.0,0.0,0.0,0.0
610,0.0,0.0,129.28,147.25,0.0,0.0
611,0.0,0.0,267.37,202.28,0.0,0.0
612,0.0,0.0,0.0,0.0,0.0,0.0
613,544.31,317.89,483.22,0.0,561.81,0.0
614,0.0,0.0,104.88,0.0,0.0,0.0
615,0.0,0.0,0.0,0.0,0.0,0.0
616,0.0,0.0,277.51,0.0,0.0,0.0
617,0.0,0.0,187.24,119.13,0.0,0.0
618,320.56,0.0,0.0,0.0,0.0,0.0
619,0.0,0.0,0.0,532.28,604.29,0.0
620,0.0,0.0,134.79,0.0,0.0,0.0
621,0.0,0.0,0.0,0.0,325.55,0.0
622,404.99,0.0,417.9,482.53,574.05,0.0
623,197.93,0.0,240.64,198.01,0.0,0.0
624,0.0,0.0,0.0,0.0,0.0,0.0
625,0.0,0.0,303.86,0.0,0.0,0.0
626,0.0,0.0,596.33,365.07,303.54,0.0
627,1096.51,0.0,449.81,0.0,0.0,0.0
628,0.0,0.0,237.35,0.0,0.0,0.0
629,0.0,0.0,0.0,137.71,0.0,0.0
630,0.0,0.0,0.0,593.82,243.93,0.0
631,458.49,493.27,0.0,203.41,0.0,0.0
632,0.0,0.0,0.0,0.0,0.0,0.0
633,0.0,0.0,0.0,0.0,0.0,0.0
634,0.0,436.24,0.0,0.0,0.0,0.0
635,382.37,0.0,0.0,0.0,0.0,0.0
636,0.0,0.0,192.98,0.0,0.0,0.0
637,0.0,0.0,202.84,0.0,0.0,0.0
638,481.97,0.0,0.0,669.36,291.83,0.0
639,0.0,0.0,40.92,0.0,0.0,0.0
640,0.0,0.0,0.0,0.0,0.0,0.0
641,0.0,0.0,0.0,0.0,0.0,0.0
642,0.0,0.0,248.48,0.0,0.0,0.0
643,0.0,0.0,0.0,122.82,0.0,0.0
644,0.0,489.01,0.0,0.0,0.0,0.0
645,0.0,0.0,167.08,0.0,0.0,0.0
646,0.0,0.0,281.54,0.0,0.0,0.0
647,309.96,205.1,0.0,412.15,0.0,0.0
648,0.0,0.0,0.0,0.0,0.0,0.0
649,0.0,0.0,0.0,0.0,0.0,0.0
650,220.66,0.0,0.0,0.0,0.0,0.0
651,0.0,0.0,127.52,75.0,0.0,0.0
652,0.0,0.0,0.0,92.54,0.0,0.0
653,0.0,0.0,0.0,0.0,0.0,0.0
654,0.0,0.0,0.0,0.0,0.0,0.0
655,0.0,0.0,0.0,0.0,0.0,0.0
656,228.92,0.0,0.0,0.0,0.0,0.0
657,0.0,0.0,0.0,236.75,0.0,0.0
658,0.0,0.0,0.0,278.64,0.0,0.0
659,0.0,0.0,130.82,0.0,0.0,0.0
660,0.0,0.0,770.69,0.0,654.24,334.21
661,0.0,0.0,128.62,0.0,0.0,0.0
662,0.0,0.0,0.0,0.0,0.0,0.0
663,0.0,0.0,0.0,0.0,655.71,0.0
664,549.53,516.65,0.0,0.0,527.85,285.93
665,0.0,0.0,108.58,0.0,0.0,0.0
666,320.04,0.0,163.98,0.0,0.0,0.0
667,0.0,0.0,0.0,0.0,0.0,0.0
668,346.79,0.0,0.0,0.0,689.25,0.0
669,737.62,0.0,897.96,0.0,0.0,0.0
670,0.0,0.0,262.55,112.45,0.0,0.0
671,0.0,250.63,0.0,0.0,963.12,218.11
672,436.84,0.0,432.98,0.0,0.0,0.0
673,0.0,455.27,384.59,316.43,0.0,0.0
674,0.0,0.0,336.7,0.0,0.0,0.0
675,0.0,0.0,0.0,0.0,0.0,0.0
676,0.0,0.0,138.34,74.82,0.0,0.0
677,0.0,0.0,361.12,0.0,0.0,0.0
678,0.0,0.0,0.0,0.0,0.0,0.0
679,0.0,0.0,82.83,0.0,0.0,0.0
680,0.0,0.0,162.83,0.0,0.0,0.0
681,0.0,0.0,0.0,0.0,254.69,0.0
682,0.0,0.0,0.0,0.0,667.03,0.0
683,0.0,509.61,0.0,221.48,0.0,0.0
684,344.0,0.0,158.98,0.0,0.0,0.0
685,0.0,0.0,260.89,75.27,0.0,0.0
686,326.21,296.57,0.0,0.0,0.0,0.0
687,0.0,0.0,0.0,0.0,1115.81,0.0
688,0.0,0.0,174.54,101.06,0.0,0.0
689,0.0,0.0,201.75,0.0,0.0,0.0
690,0.0,0.0,0.0,0.0,0.0,0.0
691,0.0,0.0,0.0,0.0,0.0,0.0
692,0.0,0.0,315.61,0.0,651.32,130.0
693,0.0,0.0,90.07,0.0,0.0,0.0
694,0.0,0.0,0.0,0.0,659.55,0.0
695,385.25,413.81,240.28,0.0,0.0,0.0
696,972.66,0.0,641.57,0.0,574.88,0.0
697,0.0,0.0,231.2,0.0,0.0,0.0
698,0.0,0.0,586.39,277.84,468.24,449.77
699,0.0,0.0,167.4,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0,0.0,0.0
701,0.0,466.37,0.0,268.53,245.79,0.0
702,231.04,0.0,0.0,262.96,0.0,0.0
703,0.0,0.0,262.83,0.0,0.0,0.0
704,0.0,0.0,0.0,0.0,0.0,0.0
705,92.65,0.0,0.0,71.79,0.0,0.0
706,0.0,0.0,450.62,315.45,0.0,0.0
707,707.46,259.4,0.0,749.18,0.0,0.0
708,808.46,405.94,0.0,0.0,758.36,0.0
709,143.25,0.0,0.0,0.0,0.0,0.0
710,0.0,197.45,593.07,0.0,0.0,139.76
711,0.0,0.0,340.57,0.0,0.0,0.0
712,0.0,0.0,303.06,0.0,0.0,0.0
713,0.0,0.0,347.68,271.16,0.0,0.0
714,0.0,0.0,0.0,0.0,0.0,0.0
715,0.0,0.0,0.0,0.0,0.0,0.0
716,0.0,0.0,0.0,0.0,0.0,0.0
717,0.0,0.0,215.29,0.0,0.0,0.0
718,0.0,0.0,80.51,0.0,0.0,0.0
719,0.0,0.0,0.0,52.26,0.0,0.0
720,808.96,540.05,0.0,0.0,0.0,190.91
721,655.1,0.0,0.0,0.0,0.0,0.0
722,0.0,352.7,778.01,0.0,0.0,475.94
723,0.0,0.0,0.0,0.0,0.0,0.0
724,0.0,0.0,0.0,0.0,0.0,0.0
725,1502.8,0.0,0.0,788.4,752.56,0.0
726,0.0,0.0,242.8,131.57,0.0,0.0
727,0.0,0.0,0.0,0.0,0.0,0.0
728,309.56,0.0,0.0,0.0,0.0,0.0
729,0.0,0.0,0.0,0.0,1087.04,0.0
730,0.0,0.0,0.0,0.0,0.0,0.0
731,0.0,0.0,0.0,0.0,865.56,0.0
732,0.0,0.0,268.46,100.19,0.0,0.0
733,0.0,0.0,0.0,0.0,0.0,0.0
734,0.0,0.0,0.0,264.21,0.0,0.0
735,453.71,0.0,0.0,0.0,0.0,0.0
736,0.0,0.0,322.97,0.0,0.0,0.0
737,0.0,0.0,948.19,714.55,846.21,0.0
738,0.0,0.0,100.82,170.38,0.0,0.0
739,0.0,290.09,281.64,0.0,0.0,0.0
740,0.0,0.0,0.0,66.13,0.0,0.0
741,0.0,0.0,111.72,0.0,0.0,0.0
742,249.47,0.0,304.27,322.56,0.0,0.0
743,789.34,0.0,648.4,0.0,0.0,0.0
744,0.0,0.0,0.0,0.0,0.0,0.0
745,0.0,0.0,0.0,0.0,0.0,0.0
746,0.0,0.0,0.0,0.0,0.0,0.0
747,0.0,0.0,0.0,56.82,0.0,0.0
748,693.07,0.0,0.0,0.0,0.0,0.0
749,0.0,0.0,182.82,176.46,0.0,0.0
750,973.25,0.0,780.88,352.88,0.0,0.0
751,0.0,0.0,60.17,0.0,0.0,0.0
752,461.64,0.0,0.0,0.0,0.0,0.0
753,0.0,0.0,0.0,0.0,0.0,0.0
754,291.63,0.0,0.0,0.0,0.0,0.0
755,96.04,0.0,0.0,0.0,0.0,0.0
756,0.0,0.0,0.0,0.0,582.11,0.0
757,0.0,0.0,0.0,0.0,0.0,0.0
758,0.0,0.0,0.0,0.0,333.61,0.0
759,0.0,0.0,0.0,0.0,0.0,105.53
760,0.0,0.0,0.0,0.0,0.0,0.0
761,0.0,341.38,0.0,169.05,0.0,277.81
762,0.0,0.0,0.0,0.0,0.0,0.0
763,250.11,0.0,0.0,0.0,0.0,0.0
764,0.0,0.0,915.22,0.0,501.31,0.0
765,0.0,0.0,0.0,584.5,0.0,0.0
766,0.0,0.0,138.83,0.0,0.0,0.0
767,0.0,0.0,128.29,140.11,0.0,0.0
768,0.0,0.0,0.0,151.24,0.0,0.0
769,0.0,0.0,0.0,0.0,0.0,0.0
770,0.0,0.0,0.0,0.0,0.0,0.0
771,0.0,0.0,0.0,0.0,0.0,0.0
772,0.0,0.0,0.0,0.0,0.0,0.0
773,0.0,0.0,153.22,73.68,0.0,0.0
774,0.0,0.0,189.65,0.0,0.0,0.0
775,0.0,0.0,0.0,0.0,0.0,0.0
776,0.0,0.0,0.0,0.0,0.0,0.0
777,0.0,0.0,0.0,118.39,0.0,0.0
778,0.0,358.8,0.0,638.57,990.23,0.0
779,1314.04,0.0,1046.46,307.98,628.98,0.0
780,263.5,0.0,0.0,0.0,0.0,0.0
781,0.0,416.45,0.0,0.0,0.0,0.0
782,0.0,0.0,0.0,0.0,0.0,0.0
783,0.0,0.0,577.17,0.0,629.73,0.0
784,0.0,0.0,0.0,181.44,0.0,0.0
785,455.91,0.0,365.25,680.5,708.27,0.0
786,0.0,0.0,152.12,283.42,0.0,0.0
787,0.0,0.0,290.84,0.0,0.0,0.0
788,0.0,0.0,0.0,441.48,794.06,0.0
789,0.0,0.0,0.0,0.0,0.0,0.0
790,468.5,0.0,218.53,0.0,0.0,0.0
791,345.72,0.0,374.19,0.0,436.21,0.0
792,0.0,0.0,0.0,0.0,0.0,0.0
793,0.0,0.0,0.0,354.8,0.0,0.0
794,414.8,0.0,0.0,0.0,0.0,486.67
795,0.0,218.37,367.57,0.0,0.0,0.0
796,0.0,0.0,0.0,108.02,0.0,0.0
797,1132.62,428.67,223.06,0.0,348.34,0.0
798,308.16,0.0,239.23,0.0,0.0,0.0
799,0.0,0.0,241.72,126.36,0.0,0.0
800,0.0,0.0,194.26,0.0,0.0,0.0
801,309.02,0.0,0.0,0.0,0.0,0.0
802,0.0,0.0,185.49,0.0,0.0,0.0
803,0.0,0.0,617.78,0.0,540.21,0.0
804,0.0,0.0,0.0,0.0,0.0,0.0
805,0.0,0.0,160.08,0.0,0.0,0.0
806,0.0,0.0,299.17,0.0,0.0,0.0
807,0.0,0.0,0.0,0.0,0.0,0.0
808,0.0,0.0,0.0,390.25,0.0,388.57
809,0.0,0.0,123.61,0.0,0.0,0.0
810,136.11,0.0,269.85,0.0,0.0,0.0
811,0.0,0.0,271.37,0.0,0.0,0.0
812,0.0,0.0,0.0,141.67,0.0,0.0
813,0.0,0.0,192.78,0.0,0.0,0.0
814,0.0,0.0,0.0,0.0,0.0,0.0
815,511.04,0.0,207.21,0.0,0.0,0.0
816,484.39,0.0,0.0,148.46,0.0,0.0
817,0.0,0.0,0.0,246.83,0.0,0.0
818,0.0,0.0,0.0,0.0,0.0,0.0
819,207.19,528.84,0.0,0.0,0.0,0.0
820,0.0,0.0,456.64,668.82,393.79,0.0
821,0.0,0.0,449.04,0.0,0.0,0.0
822,0.0,0.0,0.0,158.03,0.0,0.0
823,0.0,0.0,0.0,0.0,0.0,0.0
824,492.57,0.0,340.95,137.13,0.0,0.0
825,0.0,0.0,131.58,0.0,0.0,0.0
826,0.0,0.0,0.0,0.0,0.0,0.0
827,0.0,0.0,409.23,562.32,851.66,0.0
828,0.0,0.0,0.0,0.0,0.0,0.0
829,0.0,0.0,346.21,0.0,0.0,0.0
830,0.0,0.0,0.0,0.0,0.0,0.0
831,0.0,0.0,0.0,0.0,0.0,0.0
832,0.0,0.0,0.0,153.24,0.0,0.0
833,169.45,0.0,198.39,0.0,0.0,0.0
834,0.0,260.22,1319.63,0.0,0.0,141.95
835,196.08,0.0,0.0,116.63,0.0,0.0
836,0.0,0.0,0.0,0.0,0.0,0.0
837,645.55,0.0,0.0,204.93,0.0,0.0
838,0.0,361.5,0.0,0.0,0.0,0.0
839,0.0,0.0,0.0,0.0,0.0,0.0
840,360.06,0.0,0.0,144.21,0.0,0.0
841,0.0,155.16,0.0,0.0,0.0,0.0
842,0.0,0.0,203.71,131.55,0.0,0.0
843,0.0,0.0,0.0,0.0,0.0,0.0
844,0.0,0.0,0.0,0.0,0.0,0.0
845,368.73,0.0,0.0,0.0,0.0,0.0
846,379.17,0.0,141.45,0.0,0.0,0.0
847,495.3,0.0,251.68,0.0,0.0,0.0
848,0.0,0.0,0.0,0.0,0.0,0.0
849,0.0,0.0,325.78,0.0,0.0,0.0
850,0.0,0.0,162.67,0.0,0.0,0.0
851,0.0,0.0,0.0,118.4,0.0,0.0
852,387.9,0.0,0.0,0.0,0.0,0.0
853,339.6,0.0,0.0,0.0,0.0,0.0
854,351.25,0.0,0.0,251.66,0.0,0.0
855,217.94,0.0,0.0,0.0,0.0,0.0
856,0.0,0.0,0.0,0.0,0.0,0.0
857,260.65,0.0,85.64,0.0,0.0,0.0
858,0.0,0.0,0.0,0.0,0.0,0.0
859,0.0,0.0,0.0,0.0,0.0,0.0
860,0.0,0.0,161.6,117.91,0.0,0.0
861,258.09,0.0,0.0,246.35,0.0,0.0
862,369.94,0.0,182.74,210.65,0.0,0.0
863,0.0,0.0,174.09,0.0,0.0,0.0
864,0.0,0.0,0.0,0.0,0.0,0.0
865,0.0,0.0,0.0,0.0,0.0,0.0
866,0.0,0.0,0.0,647.31,504.13,0.0
867,0.0,0.0,0.0,71.36,0.0,0.0
868,0.0,0.0,0.0,0.0,0.0,0.0
869,0.0,0.0,0.0,150.47,0.0,0.0
870,0.0,0.0,0.0,0.0,0.0,0.0
871,0.0,469.32,0.0,333.52,0.0,0.0
872,0.0,0.0,0.0,0.0,0.0,0.0
873,0.0,433.49,0.0,410.16,0.0,0.0
874,0.0,494.6,315.68,0.0,0.0,0.0
875,172.14,0.0,338.49,0.0,0.0,0.0
876,0.0,357.36,575.21,0.0,507.99,0.0
877,0.0,0.0,0.0,0.0,438.86,0.0
878,267.92,0.0,0.0,0.0,0.0,0.0
879,0.0,0.0,0.0,0.0,0.0,0.0
880,0.0,0.0,215.56,0.0,0.0,0.0
881,0.0,0.0,0.0,171.46,0.0,0.0
882,0.0,0.0,0.0,0.0,0.0,0.0
883,0.0,0.0,0.0,373.41,711.37,0.0
884,0.0,381.59,0.0,635.45,329.29,0.0
885,0.0,0.0,150.91,215.49,0.0,0.0
886,396.61,0.0,0.0,0.0,0.0,0.0
887,0.0,0.0,0.0,0.0,0.0,0.0
888,0.0,0.0,148.74,177.17,0.0,0.0
889,0.0,0.0,0.0,0.0,0.0,0.0
890,0.0,0.0,0.0,0.0,0.0,0.0
891,0.0,0.0,0.0,0.0,0.0,0.0
892,0.0,0.0,331.45,362.87,0.0,0.0
893,555.26,0.0,0.0,0.0,0.0,0.0
894,0.0,0.0,130.79,171.92,0.0,0.0
895,318.12,0.0,125.23,0.0,0.0,0.0
896,0.0,423.98,517.53,0.0,621.03,0.0
897,0.0,274.9,0.0,0.0,711.22,216.72
898,0.0,0.0,0.0,0.0,0.0,0.0
899,0.0,0.0,0.0,106.96,0.0,0.0
900,0.0,0.0,0.0,304.99,616.44,0.0
901,0.0,0.0,0.0,0.0,370.15,0.0
902,0.0,0.0,143.69,165.59,0.0,0.0
903,228.2,0.0,0.0,181.98,0.0,0.0
904,748.98,0.0,570.15,0.0,0.0,0.0
905,0.0,0.0,0.0,0.0,0.0,0.0
906,977.39,0.0,0.0,0.0,515.02,0.0
907,399.02,0.0,0.0,0.0,0.0,0.0
908,0.0,0.0,0.0,0.0,0.0,0.0
909,162.42,0.0,0.0,0.0,0.0,0.0
910,174.79,0.0,268.07,238.32,0.0,0.0
911,719.24,0.0,0.0,182.52,0.0,0.0
912,0.0,0.0,405.48,0.0,0.0,0.0
913,382.47,0.0,0.0,0.0,0.0,0.0
914,0.0,0.0,0.0,76.49,0.0,0.0
915,0.0,0.0,0.0,0.0,0.0,0.0
916,0.0,0.0,0.0,0.0,0.0,0.0
917,0.0,0.0,296.48,239.87,0.0,0.0
918,0.0,0.0,279.26,0.0,0.0,0.0
919,0.0,0.0,66.43,0.0,0.0,0.0
920,134.48,0.0,301.07,0.0,0.0,0.0
921,0.0,0.0,0.0,0.0,0.0,0.0
922,1036.34,0.0,918.9,0.0,0.0,0.0
923,0.0,0.0,265.14,227.21,0.0,0.0
924,0.0,0.0,445.36,0.0,0.0,0.0
925,0.0,405.14,0.0,1009.0,636.24,0.0
926,157.95,0.0,220.38,0.0,0.0,0.0
927,0.0,0.0,0.0,763.84,525.81,0.0
928,0.0,0.0,0.0,495.46,0.0,200.62
929,728.15,0.0,0.0,512.93,530.83,0.0
930,0.0,0.0,0.0,60.04,0.0,0.0
931,0.0,0.0,0.0,0.0,0.0,0.0
932,0.0,595.84,0.0,0.0,870.71,417.05
933,0.0,0.0,0.0,130.97,0.0,0.0
934,0.0,0.0,0.0,0.0,0.0,0.0
935,134.22,0.0,79.47,0.0,0.0,0.0
936,0.0,0.0,177.43,0.0,0.0,0.0
937,319.42,0.0,0.0,233.86,0.0,0.0
938,0.0,0.0,0.0,0.0,0.0,468.22
939,0.0,0.0,0.0,185.95,0.0,0.0
940,0.0,0.0,170.05,75.52,0.0,0.0
941,0.0,0.0,177.14,0.0,0.0,0.0
942,899.42,0.0,0.0,0.0,363.98,0.0
943,0.0,0.0,373.9,202.46,616.48,0.0
944,0.0,0.0,0.0,0.0,0.0,0.0
945,0.0,0.0,0.0,127.08,0.0,0.0
946,0.0,0.0,173.77,171.35,0.0,0.0
947,323.56,402.25,289.17,0.0,0.0,0.0
948,0.0,0.0,0.0,0.0,0.0,0.0
949,0.0,455.34,0.0,257.95,399.2,0.0
950,0.0,0.0,0.0,0.0,0.0,0.0
951,0.0,0.0,0.0,0.0,719.27,0.0
952,334.57,0.0,0.0,0.0,0.0,0.0
953,140.67,0.0,326.96,258.91,0.0,0.0
954,0.0,0.0,254.23,0.0,0.0,0.0
955,0.0,240.46,839.1,0.0,0.0,149.72
956,0.0,0.0,0.0,0.0,0.0,0.0
957,0.0,0.0,0.0,422.67,0.0,0.0
958,0.0,452.69,537.43,0.0,0.0,0.0
959,250.11,0.0,0.0,141.65,0.0,0.0
960,0.0,0.0,269.92,164.16,0.0,0.0
961,508.73,235.98,890.66,0.0,545.71,0.0
962,0.0,0.0,0.0,0.0,0.0,0.0
963,0.0,0.0,0.0,162.18,0.0,0.0
964,0.0,0.0,125.02,0.0,0.0,0.0
965,391.4,512.35,0.0,650.31,495.74,393.28
966,0.0,0.0,228.61,0.0,0.0,0.0
967,0.0,0.0,303.63,0.0,0.0,0.0
968,194.71,0.0,0.0,119.94,0.0,0.0
969,0.0,0.0,0.0,189.25,0.0,0.0
970,596.63,414.05,278.16,847.04,505.51,0.0
971,0.0,0.0,967.21,445.75,0.0,0.0
972,0.0,0.0,0.0,0.0,0.0,0.0
973,0.0,0.0,100.3,93.19,0.0,0.0
974,347.35,0.0,0.0,0.0,502.41,347.55
975,0.0,0.0,352.06,238.36,0.0,0.0
976,0.0,0.0,241.27,0.0,0.0,0.0
977,0.0,0.0,1007.07,602.64,1192.83,463.13
978,139.72,0.0,276.7,363.56,0.0,0.0
979,0.0,0.0,0.0,318.61,0.0,0.0
980,0.0,0.0,0.0,0.0,360.29,426.77
981,0.0,0.0,0.0,0.0,0.0,0.0
982,0.0,0.0,0.0,0.0,0.0,0.0
983,0.0,0.0,355.94,0.0,0.0,0.0
984,98.21,0.0,115.27,137.06,0.0,0.0
985,0.0,0.0,352.75,0.0,0.0,0.0
986,0.0,0.0,0.0,220.35,0.0,0.0
987,0.0,0.0,698.2,169.06,437.87,0.0
988,0.0,0.0,0.0,0.0,0.0,0.0
989,205.94,0.0,0.0,408.56,0.0,0.0
990,0.0,598.98,0.0,0.0,689.49,0.0
991,0.0,0.0,0.0,589.21,0.0,286.14
992,0.0,0.0,208.56,0.0,0.0,0.0
993,184.07,0.0,0.0,0.0,0.0,0.0
994,0.0,0.0,140.93,282.02,0.0,0.0
995,0.0,0.0,0.0,0.0,0.0,0.0
996,0.0,0.0,211.87,89.03,0.0,0.0
997,0.0,0.0,0.0,0.0,0.0,0.0
998,0.0,0.0,0.0,0.0,0.0,0.0
999,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0,0.0
1001,807.88,0.0,0.0,637.0,589.05,0.0
1002,592.46,0.0,576.78,0.0,794.99,332.94
1003,0.0,0.0,0.0,0.0,0.0,0.0
1004,1446.12,0.0,915.04,767.32,0.0,0.0
1005,0.0,0.0,0.0,0.0,0.0,0.0
1006,0.0,0.0,0.0,0.0,0.0,0.0
1007,324.59,0.0,0.0,0.0,0.0,0.0
1008,0.0,0.0,120.36,119.38,0.0,0.0
1009,0.0,0.0,747.89,0.0,1104.12,0.0
1010,0.0,0.0,88.83,0.0,0.0,0.0
1011,264.97,0.0,620.7,522.32,749.95,0.0
1012,0.0,0.0,129.9,239.65,0.0,0.0
1013,0.0,0.0,0.0,117.49,0.0,0.0
1014,0.0,0.0,132.8,38.66,0.0,0.0
1015,595.92,0.0,363.02,0.0,0.0,168.22
1016,991.03,0.0,0.0,0.0,0.0,0.0
1017,0.0,0.0,427.23,251.03,0.0,0.0
1018,0.0,0.0,206.37,0.0,0.0,0.0
1019,0.0,0.0,0.0,0.0,0.0,0.0
1020,0.0,0.0,533.09,347.49,591.02,0.0
1021,271.82,0.0,388.34,0.0,0.0,0.0
1022,702.62,0.0,0.0,437.85,316.07,0.0
1023,660.91,0.0,0.0,0.0,0.0,0.0
1024,0.0,0.0,0.0,0.0,0.0,0.0
1025,0.0,0.0,0.0,0.0,0.0,0.0
1026,0.0,0.0,0.0,140.08,0.0,0.0
1027,0.0,0.0,0.0,462.97,205.39,0.0
1028,269.19,0.0,86.3,0.0,0.0,0.0
1029,423.15,0.0,0.0,158.4,0.0,170.35
1030,0.0,0.0,0.0,302.26,0.0,216.38
1031,222.45,0.0,165.12,146.11,0.0,0.0
1032,0.0,0.0,0.0,0.0,361.42,0.0
1033,0.0,0.0,0.0,75.3,0.0,0.0
1034,0.0,0.0,194.48,0.0,0.0,0.0
1035,0.0,0.0,0.0,0.0,0.0,0.0
1036,0.0,0.0,0.0,0.0,0.0,0.0
1037,0.0,0.0,89.48,0.0,0.0,0.0
1038,618.55,0.0,0.0,0.0,0.0,0.0
1039,0.0,0.0,0.0,0.0,0.0,0.0
1040,0.0,322.81,0.0,0.0,891.42,0.0
1041,0.0,446.54,0.0,0.0,591.9,471.38
1042,0.0,0.0,0.0,108.8,0.0,0.0
1043,119.16,0.0,0.0,100.28,0.0,0.0
1044,0.0,0.0,0.0,629.22,1016.38,0.0
1045,0.0,0.0,0.0,215.26,0.0,0.0
1046,0.0,0.0,0.0,192.14,0.0,0.0
1047,446.67,0.0,496.98,0.0,0.0,499.38
1048,0.0,0.0,0.0,0.0,0.0,0.0
1049,0.0,0.0,0.0,412.06,0.0,0.0
1050,0.0,0.0,132.42,0.0,0.0,0.0
1051,0.0,0.0,0.0,0.0,0.0,0.0
1052,0.0,0.0,73.72,173.39,0.0,0.0
1053,0.0,312.4,0.0,0.0,290.95,0.0
1054,0.0,0.0,0.0,0.0,338.05,0.0
1055,0.0,0.0,112.29,0.0,0.0,0.0
1056,0.0,0.0,0.0,0.0,0.0,0.0
1057,192.11,0.0,0.0,84.2,0.0,0.0
1058,0.0,0.0,0.0,0.0,0.0,0.0
1059,234.92,0.0,116.2,0.0,0.0,0.0
1060,0.0,0.0,0.0,0.0,0.0,0.0
1061,0.0,0.0,0.0,0.0,0.0,0.0
1062,0.0,0.0,0.0,0.0,0.0,0.0
1063,0.0,0.0,595.55,0.0,0.0,0.0
1064,0.0,0.0,0.0,122.24,0.0,0.0
1065,0.0,223.59,547.63,0.0,0.0,0.0
1066,0.0,0.0,0.0,0.0,0.0,0.0
1067,0.0,0.0,0.0,0.0,0.0,0.0
