personID,career,workArrangement,annualIncome,sideHustleIncome,monthlyIncome
889,Admin,Office,43838.71,0.0,3653.2258333333334
890,Service,Hybrid,37470.78,0.0,3122.565
891,Manufacturing,Office,44620.73,0.0,3718.394166666667
892,Admin,Office,59823.86,0.0,4985.321666666667
893,Healthcare,Office,65685.05,0.0,5473.754166666667
894,Retail,Office,30052.41,3464.03,2793.036666666667
895,Healthcare,Office,44204.92,0.0,3683.7433333333333
896,Technology,Office,114017.77,0.0,9501.480833333333
897,Business,Hybrid,105711.47,0.0,8809.289166666667
898,Service,Office,41585.47,4521.12,3842.2158333333336
899,Manufacturing,Office,29732.38,0.0,2477.6983333333333
900,Engineering,Office,102182.15,0.0,8515.179166666667
901,Technology,Office,97836.81,0.0,8153.0675
902,Manufacturing,Office,28845.29,0.0,2403.7741666666666
903,Admin,Office,44261.83,0.0,3688.4858333333336
904,Finance,Hybrid,93488.81,7165.11,8387.826666666666
905,Retail,Office,21027.19,1472.74,1874.9941666666666
906,Healthcare,Hybrid,96754.78,0.0,8062.8983333333335
907,Manufacturing,Office,58282.84,0.0,4856.903333333333
908,Education,Hybrid,76265.69,0.0,6355.474166666667
909,Sales,Hybrid,41811.21,7713.48,4127.0575
910,Admin,Hybrid,37684.53,2267.73,3329.355
911,Healthcare,Office,75455.55,4896.81,6696.03
912,Sales,Hybrid,56121.63,0.0,4676.8025
913,Healthcare,Office,46182.06,0.0,3848.5049999999997
914,FoodService,Hybrid,36380.25,3156.24,3294.7075
915,Retail,Hybrid,38059.36,0.0,3171.6133333333332
916,Transportation,Hybrid,25913.49,4999.38,2576.0725
917,Finance,Office,91988.46,0.0,7665.705000000001
918,Construction,Office,42160.61,0.0,3513.3841666666667
919,Transportation,Office,28231.99,0.0,2352.6658333333335
920,Healthcare,Office,43698.84,0.0,3641.5699999999997
921,Admin,Office,51688.82,0.0,4307.401666666667
922,Technology,Remote,117097.15,0.0,9758.095833333333
923,Construction,Office,51882.36,0.0,4323.53
924,Manufacturing,Office,54361.19,0.0,4530.099166666667
925,Engineering,Office,157346.17,0.0,13112.180833333334
926,Manufacturing,Hybrid,27831.4,1748.02,2464.951666666667
927,Legal,Office,125609.16,0.0,10467.43
928,Education,Hybrid,75133.62,0.0,6261.134999999999
929,Business,Hybrid,96931.86,0.0,8077.655
930,FoodService,Office,30165.38,0.0,2513.7816666666668
931,Business,Remote,62511.13,0.0,5209.260833333333
932,Finance,Remote,151885.18,0.0,12657.098333333333
933,Retired,Retired,38639.29076256363,0.0,3219.9408968803023
934,Admin,Hybrid,39560.54,0.0,3296.7116666666666
935,Service,Office,32925.61,0.0,2743.8008333333332
936,Manufacturing,Office,38270.85,0.0,3189.2374999999997
937,Business,Hybrid,54509.43,0.0,4542.4525
938,Admin,Office,63322.24,0.0,5276.8533333333335
939,Admin,Office,35667.54,0.0,2972.295
940,Retail,Office,29973.75,0.0,2497.8125
941,Healthcare,Office,56593.15,0.0,4716.095833333334
942,Technology,Hybrid,124214.23,0.0,10351.185833333333
943,Engineering,Office,116276.28,0.0,9689.69
944,FoodService,Office,24593.35,0.0,2049.445833333333
945,Retail,Hybrid,31205.71,0.0,2600.4758333333334
946,Manufacturing,Office,33638.99,0.0,2803.2491666666665
947,Finance,Office,75842.15,13075.36,7409.7925
948,Manufacturing,Office,54191.99,9960.91,5346.075
949,Education,Office,113274.22,0.0,9439.518333333333
950,Transportation,Office,30381.32,0.0,2531.7766666666666
951,Engineering,Office,140507.57,14989.37,12958.078333333333
952,Transportation,Office,34347.6,0.0,2862.2999999999997
953,Healthcare,Office,52950.05,0.0,4412.504166666667
954,Transportation,Office,33176.45,0.0,2764.7041666666664
955,Healthcare,Office,112785.75,0.0,9398.8125
956,Service,Hybrid,27560.7,0.0,2296.725
957,Healthcare,Hybrid,66947.19,0.0,5578.9325
958,Finance,Remote,73736.5,0.0,6144.708333333333
959,Admin,Office,39126.15,3681.15,3567.275
960,Retail,Office,42818.81,0.0,3568.2341666666666
961,Legal,Office,126240.11,0.0,10520.009166666667
962,Retail,Office,28471.7,0.0,2372.641666666667
963,Retail,Office,29933.48,4538.11,2872.6324999999997
964,Healthcare,Hybrid,35392.35,5499.8,3407.679166666667
965,Finance,Office,109256.18,0.0,9104.681666666665
966,Manufacturing,Office,32757.52,0.0,2729.7933333333335
967,Manufacturing,Office,42081.21,0.0,3506.7675
968,Construction,Office,38521.62,6432.98,3746.216666666667
969,Service,Office,50305.72,0.0,4192.143333333333
970,Engineering,Office,134455.82,0.0,11204.651666666667
971,Education,Office,123989.22,21646.66,12136.323333333334
972,Admin,Hybrid,66029.06,0.0,5502.421666666666
973,Retail,Office,25681.53,0.0,2140.1275
974,Business,Hybrid,87448.54,7893.05,7945.1325
975,Healthcare,Hybrid,46547.3,0.0,3878.941666666667
976,FoodService,Office,32498.05,0.0,2708.170833333333
977,Finance,Remote,150947.55,23101.65,14504.099999999999
978,Healthcare,Hybrid,55284.23,0.0,4607.019166666667
979,Education,Hybrid,59281.39,0.0,4940.115833333333
980,Business,Hybrid,95711.53,0.0,7975.9608333333335
981,Retail,Office,24481.82,0.0,2040.1516666666666
982,FoodService,Office,33001.57,0.0,2750.130833333333
983,Business,Remote,70931.22,0.0,5910.935
984,Transportation,Office,21504.39,0.0,1792.0325
985,Admin,Office,53129.32,0.0,4427.443333333334
986,Business,Office,81948.39,5755.72,7308.675833333334
987,Sales,Office,88907.42,0.0,7408.951666666667
988,Sales,Hybrid,41852.95,0.0,3487.745833333333
989,Sales,Office,78564.16,0.0,6547.013333333333
990,Finance,Hybrid,133847.92,0.0,11153.993333333334
991,Sales,Hybrid,111379.34,0.0,9281.611666666666
992,FoodService,Office,28834.13,0.0,2402.8441666666668
993,Sales,Office,44830.5,0.0,3735.875
994,Manufacturing,Office,52537.47,0.0,4378.1225
995,FoodService,Office,25647.03,3247.16,2407.8491666666664
996,Admin,Office,26629.48,0.0,2219.1233333333334
997,Retail,Office,27913.72,0.0,2326.1433333333334
998,Retail,Office,26102.18,0.0,2175.181666666667
999,Retired,Retired,29145.632339962234,0.0,2428.802694996853
1000,Retail,Office,25616.25,0.0,2134.6875
1001,Finance,Remote,128073.82,18177.91,12187.644166666667
1002,Finance,Hybrid,91366.26,0.0,7613.855
1003,Manufacturing,Office,48982.67,0.0,4081.8891666666664
1004,Finance,Remote,164642.07,0.0,13720.1725
1005,Retail,Office,33191.74,0.0,2765.978333333333
1006,Service,Hybrid,40065.3,2975.24,3586.7116666666666
1007,Education,Office,74583.64,0.0,6215.303333333333
1008,Retail,Office,43634.54,0.0,3636.2116666666666
1009,Technology,Hybrid,133637.72,0.0,11136.476666666667
1010,FoodService,Office,26547.01,0.0,2212.250833333333
1011,Technology,Remote,81332.63,0.0,6777.719166666667
1012,Retired,Retired,46365.46476545331,0.0,3863.7887304544424
1013,Retail,Office,49660.84,3052.95,4392.815833333333
1014,Retail,Office,22368.18,0.0,1864.015
1015,Healthcare,Office,67264.71,5328.17,6049.406666666667
1016,Finance,Office,135355.06,0.0,11279.588333333333
1017,Admin,Office,55157.0,0.0,4596.416666666667
1018,Admin,Office,42541.34,0.0,3545.111666666666
1019,Manufacturing,Office,54777.1,0.0,4564.758333333333
1020,Finance,Office,97435.29,0.0,8119.607499999999
1021,Admin,Office,54739.0,0.0,4561.583333333333
1022,Finance,Hybrid,127853.64,0.0,10654.47
1023,Business,Hybrid,83886.17,0.0,6990.514166666667
1024,Retired,Retired,55188.35914574264,0.0,4599.029928811887
1025,FoodService,Office,28615.31,0.0,2384.6091666666666
1026,Manufacturing,Office,57745.2,6530.31,5356.2925
1027,Business,Remote,102270.32,0.0,8522.526666666667
1028,Construction,Office,34446.87,0.0,2870.5725
1029,Healthcare,Office,67365.49,0.0,5613.7908333333335
1030,Engineering,Office,99205.8,0.0,8267.15
1031,Admin,Hybrid,34332.97,0.0,2861.0808333333334
1032,Business,Remote,119581.57,0.0,9965.130833333335
1033,Manufacturing,Office,33107.94,6064.58,3264.376666666667
1034,Construction,Office,34851.12,0.0,2904.26
1035,Healthcare,Office,67445.52,0.0,5620.46
1036,Transportation,Office,30022.62,0.0,2501.8849999999998
1037,Manufacturing,Office,44634.67,0.0,3719.5558333333333
1038,Healthcare,Hybrid,89367.55,0.0,7447.295833333334
1039,Service,Office,37740.87,0.0,3145.0725
1040,Business,Hybrid,138543.05,0.0,11545.254166666666
1041,Education,Office,105216.02,0.0,8768.001666666667
1042,Retail,Office,26211.56,3401.92,2467.7900000000004
1043,Manufacturing,Hybrid,34896.85,0.0,2908.070833333333
1044,Technology,Remote,120072.46,0.0,10006.038333333334
1045,Healthcare,Hybrid,46101.11,0.0,3841.7591666666667
1046,FoodService,Office,34487.21,5596.38,3340.299166666666
1047,Engineering,Office,77748.07,0.0,6479.005833333334
1048,Retail,Hybrid,30600.6,0.0,2550.0499999999997
1049,Sales,Office,76638.59,0.0,6386.549166666667
1050,FoodService,Office,22102.09,0.0,1841.8408333333334
1051,FoodService,Office,39773.77,3027.65,3566.785
1052,Transportation,Office,38257.76,0.0,3188.146666666667
1053,Business,Hybrid,115255.5,0.0,9604.625
1054,Healthcare,Office,90314.78,0.0,7526.231666666667
1055,Retired,Retired,37777.2347688425,0.0,3148.1028974035416
1056,Admin,Office,31280.13,0.0,2606.6775000000002
1057,Manufacturing,Office,35127.29,0.0,2927.2741666666666
1058,FoodService,Hybrid,23897.18,1574.75,2122.6608333333334
1059,Manufacturing,Office,36978.76,0.0,3081.5633333333335
1060,Healthcare,Office,63528.56,0.0,5294.046666666666
1061,Retail,Office,35599.3,0.0,2966.6083333333336
1062,Retired,Retired,45884.17812047606,0.0,3823.681510039672
1063,Healthcare,Office,91989.57,0.0,7665.797500000001
1064,FoodService,Office,25406.48,0.0,2117.2066666666665
1065,Education,Office,71292.26,6127.04,6451.608333333333
1066,Manufacturing,Office,43070.95,0.0,3589.245833333333
1067,Sales,Office,43935.06,0.0,3661.2549999999997
1068,Retail,Office,36613.99,0.0,3051.165833333333
1069,Service,Office,35408.68,0.0,2950.7233333333334
1070,Business,Hybrid,79417.17,7709.98,7260.595833333333
1071,Admin,Office,51188.52,0.0,4265.71
1072,Manufacturing,Office,43466.79,0.0,3622.2325
1073,Sales,Office,81274.48,0.0,6772.873333333333
1074,Business,Remote,70361.56,0.0,5863.463333333333
1075,Retired,Retired,31038.191496465854,0.0,2586.5159580388213
1076,Transportation,Office,31511.46,4166.3,2973.146666666667
1077,Sales,Hybrid,41375.03,7537.97,4076.0833333333335
1078,Retail,Office,45892.4,5227.78,4260.015
1079,Sales,Office,36706.41,4691.8,3449.850833333334
1080,Sales,Office,66477.92,0.0,5539.826666666667
1081,Construction,Office,41330.73,0.0,3444.2275000000004
1082,Transportation,Office,31662.51,0.0,2638.5425
1083,Admin,Hybrid,35430.48,1796.04,3102.2100000000005
1084,FoodService,Office,26273.39,0.0,2189.4491666666668
1085,Retail,Office,36053.72,0.0,3004.476666666667
1086,Business,Hybrid,64982.3,0.0,5415.191666666667
1087,Technology,Office,114740.62,0.0,9561.718333333332
1088,Healthcare,Office,50044.06,0.0,4170.338333333333
1089,Retired,Retired,47919.16685225031,2635.4,4212.880571020859
1090,Healthcare,Office,73336.11,0.0,6111.3425
1091,Engineering,Hybrid,91999.35,5755.97,8146.276666666668
1092,Sales,Office,45472.47,0.0,3789.3725
1093,Healthcare,Office,49243.83,0.0,4103.6525
1094,Finance,Office,163817.66,0.0,13651.471666666666
1095,Technology,Remote,109511.85,0.0,9125.987500000001
1096,Finance,Hybrid,158542.27,24550.13,15257.699999999999
1097,Transportation,Office,25424.18,0.0,2118.681666666667
1098,FoodService,Hybrid,36141.33,0.0,3011.7775
1099,Admin,Office,38750.47,0.0,3229.2058333333334
1100,Admin,Office,47223.61,0.0,3935.3008333333332
1101,Sales,Office,79518.97,0.0,6626.580833333333
1102,PartTime,PartTime,42220.36,5190.09,3950.870833333333
1103,FoodService,Office,33932.73,0.0,2827.7275000000004
1104,Manufacturing,Office,39750.63,0.0,3312.5525
1105,Retired,Retired,32052.59096747661,0.0,2671.0492472897176
1106,Business,Office,84198.74,0.0,7016.561666666667
1107,Admin,Office,28366.64,0.0,2363.8866666666668
1108,Retail,Office,47352.89,3738.24,4257.594166666667
1109,Finance,Hybrid,135658.09,0.0,11304.840833333334
1110,Sales,Hybrid,57274.39,7954.84,5435.769166666666
1111,Service,Office,36556.03,0.0,3046.335833333333
1112,Retail,Hybrid,28812.33,3794.35,2717.2233333333334
1113,Healthcare,Hybrid,96126.05,0.0,8010.504166666667
1114,Technology,Office,133196.11,0.0,11099.675833333333
1115,Manufacturing,Hybrid,49369.41,0.0,4114.1175
1116,Construction,Hybrid,36959.43,2340.27,3274.975
1117,Technology,Office,70369.31,0.0,5864.109166666666
1118,Transportation,Office,47787.19,6979.89,4563.923333333333
1119,FoodService,Office,20453.89,0.0,1704.4908333333333
1120,Technology,Remote,116086.08,0.0,9673.84
1121,FoodService,Office,35885.66,0.0,2990.471666666667
1122,Retired,Retired,37548.02903300452,0.0,3129.0024194170433
1123,FoodService,Office,43734.05,0.0,3644.504166666667
1124,Business,Remote,135756.1,0.0,11313.008333333333
1125,Transportation,Hybrid,35972.22,0.0,2997.685
1126,Transportation,Office,27867.2,4600.13,2705.6108333333336
1127,FoodService,Office,20275.66,0.0,1689.6383333333333
1128,Engineering,Office,138184.9,0.0,11515.408333333333
1129,Education,Office,68788.48,0.0,5732.373333333333
1130,FoodService,Office,21261.64,1976.97,1936.5508333333335
1131,Engineering,Hybrid,109900.42,0.0,9158.368333333334
1132,Manufacturing,Office,56429.75,8640.71,5422.538333333333
1133,Business,Hybrid,87364.34,0.0,7280.361666666667
1134,Manufacturing,Office,49770.34,0.0,4147.528333333333
1135,Engineering,Office,87393.77,0.0,7282.814166666667
1136,FoodService,Office,16320.52,0.0,1360.0433333333333
1137,Transportation,Office,37569.19,3003.95,3381.095
1138,Technology,Office,142410.38,0.0,11867.531666666668
1139,Sales,Office,52636.07,0.0,4386.339166666667
1140,FoodService,Office,29335.29,0.0,2444.6075
1141,Retail,Hybrid,26361.53,0.0,2196.7941666666666
1142,Education,Hybrid,84919.84,0.0,7076.653333333333
1143,Business,Remote,97050.53,0.0,8087.544166666667
1144,Sales,Office,56838.08,0.0,4736.506666666667
1145,Education,Hybrid,73911.46,0.0,6159.288333333334
1146,Construction,Office,51787.6,0.0,4315.633333333333
1147,FoodService,Office,27174.79,4443.33,2634.8433333333337
1148,Healthcare,Hybrid,98474.05,0.0,8206.170833333334
1149,FoodService,Office,29544.83,5517.97,2921.9
1150,Construction,Office,43925.25,0.0,3660.4375
1151,Manufacturing,Office,41242.88,0.0,3436.9066666666663
1152,Education,Hybrid,87113.17,0.0,7259.430833333333
1153,Admin,Office,48403.15,0.0,4033.5958333333333
1154,Engineering,Office,121264.02,0.0,10105.335000000001
1155,Finance,Remote,126502.24,14709.69,11767.660833333333
1156,Retail,Office,34879.21,0.0,2906.6008333333334
1157,Technology,Remote,107492.54,0.0,8957.711666666666
1158,FoodService,Office,38070.27,0.0,3172.5224999999996
1159,Retail,Office,28093.56,0.0,2341.13
1160,Education,Office,46129.92,0.0,3844.16
1161,Education,Hybrid,127744.24,11074.57,11568.234166666667
1162,Manufacturing,Office,37608.69,0.0,3134.0575000000003
1163,Manufacturing,Office,48624.32,0.0,4052.0266666666666
1164,Service,Office,54180.45,0.0,4515.037499999999
1165,Sales,Office,37962.05,0.0,3163.504166666667
1166,Retail,Office,33060.99,0.0,2755.0825
1167,FoodService,Office,29870.29,3282.04,2762.6941666666667
1168,Healthcare,Office,61087.4,0.0,5090.616666666667
1169,Retail,Office,28562.7,0.0,2380.225
1170,Manufacturing,Office,34172.29,0.0,2847.6908333333336
1171,Education,Office,68201.27,0.0,5683.439166666667
1172,Retired,Retired,56851.08043833802,0.0,4737.590036528168
1173,Manufacturing,Office,49360.13,0.0,4113.344166666667
1174,Manufacturing,Hybrid,46376.31,0.0,3864.6924999999997
1175,Technology,Hybrid,126098.44,0.0,10508.203333333333
1176,FoodService,Office,24224.28,0.0,2018.6899999999998
1177,Transportation,Hybrid,36979.22,0.0,3081.601666666667
1178,Education,Office,42056.09,3680.4,3811.3741666666665
1179,FoodService,Office,41495.1,0.0,3457.9249999999997
1180,FoodService,Office,28349.96,0.0,2362.4966666666664
1181,Retired,Retired,34079.59729391044,0.0,2839.9664411592034
1182,Retail,Office,27432.93,0.0,2286.0775
1183,Transportation,Office,37812.1,1897.63,3309.1441666666665
1184,Education,Office,104007.13,0.0,8667.260833333334
1185,Admin,Office,27509.26,4059.5,2630.73
1186,Retail,Office,30861.08,0.0,2571.7566666666667
1187,Transportation,Office,36696.5,0.0,3058.0416666666665
1188,Technology,Hybrid,104721.14,0.0,8726.761666666667
1189,Healthcare,Hybrid,55912.96,0.0,4659.413333333333
1190,Healthcare,Office,54721.28,0.0,4560.106666666667
1191,Education,Hybrid,75854.0,4276.57,6677.547500000001
1192,Admin,Office,46587.77,0.0,3882.3141666666666
1193,Admin,Office,46757.66,0.0,3896.471666666667
1194,Transportation,Office,37619.86,0.0,3134.9883333333332
1195,Service,Hybrid,31896.39,0.0,2658.0325
1196,FoodService,Office,29063.46,0.0,2421.955
1197,Retired,Retired,28373.184393567157,0.0,2364.432032797263
1198,Retired,Retired,63221.22571771498,0.0,5268.435476476248
1199,Sales,Office,43689.4,3563.25,3937.7208333333333
1200,Manufacturing,Office,37041.19,0.0,3086.7658333333334
1201,Transportation,Office,27712.54,0.0,2309.3783333333336
1202,Manufacturing,Office,47380.09,7503.46,4573.629166666667
1203,Finance,Hybrid,137611.72,20622.32,13186.17
1204,Sales,Hybrid,42993.85,0.0,3582.820833333333
1205,Sales,Office,79496.42,0.0,6624.701666666667
1206,Manufacturing,Hybrid,45031.7,0.0,3752.6416666666664
1207,FoodService,Office,26541.37,1619.01,2346.6983333333333
1208,Manufacturing,Office,27481.77,4095.01,2631.398333333333
1209,Healthcare,Office,40667.82,0.0,3388.985
1210,Retired,Retired,39734.094299535,0.0,3311.17452496125
1211,Retail,Hybrid,29560.92,0.0,2463.41
1212,Engineering,Office,112968.95,0.0,9414.079166666666
1213,Manufacturing,Office,40800.75,7735.26,4044.6675
1214,Manufacturing,Hybrid,44191.54,0.0,3682.6283333333336
1215,Admin,Office,63329.26,0.0,5277.4383333333335
1216,Business,Hybrid,111173.72,0.0,9264.476666666667
1217,Healthcare,Office,52615.8,0.0,4384.650000000001
1218,Transportation,Office,29971.81,0.0,2497.6508333333336
1219,Manufacturing,Hybrid,41927.12,2564.91,3707.6691666666666
1220,Healthcare,Office,65931.95,0.0,5494.329166666666
1221,Retired,Retired,26650.206414518267,0.0,2220.850534543189
1222,Construction,Office,44182.32,0.0,3681.86
1223,Retail,Office,28554.37,0.0,2379.5308333333332
1224,Finance,Remote,105758.93,0.0,8813.244166666665
1225,Manufacturing,Office,39251.93,4410.08,3638.5008333333335
1226,Admin,Office,42774.88,0.0,3564.5733333333333
1227,Manufacturing,Office,49197.06,0.0,4099.755
1228,FoodService,Office,21442.97,0.0,1786.9141666666667
1229,PartTime,PartTime,20984.67,0.0,1748.7224999999999
1230,Admin,Office,48941.36,0.0,4078.4466666666667
1231,Admin,Office,31652.44,0.0,2637.7033333333334
1232,Manufacturing,Office,58658.58,0.0,4888.215
1233,Sales,Office,97149.76,0.0,8095.813333333333
1234,Technology,Hybrid,86102.66,0.0,7175.221666666667
1235,FoodService,Hybrid,30519.84,0.0,2543.32
1236,Manufacturing,Office,52737.48,0.0,4394.79
1237,Manufacturing,Office,56120.7,0.0,4676.724999999999
1238,Healthcare,Office,81079.78,0.0,6756.6483333333335
1239,Retired,Retired,26064.009218520216,0.0,2172.000768210018
1240,FoodService,Office,21447.64,3419.08,2072.226666666667
1241,Manufacturing,Office,61261.05,0.0,5105.087500000001
1242,Business,Remote,135654.77,0.0,11304.564166666665
1243,FoodService,Office,34815.34,0.0,2901.278333333333
1244,Retail,Office,39903.63,5991.87,3824.625
1245,FoodService,Office,23875.5,0.0,1989.625
1246,Healthcare,Office,73743.55,6192.73,6661.356666666667
1247,Admin,Office,24749.04,0.0,2062.42
1248,Technology,Hybrid,84621.04,6300.89,7576.827499999999
1249,Finance,Remote,109176.85,0.0,9098.070833333333
1250,Business,Hybrid,76433.67,12813.12,7437.232499999999
1251,Healthcare,Office,83253.79,0.0,6937.815833333333
1252,Healthcare,Office,114595.07,0.0,9549.589166666667
1253,Construction,Office,24272.86,0.0,2022.7383333333335
1254,Engineering,Office,74578.19,14426.16,7417.029166666667
1255,Healthcare,Office,45132.38,7453.05,4382.119166666666
1256,Technology,Office,126584.36,0.0,10548.696666666667
1257,Service,Office,28582.15,0.0,2381.8458333333333
1258,Research,Office,84034.21,0.0,7002.850833333334
1259,Business,Office,61900.78,12038.51,6161.607499999999
1260,Education,Office,56933.03,0.0,4744.419166666667
1261,Manufacturing,Office,33355.16,0.0,2779.596666666667
1262,FoodService,Office,35399.45,0.0,2949.9541666666664
1263,Technology,Office,118147.02,0.0,9845.585000000001
1264,Manufacturing,Office,38706.71,0.0,3225.5591666666664
1265,Sales,Office,61943.15,0.0,5161.929166666667
1266,Retail,Office,21012.09,0.0,1751.0075
1267,Education,Office,60736.16,0.0,5061.346666666667
1268,Sales,Office,66403.93,0.0,5533.660833333332
1269,Admin,Office,49181.96,6922.33,4675.3575
1270,Healthcare,Office,69703.3,0.0,5808.608333333334
1271,Transportation,Office,29009.44,0.0,2417.4533333333334
1272,FoodService,Office,41935.78,0.0,3494.648333333333
1273,Retail,Office,29451.16,0.0,2454.2633333333333
1274,Business,Hybrid,65097.37,12327.15,6452.043333333334
1275,Admin,Office,45872.0,0.0,3822.6666666666665
1276,Finance,Office,83742.87,0.0,6978.572499999999
1277,Education,Office,72366.2,0.0,6030.516666666666
1278,Retired,Retired,54040.57417259616,8298.76,5194.9445143830135
1279,Healthcare,Office,25861.32,0.0,2155.11
1280,Admin,Office,41738.93,0.0,3478.244166666667
1281,Retail,Office,31042.34,0.0,2586.8616666666667
1282,Healthcare,Office,123002.21,0.0,10250.184166666668
1283,Finance,Remote,115598.07,0.0,9633.1725
1284,Service,Office,34999.77,0.0,2916.6474999999996
1285,Technology,Hybrid,105470.9,0.0,8789.241666666667
1286,Technology,Hybrid,97149.38,0.0,8095.781666666667
1287,Healthcare,Office,27858.97,0.0,2321.5808333333334
1288,Retail,Office,31540.49,0.0,2628.374166666667
1289,Construction,Hybrid,21420.68,0.0,1785.0566666666666
1290,Technology,Remote,108684.48,0.0,9057.039999999999
1291,Technology,Hybrid,102112.47,19026.89,10094.946666666667
1292,Education,Office,63469.6,0.0,5289.133333333333
1293,Admin,Office,33848.94,0.0,2820.7450000000003
1294,FoodService,Office,26867.59,0.0,2238.965833333333
1295,Business,Remote,81925.62,0.0,6827.134999999999
1296,Finance,Office,89512.39,0.0,7459.365833333333
1297,Education,Hybrid,72865.29,0.0,6072.107499999999
1298,Business,Remote,53586.45,3978.17,4797.051666666666
1299,FoodService,Office,23969.12,0.0,1997.4266666666665
1300,Healthcare,Office,71990.88,12406.53,7033.1175
1301,Education,Office,47980.35,0.0,3998.3624999999997
1302,FoodService,Office,27667.2,0.0,2305.6
1303,Healthcare,Office,42424.94,0.0,3535.411666666667
1304,Retail,Office,40639.54,0.0,3386.6283333333336
1305,FoodService,Office,24761.25,1968.81,2227.505
1306,Manufacturing,Office,37415.79,0.0,3117.9825
1307,Retail,Office,32702.56,0.0,2725.2133333333336
1308,Retail,Office,39129.82,0.0,3260.818333333333
1309,Service,Hybrid,38302.41,0.0,3191.8675000000003
1310,Healthcare,Office,48860.57,0.0,4071.7141666666666
1311,Retail,Office,35601.43,0.0,2966.7858333333334
1312,Construction,Office,40970.56,2217.1,3598.9716666666664
1313,Retail,Office,27543.27,0.0,2295.2725
1314,Manufacturing,Office,51339.55,6552.87,4824.368333333334
1315,Manufacturing,Office,38613.24,3773.97,3532.2675
1316,Construction,Hybrid,56061.81,3169.16,4935.9141666666665
1317,Engineering,Hybrid,114981.74,0.0,9581.811666666666
1318,Technology,Office,116993.45,0.0,9749.454166666666
1319,Engineering,Office,104136.04,0.0,8678.003333333332
1320,Retail,Hybrid,34625.95,0.0,2885.495833333333
1321,FoodService,Office,21640.18,0.0,1803.3483333333334
1322,Finance,Remote,72742.51,0.0,6061.875833333333
1323,Manufacturing,Office,40463.52,0.0,3371.9599999999996
1324,Service,Office,46348.59,0.0,3862.3824999999997
1325,Retired,Retired,59668.74912625795,11757.47,5952.184927188162
1326,Business,Remote,100884.8,0.0,8407.066666666668
1327,Retail,Office,23799.24,0.0,1983.2700000000002
1328,Business,Office,125287.98,0.0,10440.664999999999
1329,Technology,Hybrid,149675.13,0.0,12472.9275
1330,Retail,Office,41093.32,6162.76,3938.0066666666667
1331,Healthcare,Office,67636.51,0.0,5636.375833333333
1332,Manufacturing,Hybrid,63448.31,0.0,5287.359166666666
1333,Technology,Remote,141197.74,0.0,11766.478333333333
1334,PartTime,PartTime,16166.36,0.0,1347.1966666666667
1335,Retired,Retired,25895.65477281395,0.0,2157.971231067829
1336,Retail,Office,40159.73,7440.47,3966.683333333334
1337,Education,Office,86564.01,0.0,7213.6675
1338,Service,Hybrid,43638.94,8721.78,4363.393333333333
1339,Retail,Office,32578.94,3544.43,3010.280833333333
1340,Technology,Hybrid,80714.81,7119.9,7319.559166666666
1341,Sales,Office,76377.29,0.0,6364.774166666666
1342,Admin,Hybrid,59030.7,0.0,4919.224999999999
1343,Construction,Office,46413.16,0.0,3867.763333333334
1344,Admin,Office,43115.19,0.0,3592.9325000000003
1345,Education,Office,94361.39,0.0,7863.449166666666
1346,Healthcare,Hybrid,60928.31,4726.98,5471.274166666666
1347,Business,Hybrid,111579.97,14201.68,10481.804166666667
1348,Transportation,Office,32474.84,0.0,2706.2366666666667
1349,PartTime,PartTime,20972.01,0.0,1747.6674999999998
1350,Education,Office,46871.13,6604.71,4456.32
1351,Finance,Remote,120417.23,0.0,10034.769166666667
1352,FoodService,Office,36198.03,0.0,3016.5025
1353,Healthcare,Office,46793.42,0.0,3899.4516666666664
1354,Manufacturing,Hybrid,66802.31,0.0,5566.859166666666
1355,Construction,Office,42137.0,0.0,3511.4166666666665
1356,Retail,Hybrid,27729.53,0.0,2310.7941666666666
1357,Construction,Office,57596.13,0.0,4799.6775
1358,Admin,Hybrid,50587.9,0.0,4215.658333333334
1359,Construction,Office,47640.08,0.0,3970.0066666666667
1360,Transportation,Office,34469.23,0.0,2872.4358333333334
1361,Education,Office,87158.94,0.0,7263.245
1362,Retail,Office,28698.8,0.0,2391.5666666666666
1363,Construction,Office,42552.92,0.0,3546.0766666666664
1364,Manufacturing,Office,58338.31,0.0,4861.525833333333
1365,Admin,Office,57785.64,0.0,4815.47
1366,Business,Remote,66272.55,0.0,5522.712500000001
1367,Service,Office,52182.55,6306.96,4874.1258333333335
1368,Healthcare,Office,78572.51,8492.73,7255.436666666666
1369,Healthcare,Office,58382.98,0.0,4865.248333333334
1370,Retail,Office,38986.51,0.0,3248.8758333333335
1371,Retired,Retired,26291.640685064325,0.0,2190.970057088694
1372,Service,Office,29892.59,0.0,2491.0491666666667
1373,Construction,Office,39481.54,0.0,3290.1283333333336
1374,Healthcare,Office,60731.84,4569.52,5441.78
1375,Engineering,Office,104574.32,0.0,8714.526666666667
1376,Construction,Office,36458.02,0.0,3038.168333333333
1377,Manufacturing,Office,36443.47,0.0,3036.9558333333334
1378,Retail,Office,32008.33,3721.89,2977.5183333333334
1379,Manufacturing,Office,36981.91,0.0,3081.825833333334
1380,Healthcare,Office,46512.23,0.0,3876.019166666667
1381,Technology,Hybrid,132828.36,0.0,11069.029999999999
1382,Manufacturing,Office,36862.32,0.0,3071.86
