personID,ownsCar,carPayment,carInsurance,gas,publicTransit,carMaintenance
579,True,0.0,179.61,172.27,0.0,109.37
580,True,0.0,209.51,241.76,0.0,125.18
581,True,1827.78,232.83,279.53,0.0,81.67
582,True,515.03,105.73,109.22,0.0,102.25
583,True,0.0,183.8,172.99,0.0,100.41
584,True,0.0,173.82,216.45,0.0,120.11
585,True,545.44,121.41,295.81,0.0,101.8
586,True,0.0,226.14,185.07,0.0,83.43
587,False,0.0,0.0,0.0,134.31,0.0
588,True,0.0,133.56,157.54,0.0,74.39
589,True,0.0,134.92,53.84,0.0,75.47
590,True,373.44,126.28,226.64,0.0,148.09
591,True,264.13,146.05,158.38,0.0,85.75
592,True,597.92,142.99,134.13,0.0,130.66
593,True,568.27,165.22,188.01,0.0,57.14
594,False,0.0,0.0,0.0,145.57,0.0
595,True,511.73,205.71,116.97,0.0,58.97
596,True,0.0,127.06,189.59,0.0,118.62
597,True,636.68,231.84,165.81,0.0,95.72
598,True,0.0,162.46,161.5,136.28,138.05
599,True,0.0,198.86,239.38,0.0,136.22
600,True,0.0,121.56,292.17,0.0,125.57
601,True,0.0,167.56,270.71,0.0,131.53
602,True,0.0,120.27,275.08,0.0,137.05
603,True,1175.92,141.51,260.26,0.0,128.36
604,True,0.0,178.22,176.48,0.0,102.69
605,True,516.96,189.56,292.58,0.0,76.47
606,True,1544.33,139.88,162.26,178.15,128.74
607,False,0.0,0.0,0.0,108.29,0.0
608,False,0.0,0.0,0.0,135.95,0.0
609,True,574.23,216.88,257.39,0.0,81.77
610,True,0.0,144.57,195.79,0.0,74.48
611,True,380.97,135.06,163.67,0.0,67.17
612,True,645.54,163.35,107.43,0.0,112.72
613,True,0.0,191.69,260.44,0.0,74.25
614,True,0.0,248.56,154.26,0.0,87.48
615,True,0.0,174.43,272.46,0.0,120.91
616,True,0.0,175.38,204.97,0.0,129.38
617,False,0.0,0.0,0.0,129.11,0.0
618,True,1255.61,127.71,115.37,0.0,81.48
619,True,0.0,219.56,56.3,0.0,134.28
620,True,0.0,143.63,156.26,0.0,55.8
621,True,0.0,216.82,191.27,0.0,148.59
622,True,0.0,238.38,113.89,0.0,91.69
623,True,356.83,219.87,260.68,0.0,82.49
624,True,0.0,203.52,282.1,0.0,142.37
625,True,0.0,198.51,237.83,0.0,63.24
626,True,0.0,178.97,228.58,0.0,85.78
627,True,1540.32,138.79,263.23,0.0,85.89
628,False,0.0,0.0,0.0,111.55,0.0
629,True,0.0,221.25,259.9,0.0,92.44
630,False,0.0,0.0,0.0,102.46,0.0
631,True,0.0,182.05,150.94,0.0,134.83
632,True,0.0,201.33,122.55,0.0,134.94
633,True,0.0,168.62,289.8,0.0,109.16
634,True,2332.18,146.09,176.82,0.0,149.18
635,True,0.0,224.85,226.54,0.0,134.42
636,True,348.2,164.51,234.01,0.0,118.11
637,True,0.0,232.67,100.05,0.0,69.95
638,True,0.0,245.54,66.89,0.0,104.97
639,False,0.0,0.0,0.0,116.45,0.0
640,True,0.0,227.9,181.87,0.0,71.39
641,True,0.0,136.66,169.19,0.0,80.17
642,True,0.0,231.15,195.7,0.0,118.59
643,True,225.53,187.52,249.73,0.0,68.44
644,True,560.04,151.38,215.45,0.0,59.08
645,True,0.0,132.11,202.36,0.0,103.15
646,True,0.0,156.21,259.02,0.0,50.1
647,True,0.0,137.87,272.06,0.0,110.89
648,True,402.86,123.33,280.38,0.0,140.13
649,True,0.0,248.41,216.71,0.0,69.02
650,True,0.0,228.1,157.43,0.0,88.28
651,True,256.9,216.06,282.78,0.0,141.64
652,True,0.0,145.09,286.34,0.0,120.39
653,True,318.61,123.61,223.82,0.0,63.53
654,True,0.0,183.08,203.3,0.0,88.2
655,True,0.0,216.42,172.01,0.0,125.6
656,True,627.49,245.17,189.21,0.0,116.48
657,True,0.0,229.7,269.53,0.0,65.57
658,True,637.78,236.16,286.3,0.0,56.25
659,True,0.0,151.03,260.96,0.0,118.17
660,True,0.0,140.19,251.98,0.0,110.9
661,True,0.0,152.21,157.6,186.56,55.93
662,True,489.27,113.86,72.21,0.0,147.48
663,True,0.0,223.8,249.99,0.0,75.24
664,True,0.0,237.4,267.78,0.0,88.6
665,True,0.0,159.95,159.51,0.0,67.76
666,True,468.5,234.0,152.86,0.0,132.85
667,True,1639.71,127.15,124.92,0.0,146.26
668,True,0.0,208.06,246.74,0.0,71.33
669,True,2189.21,188.57,226.81,0.0,78.32
670,True,889.3,155.98,151.25,0.0,120.65
671,True,1030.46,219.87,46.06,0.0,102.79
672,True,400.38,147.57,262.83,126.04,60.51
673,True,0.0,174.1,123.81,0.0,142.86
674,True,0.0,212.28,167.58,0.0,111.12
675,True,0.0,163.97,157.63,0.0,80.13
676,True,0.0,185.54,111.03,0.0,98.98
677,True,0.0,232.51,220.75,0.0,100.02
678,True,0.0,146.33,60.15,0.0,102.54
679,True,195.97,144.04,159.2,0.0,99.73
680,False,0.0,0.0,0.0,85.18,0.0
681,True,0.0,176.16,223.29,0.0,106.18
682,True,0.0,173.31,65.83,0.0,89.34
683,True,670.87,185.26,168.42,0.0,64.62
684,True,0.0,129.67,172.2,0.0,116.46
685,True,0.0,233.11,267.5,0.0,129.25
686,True,0.0,157.69,270.28,0.0,134.1
687,True,0.0,120.24,61.46,0.0,52.2
688,True,657.73,209.06,200.09,0.0,90.46
689,True,0.0,204.56,246.07,186.23,147.84
690,True,0.0,247.81,183.81,0.0,56.26
691,True,289.05,213.5,170.53,0.0,128.56
692,False,0.0,0.0,0.0,96.15,0.0
693,True,0.0,163.25,230.75,0.0,62.61
694,False,0.0,0.0,0.0,87.61,0.0
695,False,0.0,0.0,0.0,104.68,0.0
696,True,1686.91,243.84,138.29,0.0,132.46
697,True,414.18,167.49,172.54,0.0,117.22
698,True,0.0,226.76,229.56,0.0,122.5
699,True,690.54,163.64,231.97,0.0,147.73
700,True,0.0,126.33,280.73,0.0,143.95
701,False,0.0,0.0,0.0,129.95,0.0
702,False,0.0,0.0,0.0,103.77,0.0
703,True,0.0,215.39,160.74,0.0,80.44
704,True,429.77,165.53,117.41,0.0,87.52
705,True,548.41,164.06,272.69,0.0,90.72
706,True,0.0,171.59,118.14,0.0,68.06
707,True,0.0,161.86,157.33,0.0,88.11
708,True,0.0,135.34,268.05,0.0,147.9
709,True,0.0,172.59,121.31,0.0,98.96
710,True,0.0,227.1,298.79,0.0,145.26
711,True,0.0,136.93,176.46,0.0,57.15
712,True,314.45,192.08,262.63,0.0,53.93
713,True,400.48,137.19,209.28,0.0,107.53
714,True,401.99,126.39,203.53,0.0,123.63
715,False,0.0,0.0,0.0,114.16,0.0
716,True,1171.9,169.23,51.41,0.0,71.75
717,True,0.0,205.52,216.16,149.11,100.34
718,False,0.0,0.0,0.0,149.3,0.0
719,True,235.41,155.75,268.63,0.0,137.29
720,True,0.0,177.95,77.64,0.0,126.17
721,True,0.0,183.87,212.44,0.0,73.18
722,True,0.0,229.37,66.07,0.0,83.45
723,True,0.0,226.47,268.23,0.0,80.58
724,True,1357.48,120.31,107.98,0.0,121.95
725,True,1931.09,173.81,294.08,0.0,146.82
726,False,0.0,0.0,0.0,84.93,0.0
727,True,0.0,205.29,181.75,0.0,78.01
728,True,560.61,230.81,287.26,0.0,108.83
729,True,2618.15,126.36,79.46,0.0,148.86
730,True,1002.94,201.67,108.03,0.0,65.76
731,False,0.0,0.0,0.0,137.84,0.0
732,True,0.0,229.46,283.91,0.0,115.91
733,True,869.39,153.16,246.14,0.0,83.2
734,True,1958.02,146.68,272.69,0.0,149.17
735,True,0.0,180.82,166.36,0.0,60.88
736,True,0.0,245.14,275.14,0.0,95.13
737,True,0.0,210.08,243.91,0.0,75.5
738,True,645.69,175.18,226.59,123.27,53.17
739,True,0.0,122.71,234.0,0.0,146.36
740,True,0.0,192.37,261.67,0.0,106.82
741,True,0.0,165.34,194.65,0.0,120.08
742,True,0.0,144.14,291.52,0.0,112.03
743,True,0.0,185.02,196.15,0.0,64.85
744,True,0.0,164.38,281.56,0.0,67.06
745,True,1015.84,125.03,151.82,0.0,112.64
746,False,0.0,0.0,0.0,117.05,0.0
747,True,337.39,214.32,287.47,0.0,127.98
748,True,0.0,215.24,74.06,0.0,111.11
749,True,390.4,200.45,168.63,0.0,107.04
750,True,0.0,229.31,260.54,189.37,124.6
751,True,0.0,146.41,206.12,0.0,74.36
752,True,0.0,157.21,221.97,0.0,123.16
753,True,0.0,179.63,160.29,0.0,91.12
754,True,635.05,127.82,181.89,0.0,117.41
755,True,0.0,234.86,176.29,0.0,77.47
756,True,1589.65,183.78,212.69,0.0,63.75
757,True,366.28,162.21,153.9,0.0,52.92
758,True,1464.36,182.14,141.21,0.0,130.35
759,True,0.0,162.27,299.2,0.0,69.7
760,True,0.0,157.21,199.92,0.0,86.35
761,True,0.0,178.24,111.3,0.0,126.89
762,True,326.71,182.65,151.48,0.0,95.02
763,True,743.91,176.33,287.97,0.0,71.75
764,True,0.0,191.23,168.73,0.0,69.48
765,False,0.0,0.0,0.0,82.78,0.0
766,True,426.2,221.84,248.55,0.0,90.79
767,True,351.72,127.44,177.62,0.0,106.52
768,True,0.0,225.5,267.65,0.0,89.24
769,False,0.0,0.0,0.0,109.26,0.0
770,True,482.56,149.71,165.86,0.0,140.46
771,True,0.0,152.77,167.96,180.16,50.38
772,True,664.75,197.93,132.32,0.0,90.2
773,True,0.0,246.84,211.33,0.0,124.28
774,True,0.0,122.26,112.41,0.0,139.09
775,False,0.0,0.0,0.0,122.55,0.0
776,True,0.0,207.51,265.9,0.0,85.84
777,True,0.0,210.6,260.58,0.0,117.36
778,True,1672.37,194.57,107.98,0.0,108.03
779,True,0.0,121.26,153.02,0.0,70.15
780,True,0.0,198.83,176.14,0.0,118.09
781,True,677.72,134.95,152.59,0.0,74.96
782,True,0.0,130.15,244.29,196.38,128.39
783,True,1195.64,210.49,136.29,199.42,136.59
784,True,0.0,211.03,162.19,0.0,97.84
785,True,0.0,235.69,163.16,0.0,55.41
786,True,0.0,120.44,252.36,0.0,123.74
787,True,0.0,169.24,149.2,0.0,96.72
788,True,0.0,121.6,168.29,0.0,59.45
789,True,278.44,167.41,227.78,0.0,83.11
790,True,0.0,183.92,259.24,148.38,79.06
791,True,1736.26,188.86,135.01,0.0,122.64
792,True,388.48,166.27,178.72,0.0,92.41
793,True,0.0,214.29,233.91,0.0,108.7
794,True,670.35,174.03,263.03,0.0,100.11
795,False,0.0,0.0,0.0,129.35,0.0
796,False,0.0,0.0,0.0,143.44,0.0
797,True,2015.89,187.23,107.43,0.0,122.43
798,True,244.01,224.01,219.41,0.0,121.81
799,True,0.0,142.66,159.67,0.0,94.88
800,True,0.0,161.72,168.26,0.0,63.5
801,False,0.0,0.0,0.0,134.62,0.0
802,True,0.0,187.79,225.92,0.0,90.79
803,True,0.0,219.79,128.18,124.33,66.01
804,True,380.65,175.3,218.97,0.0,145.92
805,True,0.0,129.46,224.42,0.0,145.01
806,True,451.71,248.55,173.96,0.0,95.67
807,True,455.79,212.03,204.87,0.0,52.76
808,True,0.0,213.96,279.09,0.0,87.46
809,True,0.0,180.46,168.53,0.0,139.51
810,True,393.77,191.12,223.59,0.0,78.8
811,True,0.0,199.4,104.95,0.0,112.2
812,True,0.0,197.37,263.03,0.0,68.39
813,True,0.0,148.46,103.53,0.0,132.52
814,True,0.0,245.37,241.63,0.0,139.19
815,True,889.0,189.91,164.36,0.0,111.51
816,True,0.0,122.69,239.1,0.0,112.38
817,True,0.0,194.54,231.23,0.0,87.86
818,True,0.0,129.16,229.68,0.0,120.71
819,True,0.0,188.59,60.32,0.0,97.85
820,True,1334.55,227.29,71.13,0.0,124.55
821,False,0.0,0.0,0.0,87.74,0.0
822,True,384.36,190.05,246.36,0.0,146.85
823,True,395.88,168.55,182.33,0.0,132.24
824,True,0.0,234.74,134.67,0.0,101.73
825,True,0.0,240.59,229.29,0.0,147.89
826,True,1388.27,165.17,212.84,0.0,110.71
827,True,0.0,184.86,185.64,0.0,56.49
828,True,0.0,247.78,168.71,0.0,123.04
829,True,733.82,143.15,167.6,0.0,132.01
830,True,0.0,158.76,194.44,0.0,63.48
831,True,0.0,175.69,210.4,0.0,117.93
832,True,609.1,133.12,252.43,0.0,142.09
833,True,0.0,155.37,297.74,0.0,75.14
834,True,0.0,190.81,75.89,0.0,108.5
835,True,256.52,149.7,165.1,0.0,77.46
836,True,0.0,209.22,272.06,0.0,127.44
837,True,717.76,165.2,239.41,0.0,108.07
838,True,0.0,131.67,187.91,0.0,92.81
839,False,0.0,0.0,0.0,126.87,0.0
840,True,0.0,219.39,137.76,0.0,52.9
841,False,0.0,0.0,0.0,145.89,0.0
842,True,499.1,193.76,171.38,0.0,144.48
843,True,0.0,227.23,234.96,0.0,99.77
844,True,504.21,136.02,61.38,0.0,130.41
845,True,0.0,122.52,178.42,0.0,89.19
846,True,0.0,126.07,156.98,0.0,134.91
847,True,0.0,223.41,122.15,0.0,66.0
848,True,424.8,141.06,85.2,0.0,73.15
849,True,0.0,246.93,274.81,0.0,83.34
850,True,0.0,227.94,156.68,0.0,58.86
851,False,0.0,0.0,0.0,117.34,0.0
852,True,0.0,122.1,101.82,0.0,94.38
853,True,0.0,233.1,49.16,0.0,98.59
854,True,0.0,147.67,252.67,0.0,61.48
855,True,515.23,183.21,185.42,0.0,92.71
856,True,0.0,185.8,279.55,0.0,69.73
857,False,0.0,0.0,0.0,121.48,0.0
858,False,0.0,0.0,0.0,129.74,0.0
859,True,561.44,127.76,202.78,0.0,137.52
860,False,0.0,0.0,0.0,135.65,0.0
861,True,0.0,136.34,192.53,0.0,100.93
862,True,626.57,175.0,184.94,0.0,145.2
863,True,0.0,203.54,236.1,0.0,84.14
864,True,0.0,154.37,278.45,0.0,84.14
865,True,0.0,188.43,210.91,0.0,83.87
866,True,0.0,169.29,120.2,0.0,76.83
867,True,174.71,201.95,213.13,0.0,128.42
868,True,0.0,175.18,172.38,0.0,78.27
869,True,645.59,230.71,200.18,0.0,78.8
870,True,0.0,247.89,248.36,0.0,54.69
871,True,0.0,238.7,126.38,0.0,146.54
872,True,904.73,141.92,251.21,0.0,138.63
873,True,0.0,179.43,170.48,0.0,79.25
874,True,1032.82,179.65,147.88,0.0,102.08
875,True,517.3,229.26,292.12,0.0,98.27
876,True,0.0,166.43,148.12,0.0,58.77
877,True,0.0,191.45,177.99,0.0,103.12
878,True,902.52,199.21,157.9,0.0,61.33
879,True,964.67,134.5,152.22,0.0,93.41
880,True,0.0,192.53,274.47,0.0,58.78
881,True,217.99,152.09,151.66,0.0,108.89
882,True,0.0,146.86,188.59,0.0,54.9
883,True,0.0,152.54,182.41,0.0,112.84
884,True,0.0,132.92,166.63,0.0,120.72
885,True,670.14,129.06,290.67,0.0,107.09
886,True,0.0,204.09,45.24,0.0,96.95
887,True,0.0,242.33,121.03,0.0,56.08
888,True,0.0,209.44,200.27,0.0,51.14
889,True,0.0,160.54,243.69,0.0,84.24
890,True,0.0,163.56,161.4,0.0,127.13
891,True,0.0,190.38,240.7,0.0,114.73
892,True,1189.13,232.62,262.34,0.0,62.53
893,True,0.0,146.32,210.32,0.0,118.79
894,True,0.0,180.91,299.37,0.0,107.49
895,True,0.0,184.86,175.51,0.0,66.67
896,True,0.0,241.06,209.96,0.0,125.53
897,True,0.0,189.7,166.57,0.0,133.03
898,True,470.51,221.51,187.01,0.0,73.26
899,True,0.0,131.41,262.63,0.0,113.59
900,True,0.0,162.5,204.64,0.0,87.81
901,True,1508.78,199.49,176.64,0.0,55.85
902,True,0.0,208.09,210.5,0.0,136.14
903,True,0.0,235.08,267.72,0.0,132.07
904,True,0.0,196.76,108.96,0.0,81.79
905,True,162.21,157.65,227.42,0.0,103.15
906,True,0.0,190.08,159.31,0.0,101.24
907,True,0.0,212.5,262.74,0.0,67.75
908,True,0.0,221.96,131.17,0.0,64.57
909,True,0.0,242.8,137.32,0.0,134.43
910,True,289.97,144.8,168.54,0.0,136.74
911,False,0.0,0.0,0.0,137.67,0.0
912,True,844.67,205.92,116.67,0.0,122.52
913,True,0.0,146.04,298.89,0.0,57.28
914,True,0.0,161.32,133.54,0.0,140.91
915,True,0.0,138.56,122.04,0.0,148.08
916,True,590.29,220.49,100.21,0.0,127.56
917,True,0.0,238.82,168.75,0.0,85.34
918,True,509.08,123.89,263.48,0.0,90.58
919,True,0.0,225.76,247.38,0.0,136.96
920,False,0.0,0.0,0.0,83.04,0.0
921,True,0.0,151.43,186.98,0.0,78.02
922,True,2550.39,183.31,77.08,0.0,64.19
923,False,0.0,0.0,0.0,111.85,0.0
924,True,0.0,217.27,275.35,0.0,132.28
925,True,2392.8,185.89,190.39,0.0,69.33
926,True,381.85,150.06,126.41,0.0,140.73
927,True,1567.78,237.8,177.71,0.0,109.57
928,False,0.0,0.0,0.0,128.04,0.0
929,True,0.0,197.17,151.4,0.0,105.54
930,True,302.25,241.06,255.17,0.0,127.57
931,True,0.0,230.06,55.84,0.0,51.65
932,True,0.0,233.96,69.49,0.0,121.35
933,True,0.0,136.17,119.49,0.0,109.85
934,True,0.0,248.35,148.96,0.0,102.38
935,True,0.0,230.81,247.39,0.0,71.73
936,True,0.0,163.89,206.08,0.0,132.94
937,True,0.0,236.53,100.85,0.0,75.07
938,True,0.0,218.19,293.09,0.0,98.98
939,True,0.0,214.27,265.85,0.0,65.81
940,True,0.0,120.81,254.34,0.0,147.37
941,True,600.81,122.93,154.47,0.0,69.45
942,True,0.0,210.32,160.72,0.0,130.32
943,True,0.0,156.23,250.51,0.0,76.31
944,True,0.0,127.61,235.34,0.0,75.6
945,True,579.56,157.17,149.89,0.0,92.17
946,True,0.0,228.93,287.75,0.0,134.58
947,True,0.0,181.18,151.0,0.0,118.76
948,True,438.39,200.03,173.55,0.0,137.16
949,True,0.0,224.07,284.21,0.0,54.72
950,True,451.41,162.04,151.23,0.0,145.57
951,True,0.0,121.45,285.55,0.0,57.71
952,True,539.29,162.03,154.44,0.0,122.11
953,True,0.0,244.37,266.9,0.0,70.72
954,True,510.6,182.7,283.64,0.0,134.08
955,True,1215.71,194.07,241.88,0.0,136.24
956,True,306.8,218.86,151.32,0.0,105.12
957,True,933.32,134.94,104.05,0.0,90.29
958,False,0.0,0.0,0.0,142.59,0.0
959,True,0.0,215.41,181.63,0.0,129.34
960,True,0.0,158.71,284.92,0.0,137.4
961,True,0.0,170.46,273.56,0.0,123.83
962,False,0.0,0.0,0.0,133.52,0.0
963,True,0.0,155.03,158.93,103.53,140.69
964,True,466.79,139.96,165.04,0.0,112.65
965,True,0.0,166.99,213.52,0.0,117.05
966,True,0.0,132.3,234.11,0.0,107.19
967,True,396.7,229.82,166.26,0.0,98.82
968,True,0.0,159.77,209.8,0.0,115.49
969,True,0.0,204.97,215.24,0.0,106.12
970,True,0.0,158.57,250.42,0.0,123.12
971,True,1724.96,147.39,248.63,158.66,143.42
972,True,0.0,212.78,143.91,0.0,87.3
973,True,0.0,201.12,154.72,0.0,91.12
974,True,0.0,148.35,112.92,0.0,51.5
975,True,0.0,199.57,112.82,0.0,102.7
976,True,0.0,120.65,283.16,0.0,63.14
977,True,2167.74,143.0,76.07,0.0,121.6
978,True,0.0,214.61,164.52,0.0,127.96
979,True,629.29,173.32,113.99,0.0,122.27
980,False,0.0,0.0,0.0,116.51,0.0
981,True,192.16,146.47,276.02,0.0,104.66
982,True,0.0,185.77,178.14,0.0,103.42
983,False,0.0,0.0,0.0,128.75,0.0
984,True,435.95,180.48,233.19,0.0,114.66
985,True,497.56,202.41,260.08,0.0,105.47
986,True,0.0,129.43,157.73,0.0,125.03
987,True,977.35,226.52,239.69,0.0,139.45
988,True,705.72,127.58,120.09,0.0,103.61
989,True,0.0,179.0,224.68,0.0,61.03
990,True,2026.39,212.36,130.71,0.0,63.1
991,True,0.0,164.83,154.93,185.64,87.59
992,True,0.0,238.32,223.38,0.0,99.63
993,True,658.85,218.18,195.24,0.0,72.51
994,True,0.0,175.39,286.55,0.0,95.28
995,True,274.4,143.9,293.86,0.0,63.57
996,True,0.0,125.65,270.29,0.0,74.08
997,True,0.0,224.22,237.11,0.0,123.4
998,True,218.32,145.26,282.66,0.0,148.56
999,True,0.0,126.97,96.1,0.0,68.62
1000,True,0.0,121.35,172.32,0.0,83.91
1001,True,1784.66,122.37,40.7,0.0,85.07
1002,True,0.0,149.95,158.07,0.0,72.33
1003,True,0.0,233.47,262.87,0.0,70.41
1004,False,0.0,0.0,0.0,86.87,0.0
1005,True,0.0,221.51,288.87,0.0,63.17
1006,True,0.0,220.08,165.94,0.0,140.75
1007,True,0.0,227.51,245.94,0.0,114.94
1008,True,0.0,144.26,178.55,0.0,79.05
1009,False,0.0,0.0,0.0,141.83,0.0
1010,True,346.9,247.28,239.11,0.0,75.81
1011,True,0.0,150.19,57.39,0.0,108.97
1012,True,0.0,114.99,73.93,0.0,119.72
1013,True,0.0,158.3,269.87,0.0,75.3
1014,True,0.0,188.96,172.43,0.0,84.72
1015,True,874.34,136.18,244.55,0.0,79.06
1016,True,0.0,216.02,241.61,0.0,58.77
1017,True,0.0,168.3,195.54,0.0,88.65
1018,True,0.0,193.89,214.39,0.0,103.36
1019,True,596.27,215.45,167.49,0.0,115.54
1020,True,0.0,237.25,153.83,0.0,91.67
1021,True,0.0,226.52,151.95,0.0,148.34
1022,True,0.0,189.87,113.95,177.81,112.58
1023,True,0.0,248.85,169.36,0.0,138.66
1024,True,678.89,152.97,91.36,0.0,141.6
1025,False,0.0,0.0,0.0,95.25,0.0
1026,True,676.04,189.68,167.57,0.0,132.14
1027,True,1382.66,140.6,76.22,0.0,77.0
1028,False,0.0,0.0,0.0,117.16,0.0
1029,True,671.48,139.33,235.33,0.0,93.13
1030,True,1209.93,141.93,154.18,0.0,50.04
1031,True,374.2,196.94,161.02,0.0,95.14
1032,False,0.0,0.0,0.0,127.98,0.0
1033,True,0.0,173.97,221.02,0.0,79.38
1034,False,0.0,0.0,0.0,114.12,0.0
1035,True,0.0,170.16,229.93,0.0,61.19
1036,True,461.07,136.58,241.98,0.0,133.86
1037,True,0.0,169.54,164.17,0.0,117.34
1038,True,0.0,169.14,175.82,0.0,149.91
1039,True,0.0,200.71,188.31,0.0,99.84
1040,True,0.0,170.49,149.75,0.0,83.07
1041,True,1191.87,174.44,278.33,0.0,76.38
1042,True,0.0,155.43,199.79,0.0,93.54
1043,True,609.71,137.1,150.2,0.0,80.99
1044,True,1327.71,159.0,79.56,0.0,149.08
1045,True,490.66,125.56,168.14,0.0,68.28
1046,True,607.59,146.48,266.89,0.0,51.91
1047,True,0.0,162.24,215.9,0.0,63.0
1048,True,0.0,138.93,136.1,0.0,139.15
1049,True,0.0,206.45,222.83,0.0,119.39
1050,True,177.08,156.5,253.56,0.0,128.4
1051,True,431.17,200.02,171.65,0.0,82.05
1052,True,0.0,203.71,279.15,0.0,112.27
1053,False,0.0,0.0,0.0,129.91,0.0
1054,True,873.94,178.15,152.71,189.43,120.79
1055,True,0.0,144.91,70.2,0.0,82.64
1056,True,701.16,195.59,222.27,0.0,122.45
1057,True,557.42,154.12,187.82,0.0,112.97
1058,False,0.0,0.0,0.0,118.54,0.0
1059,False,0.0,0.0,0.0,112.58,0.0
1060,True,0.0,122.76,204.84,0.0,79.62
1061,True,0.0,203.85,199.89,0.0,55.29
1062,True,0.0,160.85,76.14,0.0,73.79
1063,True,813.71,181.93,207.04,0.0,111.95
1064,True,0.0,233.85,225.79,0.0,109.9
1065,True,0.0,186.12,221.45,0.0,100.76
1066,True,0.0,159.45,271.79,0.0,75.15
1067,True,1014.24,212.76,196.22,0.0,94.45
1068,True,456.51,245.11,192.29,0.0,64.4
1069,True,407.42,215.79,225.67,0.0,116.24
1070,True,0.0,238.15,103.83,0.0,136.92
1071,True,672.86,134.65,166.77,0.0,96.37
1072,True,0.0,135.73,270.46,0.0,71.3
1073,True,0.0,140.1,224.06,0.0,132.79
1074,True,768.54,211.37,42.66,0.0,81.31
1075,True,0.0,138.97,86.42,0.0,109.4
1076,False,0.0,0.0,0.0,109.45,0.0
1077,True,0.0,182.1,131.86,0.0,57.54
1078,True,0.0,154.05,186.92,0.0,121.79
1079,False,0.0,0.0,0.0,134.37,0.0
1080,True,0.0,215.69,205.82,0.0,96.07
1081,True,743.12,229.9,178.25,0.0,92.33
1082,True,0.0,140.83,217.36,0.0,143.48
1083,True,0.0,145.06,132.68,0.0,99.15
1084,True,276.54,164.12,241.13,0.0,51.68
1085,True,522.94,156.42,291.32,0.0,145.98
1086,False,0.0,0.0,0.0,133.21,0.0
1087,True,1296.48,189.1,177.82,0.0,51.22
1088,True,0.0,217.84,212.62,0.0,103.59
1089,True,0.0,179.33,93.73,0.0,113.36
1090,True,736.65,147.1,232.05,0.0,139.45
1091,True,0.0,142.83,152.91,0.0,117.92
1092,True,0.0,167.28,190.19,0.0,131.11
1093,True,868.57,139.2,245.18,0.0,126.99
1094,True,1922.18,131.93,180.18,0.0,71.35
1095,True,2020.19,151.54,45.02,0.0,120.05
1096,True,0.0,171.21,166.53,0.0,113.76
1097,True,0.0,196.42,221.06,0.0,74.4
1098,False,0.0,0.0,0.0,99.38,0.0
1099,True,585.54,214.03,209.59,0.0,62.83
1100,True,416.77,148.97,289.28,0.0,125.16
1101,True,941.84,226.43,256.46,0.0,147.11
1102,True,610.62,103.37,251.57,0.0,123.84
1103,False,0.0,0.0,0.0,86.72,0.0
1104,True,0.0,177.73,179.14,0.0,124.94
1105,True,0.0,163.31,72.56,0.0,66.67
1106,True,0.0,157.86,222.47,103.12,74.71
1107,True,0.0,208.88,247.85,0.0,108.58
1108,True,0.0,232.72,209.29,0.0,53.14
1109,True,0.0,131.62,105.13,0.0,116.79
1110,True,766.22,186.63,154.64,0.0,64.48
1111,True,486.93,122.44,266.06,0.0,91.34
1112,True,0.0,156.34,175.54,0.0,82.02
1113,True,1421.63,137.8,132.7,0.0,60.65
1114,True,0.0,201.16,188.71,0.0,107.88
1115,True,0.0,152.33,174.06,0.0,86.12
1116,True,0.0,156.71,157.21,0.0,54.4
1117,True,0.0,146.73,159.6,0.0,94.44
1118,True,0.0,151.69,237.0,122.04,109.03
1119,True,236.27,149.26,154.28,0.0,63.04
1120,False,0.0,0.0,0.0,92.06,0.0
1121,True,0.0,210.72,183.98,0.0,108.5
1122,True,0.0,195.58,64.26,0.0,80.2
1123,True,0.0,183.73,180.73,0.0,75.96
1124,True,0.0,198.05,59.6,0.0,129.55
1125,False,0.0,0.0,0.0,132.44,0.0
1126,True,0.0,226.35,194.83,0.0,96.77
1127,True,0.0,181.89,163.2,0.0,87.79
1128,True,0.0,159.26,222.31,0.0,131.3
1129,True,0.0,243.63,256.27,0.0,141.03
1130,False,0.0,0.0,0.0,83.25,0.0
1131,True,0.0,237.8,104.25,0.0,81.51
1132,True,507.37,148.65,282.36,0.0,55.04
1133,True,922.4,211.4,152.25,149.96,104.07
1134,True,0.0,204.13,227.92,0.0,121.52
1135,True,0.0,204.45,209.45,0.0,108.78
1136,True,0.0,227.98,208.99,0.0,118.81
1137,False,0.0,0.0,0.0,104.36,0.0
1138,True,1192.13,207.63,200.33,0.0,114.67
1139,True,842.93,187.34,167.36,0.0,145.6
1140,True,265.49,229.99,161.89,0.0,136.59
1141,True,0.0,154.43,124.71,0.0,63.18
1142,True,0.0,208.3,153.37,194.81,95.26
1143,True,1771.88,211.2,51.54,0.0,95.48
1144,False,0.0,0.0,0.0,146.97,0.0
1145,True,675.23,233.14,164.98,0.0,95.63
1146,True,0.0,249.78,207.04,0.0,143.07
1147,False,0.0,0.0,0.0,93.16,0.0
1148,False,0.0,0.0,0.0,120.83,0.0
1149,False,0.0,0.0,0.0,144.99,0.0
1150,True,0.0,192.48,244.68,0.0,82.72
1151,True,0.0,182.97,214.79,0.0,111.43
