personID,groceries,diningOut,coffee,alcohol
760,554.05,141.83,21.92,82.91
761,1429.82,860.4,8.12,149.2
762,625.8,189.41,20.54,105.65
763,360.32,322.26,94.87,59.86
764,1517.31,743.58,19.77,87.06
765,863.58,862.36,114.73,68.0
766,1188.51,256.65,10.74,90.05
767,1003.88,206.0,0.06,91.83
768,620.89,143.89,19.33,71.85
769,266.39,175.71,23.29,146.65
770,1846.21,155.96,24.21,51.42
771,348.3,521.98,41.63,129.14
772,811.37,372.13,8.55,49.16
773,599.42,155.13,22.09,148.09
774,826.9,228.09,21.09,66.49
775,1405.7,245.21,9.48,41.7
776,484.06,96.41,3.83,160.9
777,265.6,250.82,16.12,147.06
778,893.94,648.37,15.77,33.69
779,467.7,1014.05,79.46,89.87
780,1040.88,274.85,0.91,142.37
781,1020.72,364.95,22.54,122.33
782,589.94,186.36,24.85,77.3
783,408.6,619.75,88.29,37.48
784,988.98,369.79,9.61,33.61
785,1638.6,1199.36,100.39,101.47
786,620.94,160.81,12.29,83.05
787,366.61,275.51,9.11,66.57
788,2132.56,902.91,0.06,83.4
789,1253.37,194.74,11.96,60.08
790,387.3,386.44,16.31,84.98
791,997.58,1271.78,98.21,125.97
792,1352.43,171.51,4.15,118.04
793,941.0,304.15,21.14,131.55
794,1834.6,521.79,3.49,48.61
795,1035.42,334.25,100.59,116.89
796,1074.08,151.34,0.73,85.26
797,435.69,400.26,1.27,96.47
798,852.07,340.4,15.49,126.69
799,312.49,249.18,22.05,137.22
800,831.12,106.76,9.87,21.56
801,1185.42,136.98,10.9,120.95
802,248.54,104.23,24.43,46.91
803,437.61,451.32,7.14,119.23
804,636.55,182.85,24.91,38.61
805,1497.22,83.03,17.02,65.41
806,1754.65,145.7,14.54,74.62
807,643.38,188.1,16.49,35.49
808,1264.71,402.3,0.94,82.77
809,1532.94,235.44,5.0,40.67
810,298.54,242.05,0.91,174.27
811,356.71,112.03,7.52,38.5
812,640.64,248.68,18.97,21.48
813,562.62,172.85,10.09,88.07
814,313.27,266.15,17.41,58.6
815,1523.32,275.05,7.64,71.41
816,891.74,296.4,24.56,110.86
817,331.12,188.13,2.28,137.4
818,1167.22,449.56,88.1,82.58
819,802.5,262.61,0.34,51.88
820,587.56,614.59,75.49,62.02
821,396.71,320.59,13.17,27.44
822,553.75,314.75,1.66,175.74
823,1188.55,342.07,20.4,48.0
824,790.56,315.89,86.03,72.99
825,774.37,463.48,59.96,47.44
826,873.3,533.98,80.76,61.32
827,1511.87,788.92,63.18,53.48
828,262.63,338.73,10.76,121.66
829,277.42,178.95,6.71,59.28
830,831.07,122.75,14.54,89.52
831,1010.09,309.2,21.6,144.15
832,1724.02,352.21,49.03,68.55
833,328.81,243.37,21.92,107.11
834,1391.96,1008.34,116.77,101.04
835,1329.04,245.74,21.78,70.94
836,986.17,494.57,3.65,129.47
837,1108.22,320.87,21.18,63.73
838,700.17,287.87,15.7,30.32
839,1182.26,281.86,24.85,68.65
840,789.7,497.06,22.97,89.89
841,678.79,560.64,58.9,167.08
842,634.83,335.79,9.49,118.88
843,744.1,229.6,7.06,110.42
844,542.56,186.84,16.23,86.72
845,706.96,546.73,4.15,82.13
846,566.68,223.9,7.19,85.16
847,1410.67,777.72,19.1,131.1
848,602.78,243.88,17.44,58.68
849,680.94,223.38,1.18,147.16
850,666.52,267.59,10.36,89.68
851,345.39,385.54,23.74,71.31
852,716.92,432.14,19.71,91.0
853,1485.06,474.0,26.91,33.21
854,687.93,239.36,5.12,56.15
855,306.29,654.44,13.28,89.79
856,1776.92,395.42,9.14,47.64
857,348.07,220.51,1.88,105.73
858,1322.24,102.54,23.96,110.6
859,274.99,229.32,2.93,113.82
860,259.73,197.27,17.25,166.81
861,346.79,212.05,0.15,65.87
862,1448.59,346.74,65.82,65.23
863,813.91,105.91,5.81,31.47
864,309.35,317.68,17.85,102.72
865,530.96,310.75,11.08,97.57
866,429.11,757.66,56.92,106.06
867,565.45,164.04,7.88,141.69
868,606.13,320.29,53.17,58.54
869,545.53,296.57,23.12,76.52
870,998.33,263.08,10.52,36.03
871,1365.28,486.32,98.06,124.3
872,1771.85,326.19,55.62,33.68
873,1384.5,800.3,58.77,62.28
874,931.26,615.94,97.17,60.94
875,330.53,544.85,2.58,177.32
876,832.46,696.26,22.65,95.72
877,1404.22,495.76,21.38,79.61
878,644.56,421.81,13.01,59.32
879,881.12,538.42,2.09,98.42
880,1113.1,246.54,15.92,116.58
881,315.03,168.58,23.52,132.03
882,315.27,304.37,11.37,41.04
883,1184.96,913.59,69.09,52.18
884,825.2,848.74,3.82,132.36
885,540.89,203.9,13.18,87.01
886,1629.46,446.19,23.59,32.73
887,632.08,311.99,12.81,99.43
888,283.25,322.75,15.61,127.76
889,1043.73,356.12,114.65,67.01
890,1410.74,202.62,0.78,73.44
891,333.0,257.7,9.14,28.06
892,664.85,268.89,9.89,23.06
893,356.49,475.98,11.82,59.53
894,1343.78,190.4,21.44,109.78
895,363.05,157.01,7.1,140.69
896,1401.27,597.05,59.77,67.03
897,2056.93,659.24,67.29,61.27
898,627.9,138.25,6.08,69.84
899,789.5,90.39,15.42,192.09
900,476.01,765.67,80.37,77.86
901,1237.43,795.13,66.57,44.24
902,509.22,138.33,1.88,176.49
903,1144.75,173.26,10.86,46.08
904,1713.68,553.92,23.75,82.22
905,252.56,202.87,14.34,123.77
906,462.41,512.1,53.97,50.02
907,674.47,377.87,7.19,71.96
908,807.58,466.0,16.03,125.14
909,685.52,186.43,81.88,94.78
910,1466.68,278.87,3.04,54.01
911,1698.81,295.5,12.87,57.04
912,1034.21,315.83,8.33,148.04
913,1084.49,155.05,18.58,127.35
914,1104.88,276.9,11.97,68.32
915,1082.54,196.38,2.47,51.4
916,781.26,144.62,16.74,63.73
917,769.09,547.32,44.75,128.53
918,836.69,278.72,18.61,67.63
919,1534.34,108.52,11.78,75.24
920,608.55,223.64,81.03,148.48
921,603.84,445.84,22.38,88.38
922,472.05,351.28,67.75,148.56
923,641.8,386.41,20.76,70.45
924,1042.61,359.61,6.35,68.37
925,948.86,1120.5,75.48,43.46
926,260.9,170.28,21.62,188.23
927,2059.85,1438.56,106.92,37.52
928,1358.88,436.87,54.43,111.32
929,995.78,537.24,9.88,119.14
930,273.89,215.95,22.18,69.87
931,906.21,377.03,109.13,65.53
932,1729.56,525.15,19.48,53.99
933,308.07,117.0,6.38,21.99
934,1405.55,135.76,9.11,101.27
935,1570.21,306.44,14.06,34.19
936,338.72,312.53,3.72,35.78
937,360.99,494.94,40.57,135.92
938,1346.5,490.56,82.24,31.05
939,593.35,400.44,0.26,103.9
940,1048.6,120.23,9.32,135.0
941,960.06,553.03,23.7,32.97
942,538.75,832.32,48.42,47.95
943,879.53,751.91,13.76,138.63
944,302.48,158.14,19.92,50.42
945,879.99,193.32,4.16,74.0
946,320.34,213.1,9.21,132.99
947,373.9,376.59,12.38,115.93
948,733.59,291.94,16.62,81.94
949,430.47,485.93,69.11,42.49
950,1007.23,218.01,4.32,48.15
951,407.37,1043.09,13.55,96.56
952,604.64,303.02,10.76,86.49
953,1206.17,385.07,93.2,73.14
954,278.42,179.25,4.76,50.21
955,891.15,682.83,52.5,139.24
956,274.46,159.16,4.62,125.23
957,668.09,460.62,12.18,54.0
958,946.6,359.7,77.03,116.47
959,893.71,282.06,10.29,120.39
960,674.39,262.19,12.88,61.51
961,447.23,972.03,62.68,190.06
962,938.27,83.3,2.51,115.38
963,1364.41,159.4,20.92,46.85
964,280.53,313.52,25.0,77.94
965,2198.01,696.38,1.43,132.86
966,933.16,206.99,11.8,78.12
967,716.54,319.43,0.16,91.16
968,334.69,401.75,6.9,127.82
969,1103.06,509.29,2.01,32.41
970,962.08,980.49,74.52,39.32
971,1033.6,1215.16,79.77,61.81
972,1616.01,365.67,20.68,81.29
973,598.78,103.38,13.66,42.09
974,1183.01,868.7,113.9,79.67
975,942.49,296.8,16.31,101.61
976,1114.85,202.87,22.6,126.03
977,1776.31,661.2,61.03,102.81
978,328.07,496.25,15.09,82.6
979,1703.04,464.84,16.26,136.0
980,1516.31,754.74,79.74,31.31
981,969.78,118.72,17.68,80.17
982,599.3,287.04,12.82,83.72
983,1529.5,290.78,95.27,119.0
984,769.04,199.67,16.6,92.19
985,768.11,287.83,6.54,93.49
986,1733.17,669.36,25.64,110.17
987,346.02,653.15,56.98,95.01
988,726.8,296.19,54.23,141.28
989,1065.52,519.48,106.32,139.08
990,946.32,888.22,67.65,47.65
991,1017.57,643.0,12.62,47.94
992,292.49,91.64,13.38,65.29
993,1792.5,198.89,23.9,64.0
994,1053.01,320.51,4.42,47.21
995,1480.79,117.91,7.84,106.89
996,620.19,150.37,2.84,94.97
997,1063.06,70.02,17.41,55.85
998,258.73,126.62,7.83,121.49
999,322.32,50.69,19.86,73.59
1000,320.45,98.82,18.18,129.01
1001,1859.2,814.85,48.15,146.28
1002,1714.6,665.82,17.54,82.71
1003,886.88,324.48,9.27,88.31
1004,889.18,539.7,39.51,62.64
1005,899.29,266.74,6.01,94.75
1006,1688.46,193.37,4.15,121.22
1007,741.56,528.98,59.43,112.3
1008,690.89,195.02,16.95,53.42
1009,434.37,880.93,21.74,66.43
1010,972.25,148.02,16.3,126.83
1011,1358.34,779.12,27.13,99.68
1012,653.21,152.92,5.75,13.91
1013,974.1,169.48,15.56,54.81
1014,512.62,202.1,0.94,71.76
1015,1012.77,541.62,21.45,33.31
1016,914.23,1070.56,66.92,99.37
1017,1091.71,635.49,107.53,95.08
1018,847.38,150.23,11.96,127.49
1019,340.9,280.89,3.29,56.02
1020,356.84,908.71,49.47,145.27
1021,306.37,403.99,20.19,148.85
1022,1031.09,976.39,69.54,108.55
1023,765.99,482.14,52.71,33.02
1024,1268.95,233.72,24.08,82.93
1025,588.44,187.1,23.24,94.35
1026,661.31,495.13,91.07,68.68
1027,537.63,396.86,42.63,37.89
1028,297.83,245.43,6.95,41.18
1029,1999.19,516.4,75.62,50.04
1030,1070.72,575.9,52.34,36.93
1031,346.22,365.35,21.28,153.27
1032,888.76,478.7,56.13,74.19
1033,998.42,324.54,13.17,136.35
1034,343.75,234.99,7.86,103.8
1035,1613.14,461.76,100.93,187.74
1036,657.04,266.01,6.03,45.98
1037,325.48,403.84,46.99,34.06
1038,954.64,680.53,0.43,82.64
1039,272.88,374.14,14.84,165.15
1040,1670.01,1225.13,80.55,113.77
1041,2002.56,480.92,0.02,80.57
1042,582.34,182.62,15.88,35.97
1043,1145.18,362.29,22.34,57.63
1044,1728.75,609.62,36.98,126.13
1045,629.53,202.57,9.74,95.29
1046,1018.98,227.84,23.78,144.16
1047,1066.71,590.11,115.76,74.94
1048,276.24,183.53,6.76,147.81
1049,1621.98,450.68,6.88,44.63
1050,242.1,227.79,12.9,177.97
1051,675.28,153.34,22.61,67.41
1052,1396.51,192.48,2.2,133.31
1053,863.87,387.69,51.28,79.69
1054,880.87,705.11,44.22,39.7
1055,346.64,103.28,1.57,11.54
1056,841.81,334.83,7.36,147.98
1057,328.61,234.78,0.7,56.37
1058,784.41,90.54,0.97,62.96
1059,1360.81,175.35,5.87,127.41
1060,1402.59,330.0,53.9,50.55
1061,1124.29,182.14,8.77,60.56
1062,650.28,112.09,12.84,30.96
1063,376.06,701.26,11.45,30.13
1064,1245.0,110.62,2.5,111.03
1065,348.63,290.29,28.67,135.97
1066,1107.45,285.43,4.89,94.3
1067,823.73,317.53,60.11,96.73
1068,1419.43,177.06,1.23,52.22
1069,1533.31,191.33,20.15,76.38
1070,1673.54,395.44,101.97,95.95
1071,332.75,655.16,3.37,146.2
1072,674.4,277.05,97.3,83.29
1073,407.28,857.32,73.68,102.83
1074,2155.13,461.97,29.48,188.44
1075,312.01,178.52,17.45,32.08
1076,1315.71,164.65,7.74,144.74
1077,1138.64,303.8,86.93,68.15
1078,709.64,239.5,23.33,119.48
1079,292.85,212.2,5.7,131.21
1080,677.36,459.75,60.75,90.96
1081,697.29,301.98,14.39,43.76
1082,1226.06,354.67,23.42,197.6
1083,276.72,211.17,8.08,119.13
1084,781.88,192.86,10.69,32.11
1085,1378.92,149.51,8.92,80.76
1086,364.98,290.16,10.67,130.07
1087,1248.3,546.98,9.12,51.86
1088,1200.65,382.71,83.36,50.4
1089,663.6,167.14,9.86,16.55
1090,424.25,539.37,88.05,89.51
1091,379.15,449.58,12.79,77.33
1092,296.68,149.47,6.21,75.48
1093,984.6,263.22,13.35,36.98
1094,1234.69,1004.32,39.01,73.16
1095,1734.03,729.63,53.52,114.23
1096,1838.6,742.16,8.69,41.73
1097,280.67,147.31,16.03,96.8
1098,293.32,201.47,19.09,102.46
1099,1011.72,150.03,14.14,72.08
1100,643.21,207.64,67.91,71.51
1101,400.19,610.06,111.9,189.1
1102,570.22,135.24,14.98,99.6
1103,267.6,308.14,3.58,86.95
1104,1268.94,265.0,18.62,28.73
1105,268.94,114.35,2.38,23.4
1106,1180.04,619.37,44.91,54.15
1107,669.3,76.39,11.9,36.35
1108,319.55,152.55,13.52,91.7
1109,810.33,979.78,10.98,52.59
1110,1124.29,345.16,47.32,75.14
1111,851.05,187.04,15.66,50.0
1112,693.94,177.05,3.86,123.26
1113,1596.16,734.97,98.87,83.75
1114,1525.23,1220.71,21.82,74.53
1115,1181.62,189.89,17.02,61.83
1116,1840.22,196.14,23.49,93.23
1117,683.49,370.26,43.3,67.15
1118,707.12,185.28,1.98,69.37
1119,822.06,227.41,5.09,128.79
1120,496.24,444.07,61.19,189.12
1121,1385.78,202.37,21.32,70.51
1122,696.71,226.49,6.56,85.76
1123,657.33,172.96,20.4,38.11
1124,1171.4,520.73,56.26,61.13
1125,695.39,127.81,21.32,64.07
1126,1391.32,202.77,12.32,149.97
1127,309.34,231.53,3.07,106.37
1128,861.86,764.84,105.11,56.78
1129,1237.55,511.21,99.08,122.65
1130,1118.4,248.98,18.43,85.11
1131,985.28,450.32,0.51,30.16
1132,711.23,477.13,61.94,124.61
1133,1785.38,540.62,16.13,122.35
1134,894.0,317.87,89.28,124.69
1135,887.4,569.51,89.74,120.14
1136,590.86,188.6,1.91,135.54
1137,1598.55,260.26,20.58,77.6
1138,1644.4,1105.51,111.01,132.76
1139,684.15,544.31,84.06,83.85
1140,861.57,87.18,14.86,144.74
1141,516.36,89.17,11.62,34.56
1142,929.73,524.76,104.82,146.34
1143,1030.81,473.94,45.69,57.99
1144,1532.57,409.35,10.31,90.84
1145,1211.43,399.14,0.24,86.39
1146,632.92,516.79,22.36,24.82
1147,283.68,163.92,13.61,35.28
1148,962.79,414.35,43.36,129.59
1149,266.74,117.28,1.79,42.08
1150,1142.82,297.89,11.23,20.51
1151,553.14,178.74,0.47,128.94
1152,733.16,505.16,2.96,96.16
1153,651.62,308.87,5.11,93.86
1154,1927.57,698.78,44.06,101.72
1155,1734.33,899.63,35.75,43.58
1156,1235.8,151.58,24.05,95.79
1157,1493.83,570.74,102.88,55.44
1158,1192.35,316.61,16.12,63.94
1159,546.39,131.19,7.32,97.21
1160,1111.31,397.38,14.25,117.15
1161,505.23,992.7,77.86,27.44
1162,1072.31,277.82,17.4,82.28
1163,1764.41,405.83,66.37,38.57
1164,718.34,283.31,16.62,52.33
1165,353.42,256.83,6.4,100.69
1166,512.76,302.48,15.38,55.92
1167,1355.52,134.09,7.56,47.56
1168,918.31,490.81,51.27,49.96
1169,1317.02,91.71,9.02,154.83
1170,1211.1,337.63,16.4,145.79
1171,824.71,529.06,10.85,69.63
1172,920.81,335.94,18.68,36.05
1173,624.15,347.44,21.58,49.81
1174,707.61,305.21,91.02,38.94
1175,440.66,749.1,10.96,50.05
1176,958.48,107.86,1.42,41.06
1177,1263.92,223.58,10.97,69.35
1178,652.96,193.31,4.84,148.28
1179,1503.12,205.06,9.11,99.89
1180,796.83,133.74,18.57,149.01
1181,328.3,190.27,21.87,55.35
1182,944.43,123.86,22.85,57.52
1183,1348.85,341.97,19.45,88.87
1184,405.44,757.42,8.74,91.81
1185,320.28,185.47,12.18,152.28
1186,279.5,261.06,0.21,69.52
1187,1466.52,208.89,8.76,113.48
1188,422.85,563.56,19.66,72.9
1189,1050.71,379.62,83.78,75.75
1190,580.84,402.19,0.18,53.08
1191,731.57,576.8,119.25,192.39
1192,1500.4,209.2,10.24,53.35
1193,1433.58,242.09,0.48,51.8
1194,651.28,212.9,17.99,138.76
1195,580.12,202.1,11.42,192.37
1196,560.54,159.63,13.67,76.97
1197,662.94,90.33,24.82,99.88
1198,364.06,293.61,81.72,24.03
1199,675.39,269.48,22.9,77.55
1200,1050.03,333.86,7.44,78.11
1201,607.52,117.59,1.19,50.11
1202,631.04,174.88,28.0,94.11
1203,455.92,1273.25,109.98,180.35
1204,883.41,175.16,100.55,44.09
1205,337.23,526.98,15.82,67.08
1206,649.52,244.16,7.98,80.52
1207,561.61,190.79,6.27,119.79
1208,606.19,199.36,17.97,94.95
1209,619.03,180.73,109.06,127.56
1210,665.4,165.66,20.51,14.25
1211,541.91,70.56,4.39,30.58
1212,1256.52,565.09,115.52,42.39
1213,1405.62,204.68,83.78,128.2
1214,1158.41,214.8,10.57,59.66
1215,370.72,462.15,16.88,76.12
1216,1878.49,703.52,66.54,58.12
1217,581.13,413.56,18.53,69.47
1218,261.47,106.54,21.34,99.52
1219,620.17,184.92,21.72,106.86
1220,631.71,390.64,104.05,36.0
1221,1106.91,93.25,22.51,25.83
1222,1679.26,347.58,80.4,117.43
1223,935.37,186.42,9.38,82.22
1224,2375.8,306.92,62.02,45.32
1225,346.28,152.72,9.94,88.03
1226,705.22,276.85,20.57,53.4
1227,293.41,241.19,116.53,33.12
1228,293.13,142.64,18.42,71.76
1229,258.4,128.01,5.82,26.34
1230,1686.65,248.38,89.05,78.29
1231,1143.73,244.73,3.37,60.33
1232,1058.02,451.65,109.48,126.01
1233,1292.4,657.69,46.76,138.61
1234,742.6,874.0,111.28,76.67
1235,619.89,259.09,17.57,77.71
1236,602.39,380.49,53.99,32.82
1237,616.65,519.74,18.57,71.67
1238,828.61,452.16,28.74,71.77
1239,645.07,92.98,3.09,54.52
1240,821.09,250.31,8.26,38.01
1241,754.41,493.94,16.01,87.45
1242,1058.51,654.13,9.73,78.59
1243,1684.42,269.22,9.24,32.96
1244,704.24,202.2,2.4,20.46
1245,311.51,127.31,10.23,29.34
1246,1680.27,470.68,47.48,88.94
1247,263.2,147.69,0.08,171.8
1248,385.88,796.07,62.78,157.96
1249,515.06,404.36,63.48,71.07
1250,1728.8,305.0,21.35,125.87
1251,341.33,489.12,71.24,60.94
1252,1266.89,816.7,18.57,109.86
1253,268.8,211.99,21.25,175.23
1254,415.64,641.79,102.21,133.16
1255,1379.4,342.53,1.67,102.64
1256,940.69,651.16,47.19,104.67
1257,528.05,117.06,22.79,141.5
1258,788.16,597.01,67.35,84.59
1259,599.36,408.64,40.73,63.58
1260,937.23,301.6,17.32,134.49
1261,327.22,404.34,6.57,36.71
1262,317.84,303.35,6.16,23.69
1263,2281.82,603.51,64.81,53.43
1264,683.12,248.36,16.6,38.81
1265,1381.44,668.49,17.84,128.27
1266,778.49,184.33,7.59,181.4
1267,1924.07,440.66,29.48,59.3
1268,676.54,407.41,16.03,36.01
1269,1454.4,170.24,4.36,60.24
1270,766.72,376.66,58.06,64.83
1271,607.48,196.69,12.16,133.9
1272,1102.84,177.21,7.14,72.58
1273,1164.11,100.28,24.61,31.87
1274,721.57,339.71,10.12,93.42
1275,727.81,227.17,6.61,105.59
1276,1000.76,824.68,14.62,57.99
1277,763.4,520.71,58.08,111.49
1278,656.76,206.85,0.42,53.71
1279,938.28,163.81,24.78,180.08
1280,693.47,232.79,23.57,37.1
1281,1170.78,199.27,8.26,127.02
1282,404.06,1061.25,9.61,90.18
1283,469.6,640.14,77.87,90.04
1284,970.07,346.57,0.2,136.75
1285,1980.31,529.11,81.67,79.01
1286,1672.71,626.76,31.0,115.7
1287,278.5,110.07,15.73,98.32
1288,534.41,260.23,17.68,119.66
1289,612.59,218.51,0.24,188.93
1290,443.91,768.89,82.78,69.23
1291,1416.4,714.67,16.56,83.42
1292,1458.69,462.14,13.17,52.81
1293,986.91,294.22,0.79,82.86
1294,1187.54,95.78,8.13,82.47
1295,406.46,579.07,12.65,78.12
1296,2052.89,737.75,75.07,72.53
1297,1748.22,469.04,52.09,136.41
1298,841.72,360.07,9.94,109.83
1299,510.43,130.78,7.86,96.31
1300,648.99,393.12,85.42,61.15
1301,742.61,289.68,22.27,73.41
1302,1244.74,176.73,17.52,72.61
1303,347.44,383.21,50.34,113.12
1304,1403.03,215.35,23.64,104.09
1305,563.49,87.8,0.39,103.04
1306,1367.36,217.69,22.11,59.14
1307,531.49,144.16,22.94,66.25
1308,590.87,275.87,13.84,35.75
1309,308.96,150.1,9.33,51.87
1310,1411.38,170.24,14.85,62.98
1311,551.11,207.11,13.58,94.5
1312,670.54,300.31,24.41,64.72
1313,572.67,214.43,8.77,125.56
1314,342.05,298.02,14.88,60.02
1315,1280.83,264.98,13.11,86.54
1316,326.91,461.99,4.27,144.02
1317,1058.73,513.23,5.18,75.11
1318,401.39,489.41,8.89,22.38
1319,363.74,654.68,25.46,182.26
1320,294.93,221.92,3.55,83.67
1321,838.53,127.83,23.82,101.69
1322,768.13,277.37,76.36,142.51
1323,676.98,309.24,17.46,79.58
1324,590.53,397.16,84.37,130.06
1325,789.52,370.47,24.91,53.88
1326,2061.38,689.11,100.98,85.1
1327,1564.98,210.95,16.47,37.13
1328,1826.04,997.99,2.51,73.5
1329,960.14,1054.38,75.97,119.31
1330,1076.06,154.7,21.48,93.56
1331,640.39,506.15,49.83,132.33
1332,761.88,472.69,75.9,43.13
1333,900.89,964.53,18.38,40.56
1334,617.35,134.87,3.91,16.46
1335,595.71,79.75,21.71,89.04
1336,546.41,220.54,10.9,52.42
1337,370.41,816.35,89.64,38.7
1338,747.43,153.37,2.09,125.21
1339,1044.59,217.48,14.98,154.69
1340,377.14,894.29,17.81,73.96
1341,1134.12,604.15,25.96,121.61
1342,832.41,281.55,93.61,65.33
1343,1180.92,152.75,13.35,22.35
1344,690.93,206.54,1.15,22.79
1345,1562.12,779.14,40.21,29.69
1346,626.2,499.69,4.73,128.32
1347,1506.21,660.5,48.64,77.69
1348,892.64,237.79,1.53,75.32
1349,1104.3,108.92,24.93,49.67
1350,682.53,336.79,80.14,146.94
1351,1622.63,569.17,39.61,90.59
1352,319.46,179.64,14.97,32.99
1353,307.27,318.2,88.98,49.95
1354,774.78,311.44,59.49,88.31
1355,1758.17,151.4,18.5,145.26
1356,1020.92,156.13,17.8,43.59
1357,333.86,450.98,23.13,22.94
1358,1279.15,435.47,19.42,31.31
1359,568.43,334.19,20.78,33.47
1360,1003.39,231.8,15.06,109.07
1361,714.09,736.36,31.57,40.14
1362,1378.23,146.24,10.52,74.49
1363,346.22,200.45,20.49,74.5
1364,374.35,440.34,13.08,59.74
1365,1686.23,380.52,2.1,34.39
1366,437.19,268.76,88.38,128.34
1367,307.74,368.06,5.93,38.21
1368,1291.87,359.15,63.47,56.63
1369,391.85,605.65,40.95,80.34
1370,1405.27,269.76,18.51,64.87
1371,297.93,143.97,11.46,26.57
1372,512.07,209.67,1.04,108.82
1373,1286.63,289.73,14.93,68.18
1374,341.12,540.7,66.12,119.06
1375,1659.08,606.25,71.63,93.85
1376,524.7,286.48,0.36,60.87
1377,339.89,184.44,24.29,59.28
1378,659.11,260.86,3.7,77.74
1379,580.73,208.65,23.95,94.33
1380,370.11,249.75,12.65,38.8
1381,420.87,814.65,110.39,114.46
1382,1685.79,349.22,10.35,141.75
1383,579.15,116.6,3.67,97.57
1384,757.18,422.75,63.48,127.45
1385,1394.8,193.75,15.21,127.11
1386,901.46,111.17,24.3,49.83
1387,984.66,693.08,42.77,46.21
1388,1326.55,165.56,24.23,164.23
1389,538.89,234.15,5.5,22.98
1390,286.65,143.25,119.33,39.9
1391,776.51,505.88,9.22,106.65
1392,570.84,166.82,6.05,115.15
1393,1882.71,889.21,65.64,111.97
1394,1140.0,436.44,0.23,60.81
1395,845.23,690.32,83.16,39.73
1396,930.91,411.11,86.52,86.35
1397,1281.71,292.96,29.33,123.92
1398,1384.55,401.92,20.13,85.51
1399,420.49,605.56,74.67,135.66
1400,900.52,684.82,12.84,56.75
1401,1302.58,105.48,13.24,74.06
1402,1738.61,562.3,10.84,59.12
1403,879.21,605.18,5.21,62.99
1404,634.84,140.15,8.93,72.22
1405,311.17,404.4,16.9,100.99
1406,881.75,192.07,21.15,83.35
1407,1285.9,140.91,21.41,88.8
1408,1020.07,205.24,8.41,59.49
1409,1102.65,353.55,10.53,84.03
1410,264.32,139.8,6.55,74.52
1411,1262.98,134.25,15.51,34.53
1412,843.62,731.1,114.2,91.79
1413,1437.43,350.85,94.18,130.04
1414,673.75,157.16,16.66,69.48
1415,1317.85,288.17,12.35,128.28
1416,537.4,112.59,0.53,70.77
1417,442.65,393.43,96.54,170.18
1418,711.57,545.43,45.56,61.71
1419,2491.3,1071.48,17.57,114.65
1420,1118.98,168.15,2.07,82.29
1421,1526.1,557.94,47.64,33.02
1422,299.23,309.35,24.97,117.29
1423,602.56,122.96,7.05,123.18
1424,301.35,166.6,17.57,51.94
1425,270.3,157.71,4.18,42.35
1426,351.46,106.0,6.51,39.32
1427,1406.14,231.21,0.18,194.76
1428,568.16,174.53,21.41,98.25
1429,292.11,470.62,24.79,30.37
1430,1269.32,133.76,9.45,30.74
1431,1207.51,341.8,53.06,91.75
1432,712.51,404.13,53.0,105.42
1433,1165.52,321.99,21.3,105.9
1434,1144.06,449.53,9.89,116.5
1435,379.03,729.94,85.05,76.25
1436,755.44,98.2,15.37,94.98
1437,783.61,283.76,16.29,94.57
1438,504.18,171.21,16.13,47.0
1439,419.28,561.5,78.51,127.36
1440,614.68,193.1,8.39,124.15
1441,734.43,116.66,14.88,74.57
1442,279.19,144.58,12.46,99.84
1443,951.44,690.87,70.8,99.79
1444,701.07,311.63,65.08,30.63
1445,586.11,293.24,19.62,68.0
1446,1246.33,674.49,28.49,35.96
1447,279.2,326.98,14.67,56.48
1448,1508.73,742.09,16.67,47.86
1449,545.04,191.64,21.12,71.64
1450,815.53,639.87,18.6,59.04
1451,1551.45,493.54,66.16,45.67
1452,326.85,141.58,1.76,89.57
1453,574.41,304.01,6.73,80.07
1454,1463.08,311.63,12.28,76.87
1455,388.57,554.29,16.43,178.75
1456,687.93,242.78,17.99,95.3
1457,940.38,1179.6,12.83,115.69
1458,1026.37,173.4,11.69,126.9
1459,1224.09,750.43,10.17,96.5
1460,931.21,245.66,15.33,99.13
1461,1779.01,645.31,87.93,34.4
1462,506.7,587.03,39.76,93.7
1463,691.92,414.78,4.87,129.15
1464,307.0,268.34,3.62,97.11
1465,687.24,143.52,3.97,21.21
1466,262.45,329.24,15.49,108.06
1467,341.8,328.31,22.04,95.92
1468,687.29,234.77,18.22,132.25
1469,648.97,299.45,13.59,56.28
1470,760.85,172.4,11.57,53.46
1471,928.89,176.21,3.18,124.04
1472,335.35,138.15,4.97,51.85
1473,1055.12,156.58,23.52,68.05
1474,942.51,347.87,8.01,134.52
1475,2414.52,996.33,89.35,53.19
1476,1152.08,473.85,75.55,118.99
1477,1006.97,318.89,2.41,99.8
1478,1228.17,735.42,63.44,23.05
1479,821.93,778.53,18.33,22.36
1480,507.36,411.56,7.41,113.67
1481,1461.78,446.96,0.88,55.52
1482,482.93,106.79,8.25,77.47
1483,437.05,653.46,18.44,92.15
1484,378.33,842.93,76.12,183.68
1485,1650.78,433.42,57.03,92.74
1486,1433.72,637.0,55.44,142.82
1487,792.45,348.54,1.63,98.35
1488,307.97,241.75,22.2,52.35
1489,1320.24,147.88,6.09,130.62
1490,268.42,283.48,2.43,75.61
1491,1584.25,376.1,60.03,102.43
1492,288.6,160.03,10.09,77.17
