,age,gender,raceEthnicity,education,region,householdType,householdSize,career,workArrangement,annualIncome,sideHustleIncome,monthlyIncome,housingStatus,housingCost,propertyTax,hoaFees,homeInsurance,utilities,internet,phone,ownsCar,carPayment,carInsurance,gas,publicTransit,carMaintenance,healthInsurance,oopMedical,dentalVision,lifeInsurance,studentLoans,ccPayment,personalLoans,medicalDebt,groceries,diningOut,coffee,alcohol,streaming,musicStreaming,gaming,gym,otherSubscriptions,clothing,personalCare,householdSupplies,childcare,petExpenses,entertainment,hobbies,travel,gifts,donations,retirement401k,iraContribution,emergencyFundContributions,generalSavings,investmentContributions,contributions529,totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,monthsSaved,financialHealth,ageCategory
465,35,Female,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4,Healthcare,Hybrid,35543.18,0.0,2961.931666666667,Own,2043.85,170.32,0.0,147.65,239.26,86.49,219.39,True,0.0,132.89,109.59,0.0,70.38,382.54,259.59,78.19,0.0,0.0,328.0,0.0,0.0,1109.35,168.53,17.14,80.71,60.97,14.69,0.0,0.0,0.0,45.18,240.99,79.44,0.0,124.44,63.06,66.8,39.4,41.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6420.49,0.0,-3458.56,69.0,11.07,0.0,0.0,1.71,FinanciallyDistressed,30-35
466,30,Female,White,Bachelor's,South,SingleParent,3,Healthcare,Office,52005.5,0.0,4333.791666666667,Rent,1512.85,0.0,0.0,21.43,196.1,87.02,113.5,True,662.32,125.55,176.03,0.0,80.72,619.3,235.13,0.0,161.89,444.06,468.36,0.0,0.0,1149.26,649.84,118.95,63.04,34.92,0.0,42.45,0.0,0.0,108.21,209.43,188.8,0.0,113.55,193.45,95.8,97.27,141.33,0.0,0.0,0.0,148.01,0.0,0.0,0.0,8110.56,148.01,-3924.78,34.91,36.34,3.42,15.28,2.92,FinanciallyDistressed,25-30
467,55,Male,White,Some College/Associate's,Northeast,DINKS,2,Healthcare,Office,58203.7,0.0,4850.308333333333,Rent,2859.04,0.0,0.0,31.7,186.14,53.99,134.49,True,0.0,227.71,282.78,187.01,63.18,414.84,83.85,0.0,0.0,0.0,423.21,0.0,0.0,686.26,513.25,13.94,21.3,14.84,0.0,0.0,0.0,0.0,90.51,94.19,131.9,0.0,0.0,72.0,83.35,58.94,39.13,0.0,521.06,0.0,0.0,0.0,0.0,0.0,6767.55,521.06,-2438.3,58.95,8.73,10.74,0.0,1.76,FinanciallyVulnerable,50-55
468,30,Male,White,Bachelor's,West,SmallFamily,4,Business,Office,81883.17,0.0,6823.5975,Rent,3422.77,0.0,0.0,16.95,239.03,52.77,155.59,True,1126.74,152.41,259.02,0.0,111.57,805.4,264.9,38.31,0.0,0.0,253.88,0.0,0.0,1580.75,965.95,21.63,31.42,37.95,15.78,0.0,32.43,0.0,172.78,202.4,113.35,1372.32,0.0,162.64,131.48,244.48,116.74,0.0,263.98,0.0,671.97,202.24,570.98,0.0,12101.44,1709.17,-6987.01,50.16,20.23,25.05,16.51,0.7,FinanciallyDistressed,25-30
469,65,Female,White,High School,South,Single,1,Retired,Retired,63854.1070034422,0.0,5321.175583620184,Own,1857.87,154.82,0.0,189.68,165.46,50.36,35.78,False,0.0,0.0,0.0,136.02,0.0,84.46,268.57,50.95,0.0,0.0,0.53,479.06,0.0,358.4,228.23,85.07,35.63,24.08,0.0,0.0,0.0,11.76,81.41,54.01,91.65,0.0,0.0,22.64,3.2,151.63,143.11,0.0,0.0,0.0,0.0,148.5,0.0,0.0,4764.38,148.5,408.3,34.91,9.01,2.79,0.0,1.94,FinanciallyStable,60-65
470,25,Female,Asian,Bachelor's,Northeast,Single,1,Education,Office,60375.97,0.0,5031.330833333333,Rent,2277.81,0.0,0.0,31.81,154.99,86.72,47.02,True,0.0,156.91,281.25,0.0,106.4,95.26,130.68,0.0,0.0,316.25,0.67,0.0,0.0,353.35,656.2,118.38,146.92,34.39,15.21,52.13,39.98,0.56,124.29,67.02,71.81,0.0,0.0,139.96,0.0,186.33,62.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5755.15,0.0,-723.82,45.27,6.3,0.0,0.0,0.18,FinanciallyDistressed,25-30
471,65,Male,White,High School,Northeast,DINKS,2,Retired,Retired,64435.82083687023,0.0,5369.651736405853,Rent,2817.19,0.0,0.0,29.77,176.06,82.47,59.29,True,1112.97,122.62,106.2,0.0,132.64,177.1,243.75,21.67,0.0,0.0,5.0,0.0,0.0,772.3,351.56,1.08,62.02,12.88,10.56,0.0,0.0,0.0,83.8,92.15,139.02,0.0,0.0,57.39,70.21,160.83,48.67,0.0,0.0,0.0,0.0,217.49,0.0,0.0,6949.2,217.49,-1797.04,52.47,20.82,4.05,20.73,1.52,FinanciallyDistressed,60-65
472,25,Female,White,Master's,South,Single,1,Business,Remote,74153.34,0.0,6179.445,Rent,1837.2,0.0,0.0,20.25,176.02,115.83,31.21,True,1168.48,229.21,45.58,0.0,147.03,113.76,274.34,0.0,0.0,587.73,14.64,0.0,0.0,374.28,354.05,58.75,97.8,44.85,11.23,35.17,0.0,0.0,142.92,51.73,109.86,0.0,0.0,102.74,149.86,75.67,64.7,0.0,0.0,489.57,0.0,298.66,0.0,0.0,6434.89,788.23,-1043.68,29.73,28.66,12.76,18.91,0.15,FinanciallyVulnerable,25-30
473,55,Male,Hispanic/Latino,Some College/Associate's,Northeast,SmallFamily,3,Healthcare,Office,65373.28,4901.27,5856.212500000001,Own,3757.42,313.12,121.34,165.79,200.69,73.96,189.22,True,0.0,247.26,287.48,179.97,148.36,257.8,236.41,76.64,0.0,0.0,287.14,0.0,0.0,1208.41,378.39,69.21,55.52,27.51,16.99,0.0,0.0,0.0,79.3,121.76,130.51,0.0,0.0,68.79,130.02,124.39,33.35,0.0,0.0,461.65,149.98,226.16,0.0,236.91,8986.75,1074.7,-4205.24,64.16,4.9,18.35,0.0,1.51,FinanciallyVulnerable,50-55
474,40,Male,White,Some College/Associate's,West,SmallFamily,4,Admin,Office,50760.69,0.0,4230.0575,Rent,3420.47,0.0,0.0,23.78,244.3,96.08,189.39,True,723.11,218.17,265.68,0.0,60.72,888.94,73.5,78.08,93.16,213.32,317.38,0.0,0.0,1263.17,304.58,9.13,111.09,58.15,12.67,0.0,46.08,0.0,128.38,128.88,126.06,1303.32,0.0,117.77,49.81,97.46,139.73,0.0,0.0,0.0,149.61,0.0,0.0,0.0,10802.36,149.61,-6721.91,80.86,29.64,3.54,17.09,2.2,FinanciallyDistressed,35-40
475,70,Female,Black/African American,Some College/Associate's,West,Single,1,Retired,Retired,26627.790893881134,0.0,2218.982574490095,Own,2035.66,169.64,100.74,156.05,163.39,50.53,31.35,True,0.0,182.36,94.25,0.0,105.31,160.52,73.66,51.97,0.0,0.0,174.3,0.0,206.86,298.73,91.24,23.43,54.46,29.47,0.0,0.0,0.0,0.0,86.15,54.18,77.43,0.0,0.0,39.52,31.65,35.4,61.77,0.0,0.0,0.0,124.37,0.0,0.0,0.0,4640.02,124.37,-2545.41,91.74,17.18,5.6,0.0,3.55,FinanciallyDistressed,65-70
476,25,Male,White,Bachelor's,Northeast,DINKS,2,Healthcare,Office,47251.22,0.0,3937.601666666667,Rent,2331.16,0.0,0.0,21.25,222.95,96.45,43.47,True,0.0,200.67,229.85,0.0,128.97,170.76,295.6,58.44,0.0,0.0,4.43,0.0,0.0,563.87,231.7,84.59,88.87,51.11,0.0,0.0,38.67,0.0,67.62,91.31,147.06,0.0,0.0,104.71,0.0,195.55,92.88,0.0,0.0,0.0,194.79,0.0,0.0,0.0,5561.94,194.79,-1819.13,59.2,0.11,4.95,0.0,1.3,FinanciallyDistressed,25-30
477,40,Male,White,High School,Northeast,Single,1,Retail,Office,35963.59,0.0,2996.965833333333,Rent,2018.48,0.0,0.0,31.72,183.49,113.94,45.66,True,400.75,188.74,236.07,0.0,115.9,215.58,185.34,53.97,0.0,0.0,249.74,341.03,101.96,303.7,297.31,15.66,135.62,39.77,11.49,35.13,0.0,0.0,43.44,41.61,85.68,0.0,0.0,52.88,66.77,7.18,38.54,0.0,0.0,0.0,0.0,136.02,0.0,0.0,5657.15,136.02,-2796.2,67.35,36.49,4.54,13.37,1.47,FinanciallyDistressed,35-40
478,65,Female,White,Bachelor's,South,DINKS,2,PartTime,PartTime,25842.48,3544.66,2448.9283333333333,Own,1416.24,118.02,0.0,84.87,208.73,74.83,121.69,True,0.0,172.16,208.56,0.0,139.7,207.11,211.11,23.09,0.0,0.0,101.71,0.0,0.0,627.17,106.49,10.64,52.85,29.39,11.12,0.0,0.0,0.0,64.49,118.31,109.39,0.0,0.0,38.7,57.77,15.13,122.65,0.0,0.0,0.0,136.17,0.0,0.0,0.0,4451.92,136.17,-2139.16,57.83,4.15,5.56,0.0,4.72,FinanciallyVulnerable,60-65
479,40,Male,White,Some College/Associate's,South,SmallFamily,3,Healthcare,Office,44080.92,3740.91,3985.1525,Rent,1546.11,0.0,0.0,28.83,234.84,71.98,117.95,True,692.61,124.65,270.48,0.0,94.17,508.73,278.06,71.51,0.0,211.12,35.92,0.0,0.0,904.39,343.35,15.87,70.17,22.36,0.0,0.0,0.0,0.0,77.1,114.88,86.23,0.0,0.0,136.1,0.0,135.67,82.64,0.0,274.1,0.0,0.0,274.46,0.0,0.0,6275.72,548.56,-2839.13,38.8,23.58,13.77,17.38,1.15,FinanciallyVulnerable,35-40
480,45,Male,Black/African American,High School,South,DINKS,2,Retail,Office,28133.25,0.0,2344.4375,Own,1431.91,119.33,281.73,179.44,212.7,93.82,67.28,True,482.48,127.98,286.35,0.0,92.71,105.44,51.86,0.0,0.0,0.0,16.28,201.81,0.0,556.78,160.02,2.24,98.23,23.04,14.63,0.0,0.0,5.5,51.27,66.07,152.9,0.0,90.68,35.9,0.0,9.73,75.3,0.0,0.0,0.0,142.91,0.0,0.0,0.0,5093.41,142.91,-2891.88,61.08,29.88,6.1,20.58,2.55,FinanciallyDistressed,40-45
481,45,Male,Black/African American,High School,West,Single,1,Retail,Office,35654.51,0.0,2971.209166666667,Rent,1909.28,0.0,0.0,27.93,160.04,73.0,41.8,True,306.53,209.35,187.94,0.0,52.61,197.45,156.67,0.0,0.0,0.0,333.97,0.0,0.0,317.34,309.86,12.55,72.72,22.48,11.82,0.0,0.0,0.0,68.63,40.29,71.63,0.0,80.02,145.77,42.36,19.78,77.54,0.0,0.0,0.0,236.79,89.72,0.0,0.0,4949.36,326.51,-2304.66,64.26,21.56,10.99,10.32,1.39,FinanciallyDistressed,40-45
482,35,Male,White,Some College/Associate's,South,SmallFamily,3,Retail,Office,35404.81,0.0,2950.400833333333,Own,1394.39,116.2,0.0,103.04,212.05,78.17,218.26,True,0.0,163.56,155.71,0.0,51.56,913.72,191.6,22.95,0.0,0.0,47.42,0.0,96.8,793.45,317.32,8.26,64.9,54.68,15.47,0.0,0.0,0.0,30.61,140.19,85.74,1067.7,0.0,65.62,0.0,40.79,144.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6594.92,0.0,-3644.52,47.26,4.89,0.0,0.0,1.23,FinanciallyVulnerable,30-35
483,45,Female,White,Some College/Associate's,West,Single,1,Healthcare,Office,48310.9,0.0,4025.9083333333338,Rent,2338.15,0.0,0.0,20.7,137.31,69.12,43.27,True,725.68,183.55,180.44,0.0,119.26,106.45,50.54,51.31,0.0,194.78,358.92,0.0,0.0,315.54,157.44,5.05,137.99,13.99,0.0,39.97,0.0,0.0,85.84,63.48,107.96,0.0,0.0,122.63,38.13,101.58,43.41,0.0,338.4,0.0,266.17,235.17,0.0,0.0,5812.49,839.74,-2626.32,58.08,31.78,20.86,18.03,1.26,FinanciallyDistressed,40-45
484,40,Female,Black/African American,Some College/Associate's,South,SmallFamily,3,Retail,Office,42646.8,0.0,3553.9,Own,1562.81,130.23,0.0,141.79,219.92,74.14,102.84,True,921.96,221.66,263.6,0.0,97.15,964.08,206.1,26.64,0.0,276.35,383.75,0.0,0.0,1030.54,319.06,0.94,78.62,21.32,14.68,0.0,0.0,0.0,174.45,170.3,81.18,0.0,0.0,62.01,18.73,76.6,141.2,0.0,0.0,0.0,162.57,0.0,0.0,0.0,7782.65,162.57,-4391.32,43.97,44.52,4.57,25.94,3.4,FinanciallyDistressed,35-40
485,60,Female,Asian,Some College/Associate's,West,DINKS,2,Healthcare,Office,54671.2,0.0,4555.933333333333,Own,2360.66,196.72,0.0,119.53,175.52,97.56,102.62,True,0.0,195.03,280.26,0.0,116.02,328.62,262.73,51.81,0.0,0.0,26.63,0.0,0.0,711.15,302.6,19.52,32.12,26.14,11.48,0.0,0.0,55.31,148.08,130.4,165.53,0.0,92.68,46.29,75.3,100.23,97.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6327.97,0.0,-1772.04,51.82,0.58,0.0,0.0,0.91,FinanciallyDistressed,55-60
486,25,Female,White,Some College/Associate's,South,DINKS,2,Admin,Office,37427.8,0.0,3118.9833333333336,Rent,1202.78,0.0,0.0,15.1,191.2,114.57,129.18,True,495.04,224.68,202.28,0.0,73.82,237.04,63.73,0.0,0.0,110.46,15.2,0.0,0.0,623.08,224.82,3.03,114.85,52.01,0.0,29.86,0.0,0.0,56.39,124.84,118.69,0.0,0.0,110.9,77.65,37.41,98.43,0.0,0.0,0.0,0.0,229.77,0.0,0.0,4747.04,229.77,-1857.83,38.56,19.9,7.37,15.87,1.85,FinanciallyVulnerable,25-30
487,30,Female,White,Master's,Northeast,SingleParent,4,Finance,Remote,134003.22,25482.07,13290.440833333334,Rent,4375.64,0.0,0.0,15.81,335.86,90.82,84.91,True,2187.26,174.49,46.1,0.0,136.31,548.51,251.06,0.0,82.53,256.39,7.22,0.0,0.0,2123.13,878.52,53.45,64.7,50.51,13.72,0.0,85.61,0.0,386.89,298.09,78.6,0.0,0.0,190.21,270.76,445.03,65.62,0.0,571.74,0.0,917.19,583.41,0.0,434.19,13597.75,2506.53,-2813.84,32.92,18.44,18.86,16.46,2.48,FinanciallyVulnerable,25-30
488,65,Male,White,Some College/Associate's,South,DINKS,2,Retired,Retired,64308.599682685024,10504.08,6234.389973557085,Own,1713.02,142.75,0.0,172.13,198.16,50.7,101.39,True,0.0,128.74,111.51,0.0,140.29,217.96,294.38,21.8,0.0,0.0,254.71,0.0,0.0,659.19,293.21,6.33,60.99,41.0,0.0,0.0,0.0,52.34,109.83,71.23,71.64,0.0,0.0,59.24,103.6,142.35,72.76,35.51,0.0,0.0,231.74,382.17,0.0,0.0,5326.76,613.91,293.72,27.48,4.09,9.85,0.0,5.02,FinanciallyStable,60-65
489,55,Male,Black/African American,Bachelor's,South,Single,1,Business,Hybrid,94831.46,0.0,7902.621666666667,Own,1793.64,149.47,0.0,90.04,153.72,68.47,66.0,True,1210.27,150.53,117.17,0.0,116.23,202.87,280.07,25.28,68.34,0.0,707.28,0.0,0.0,489.09,674.06,88.15,71.41,44.99,11.67,0.0,0.0,44.46,243.77,49.22,137.57,0.0,0.0,50.08,201.51,352.88,110.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7768.38,0.0,134.24,22.7,24.26,0.0,15.31,1.07,FinanciallyVulnerable,50-55
490,35,Male,White,High School,Northeast,DINKS,2,Construction,Office,49884.27,0.0,4157.0225,Rent,2709.18,0.0,0.0,33.56,182.92,116.66,63.72,False,0.0,0.0,0.0,88.87,0.0,275.98,184.25,42.56,0.0,0.0,218.63,0.0,94.02,757.81,238.73,20.47,31.85,29.97,0.0,0.0,0.0,0.0,140.45,83.01,117.38,0.0,94.77,67.13,0.0,75.6,71.47,0.0,263.43,0.0,0.0,0.0,0.0,0.0,5738.99,263.43,-1845.4,65.17,7.52,6.34,0.0,1.5,FinanciallyDistressed,30-35
491,45,Male,White,Some College/Associate's,Midwest,SingleParent,2,Healthcare,Office,34078.96,0.0,2839.9133333333334,Own,1737.65,144.8,0.0,133.13,218.37,113.72,141.39,True,0.0,137.12,186.28,0.0,77.78,168.5,265.12,48.9,0.0,262.51,23.69,0.0,109.81,541.79,233.22,20.37,124.53,22.73,0.0,26.83,0.0,35.27,48.91,84.03,95.76,1019.54,0.0,137.54,47.16,41.84,103.41,0.0,322.01,0.0,0.0,0.0,0.0,0.0,6351.7,322.01,-3833.8,61.19,13.94,11.34,0.0,0.56,FinanciallyDistressed,40-45
492,30,Male,Hispanic/Latino,Some College/Associate's,South,Single,1,Sales,Hybrid,48785.9,0.0,4065.491666666667,Rent,1621.99,0.0,0.0,30.16,180.19,58.1,51.77,False,0.0,0.0,0.0,94.23,0.0,167.9,242.66,69.82,0.0,233.69,420.22,323.33,0.0,300.42,333.51,83.42,86.15,50.74,0.0,0.0,0.0,0.0,66.89,39.04,114.74,0.0,0.0,79.75,0.0,113.14,109.46,0.0,0.0,0.0,363.2,224.96,0.0,0.0,4871.32,588.16,-1393.99,39.9,24.04,14.47,0.0,1.2,FinanciallyVulnerable,25-30
493,30,Female,White,Bachelor's,South,SmallFamily,3,Engineering,Office,101721.27,0.0,8476.772500000001,Rent,2490.67,0.0,0.0,17.51,203.47,113.59,145.26,False,0.0,0.0,0.0,117.35,0.0,313.96,254.42,28.2,147.81,452.49,40.75,0.0,0.0,1144.97,655.94,20.7,95.03,41.1,0.0,38.31,49.39,0.0,386.73,232.86,111.66,987.97,0.0,137.93,0.0,328.61,33.73,164.76,376.44,0.0,0.0,557.35,623.09,0.0,8755.17,1556.88,-1835.28,29.38,5.82,18.37,0.0,0.15,FinanciallyVulnerable,25-30
494,35,Male,White,Bachelor's,Midwest,SmallFamily,3,Business,Hybrid,60378.96,0.0,5031.58,Own,2361.77,196.81,68.72,191.18,272.61,117.52,219.0,True,450.88,124.78,107.41,0.0,71.62,377.38,149.51,0.0,54.22,341.02,586.54,320.2,0.0,1037.57,455.17,2.64,46.49,53.83,13.41,0.0,0.0,0.0,85.95,143.85,82.3,0.0,0.0,118.05,0.0,183.41,109.57,99.71,0.0,0.0,488.97,276.44,0.0,199.57,8443.12,964.98,-4376.52,46.94,33.76,19.18,8.96,1.46,FinanciallyVulnerable,30-35
495,35,Female,White,High School,West,SmallFamily,4,Manufacturing,Office,43155.36,0.0,3596.28,Own,4290.91,357.58,0.0,84.06,203.44,72.72,108.52,True,337.78,126.91,286.55,0.0,112.55,496.62,168.91,21.93,0.0,0.0,41.18,0.0,0.0,1351.17,195.65,80.62,82.46,27.45,10.41,0.0,0.0,28.8,156.0,262.58,179.25,0.0,90.34,55.41,0.0,189.74,37.56,0.0,225.82,0.0,0.0,263.71,0.0,0.0,9457.1,489.53,-6350.35,119.32,10.54,13.61,9.39,0.75,FinanciallyDistressed,30-35
496,40,Male,White,High School,Midwest,SmallFamily,5,Admin,Office,38170.25,0.0,3180.8541666666665,Rent,2333.73,0.0,0.0,15.84,274.08,99.07,303.54,True,0.0,155.23,199.01,0.0,144.08,429.32,109.78,69.14,0.0,0.0,303.69,200.4,246.62,1560.54,229.91,18.22,89.07,10.47,13.02,0.0,0.0,0.0,35.74,188.97,138.32,830.5,132.19,95.77,2.68,18.17,119.04,0.0,0.0,0.0,315.4,0.0,0.0,0.0,8366.14,315.4,-5500.69,73.37,23.6,9.92,0.0,5.96,FinanciallyDistressed,35-40
497,25,Male,White,Master's,West,SmallFamily,5,Business,Remote,102112.45,0.0,8509.370833333332,Rent,3330.36,0.0,0.0,16.09,285.69,89.2,325.11,True,1070.18,156.19,46.87,0.0,107.81,1088.21,62.89,48.21,0.0,0.0,18.17,0.0,0.0,2112.11,746.17,23.5,56.16,58.9,0.0,0.0,80.8,0.0,170.09,266.4,236.95,0.0,0.0,139.57,61.68,397.05,121.95,0.0,0.0,0.0,0.0,0.0,751.91,0.0,11116.31,751.91,-3358.85,39.14,12.79,8.84,12.58,0.7,FinanciallyVulnerable,25-30
498,65,Female,White,High School,South,DINKS,2,PartTime,PartTime,12808.94,0.0,1067.4116666666666,Own,1016.06,84.67,0.0,92.41,207.83,73.59,93.74,True,0.0,138.18,293.05,0.0,133.93,378.12,199.31,62.66,0.0,0.0,57.93,0.0,0.0,526.56,97.28,17.82,34.11,21.61,15.06,0.0,0.0,10.2,56.92,139.81,85.98,0.0,0.0,44.14,7.83,27.45,47.47,0.0,0.0,0.0,73.79,71.54,0.0,0.0,3963.72,145.33,-3041.64,95.19,5.43,13.62,0.0,1.42,FinanciallyVulnerable,60-65
499,70,Male,White,Some College/Associate's,West,DINKS,2,Retired,Retired,52737.88963593246,0.0,4394.824136327705,Rent,1946.8,0.0,0.0,24.74,181.64,60.73,40.71,True,617.36,159.16,80.13,0.0,106.54,261.15,127.39,63.72,0.0,0.0,12.59,0.0,0.0,689.14,386.19,2.93,28.37,25.9,0.0,0.0,0.0,0.0,146.7,76.55,64.74,0.0,0.0,69.51,28.93,165.76,102.47,0.0,0.0,0.0,0.0,180.41,0.0,0.0,5469.85,180.41,-1255.44,44.3,14.33,4.11,14.05,1.1,FinanciallyVulnerable,65-70
500,45,Male,White,Some College/Associate's,Midwest,SmallFamily,3,Healthcare,Office,34610.02,0.0,2884.168333333333,Rent,1788.61,0.0,0.0,30.77,221.57,75.68,146.52,True,0.0,218.71,262.12,0.0,117.46,428.21,175.68,51.61,0.0,0.0,19.59,0.0,0.0,807.19,224.08,20.85,51.52,42.79,0.0,0.0,0.0,0.0,35.09,125.62,138.42,0.0,0.0,60.19,5.44,20.69,46.82,0.0,161.6,0.0,0.0,69.24,0.0,0.0,5115.23,230.84,-2461.9,62.01,0.68,8.0,0.0,1.55,FinanciallyDistressed,40-45
501,40,Female,Black/African American,Bachelor's,Northeast,SmallFamily,3,Finance,Hybrid,141647.51,0.0,11803.959166666667,Rent,4052.74,0.0,0.0,20.7,278.67,114.95,85.33,False,0.0,0.0,0.0,141.67,0.0,380.19,290.67,31.81,61.09,335.01,1005.48,0.0,0.0,1241.48,619.08,9.34,68.45,33.92,16.82,27.31,33.57,0.0,134.77,197.23,76.85,1848.72,0.0,46.39,164.84,463.58,133.26,71.39,0.0,0.0,0.0,303.21,731.1,0.0,11985.31,1034.31,-1215.66,34.33,11.36,8.76,0.0,1.48,FinanciallyVulnerable,35-40
502,30,Male,Hispanic/Latino,High School,South,SmallFamily,3,FoodService,Office,20184.4,0.0,1682.0333333333335,Rent,1437.94,0.0,0.0,29.92,242.01,106.79,152.82,True,0.0,145.7,184.56,0.0,106.78,952.21,65.79,55.13,0.0,0.0,145.05,0.0,0.0,808.97,213.44,10.22,135.42,69.71,15.7,0.0,0.0,36.65,59.85,128.51,165.86,1163.68,0.0,145.85,49.44,33.77,88.42,0.0,0.0,0.0,0.0,71.37,0.0,0.0,6750.19,71.37,-5139.53,85.49,8.62,4.24,0.0,1.82,FinanciallyDistressed,25-30
503,50,Female,White,High School,West,SmallFamily,4,Admin,Hybrid,41048.94,0.0,3420.7450000000003,Rent,2953.45,0.0,0.0,30.48,257.36,73.15,242.5,True,519.15,218.7,158.15,0.0,107.54,419.71,268.37,0.0,0.0,0.0,35.57,0.0,0.0,1427.17,157.81,13.84,69.97,20.45,12.95,0.0,0.0,0.0,131.45,241.01,125.38,1655.82,0.0,138.07,8.66,75.12,66.17,0.0,223.29,0.0,0.0,0.0,0.0,0.0,9428.0,223.29,-6230.54,86.34,16.22,6.53,15.18,1.03,FinanciallyDistressed,45-50
504,45,Female,White,Some College/Associate's,South,SingleParent,2,Retail,Hybrid,35398.59,3221.05,3218.3033333333333,Rent,1737.22,0.0,0.0,33.17,229.89,88.34,98.42,True,0.0,138.07,118.57,0.0,123.93,706.5,71.69,0.0,0.0,132.8,327.78,0.0,0.0,573.76,268.54,24.82,95.94,36.93,15.7,0.0,0.0,0.0,70.47,126.21,165.04,997.95,0.0,101.32,0.0,45.32,122.95,0.0,0.0,0.0,0.0,125.26,0.0,0.0,6451.33,125.26,-3358.29,53.98,14.31,3.89,0.0,1.7,FinanciallyDistressed,40-45
505,30,Male,White,Master's,West,DINKS,2,Finance,Remote,154909.77,0.0,12909.1475,Own,5991.95,499.33,0.0,97.92,226.49,78.42,109.39,True,0.0,248.53,65.51,0.0,89.62,216.75,213.39,24.43,0.0,0.0,26.42,0.0,0.0,919.73,922.06,25.13,131.36,54.81,14.71,0.0,58.52,2.52,185.16,85.43,156.83,0.0,0.0,198.63,27.11,747.59,148.7,0.0,616.32,0.0,0.0,0.0,0.0,0.0,11566.44,616.32,726.39,46.42,0.2,4.77,0.0,0.07,FinanciallyVulnerable,25-30
506,60,Male,White,High School,Northeast,DINKS,2,FoodService,Office,38447.55,0.0,3203.9625,Own,2644.18,220.35,0.0,96.26,203.02,82.64,51.43,True,0.0,157.05,216.13,156.43,140.4,782.87,135.82,0.0,0.0,0.0,111.17,0.0,0.0,681.44,320.05,5.14,38.93,21.71,0.0,0.0,0.0,0.0,31.29,67.1,113.7,0.0,0.0,24.05,0.0,48.17,135.9,0.0,0.0,0.0,184.42,0.0,0.0,0.0,6485.23,184.42,-3465.69,82.53,3.47,5.76,0.0,5.53,FinanciallyVulnerable,55-60
507,55,Male,White,High School,South,Other,2,Retail,Office,26846.59,0.0,2237.215833333333,Own,1810.57,150.88,0.0,94.65,182.56,103.28,50.68,True,0.0,228.85,269.81,0.0,136.35,188.95,75.04,26.15,0.0,0.0,231.88,0.0,0.0,534.48,120.36,12.64,98.09,24.7,13.37,0.0,0.0,0.0,42.5,78.43,95.72,0.0,118.43,28.23,0.0,18.95,125.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4860.73,0.0,-2623.51,80.93,10.36,0.0,0.0,0.41,FinanciallyDistressed,50-55
508,60,Male,Hispanic/Latino,Some College/Associate's,Northeast,DINKS,2,Sales,Office,51635.7,2629.04,4522.0616666666665,Own,2246.02,187.17,0.0,123.12,182.21,88.01,133.6,True,0.0,144.76,259.54,0.0,122.53,374.73,239.23,0.0,0.0,0.0,288.79,0.0,0.0,589.78,492.64,14.07,37.55,24.06,14.2,0.0,0.0,36.51,137.93,71.52,166.84,0.0,0.0,33.97,67.5,84.71,72.88,0.0,0.0,0.0,0.0,201.3,0.0,0.0,6233.87,201.3,-1913.11,49.67,6.39,4.45,0.0,0.26,FinanciallyDistressed,55-60
509,50,Female,White,Master's,Midwest,Single,1,Healthcare,Office,82417.43,0.0,6868.119166666666,Own,1574.08,131.17,0.0,138.73,144.75,62.67,22.71,True,0.0,243.58,290.32,0.0,124.34,153.84,224.65,59.41,58.75,421.3,14.12,0.0,0.0,435.69,672.27,36.69,59.39,45.5,14.28,0.0,0.0,0.0,318.89,83.17,82.35,0.0,0.0,45.66,136.9,239.0,138.32,0.0,0.0,0.0,0.0,0.0,570.35,0.0,5972.53,570.35,325.24,22.92,6.34,8.3,0.0,3.68,FinanciallyStable,45-50
510,40,Female,White,Bachelor's,Northeast,SmallFamily,4,Technology,Hybrid,153515.52,26084.91,14966.7025,Own,6420.36,535.03,318.8,135.39,303.42,68.83,142.55,True,0.0,227.46,130.13,0.0,91.32,891.94,210.06,63.17,161.72,491.41,44.94,0.0,0.0,1823.96,651.91,83.0,145.65,41.77,10.76,0.0,0.0,0.0,327.76,275.4,88.63,1709.13,0.0,118.13,180.49,573.28,107.84,289.26,723.71,202.63,497.74,0.0,985.4,0.0,16663.5,2409.48,-4106.28,42.9,3.58,16.1,0.0,1.36,FinanciallyVulnerable,35-40
